,promoter_R_sq,num_eig,num_peaks,num_sigpeaks,num_sigpeaks_pt2,eigen0_R_sq,eigen1_R_sq,eigen2_R_sq,eigen3_R_sq,eigen4_R_sq,eigen5_R_sq,eigen6_R_sq,eigen7_R_sq,eigen8_R_sq,eigen9_R_sq,eigen10_R_sq,eigen11_R_sq
USPL1,0.07246677577495575,0,3.0,0.0,0.0,0.1641954759170766,0.003241536487065872,,,,,,,,,,
ALOX5AP,0,0,3.0,0.0,0.0,0.22721632206093856,8.909235026197697e-05,,,,,,,,,,
HSPH1,0.021747220307588577,0,1.0,0.0,0.0,,,,,,,,,,,,
B3GALTL,0,0,2.0,0.0,0.0,0.1149870563730422,,,,,,,,,,,
N4BP2L1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
N4BP2L2,0.05379238352179527,1,2.0,1.0,1.0,0.2244107620726911,0.04427463580405774,,,,,,,,,,
PDS5B,0,0,3.0,0.0,0.0,,,,,,,,,,,,
RFC3,6.546634540427476e-05,0,1.0,0.0,0.0,,,,,,,,,,,,
SPG20,0,0,0.0,0.0,0.0,,,,,,,,,,,,
ALG5,0,0,1.0,0.0,0.0,,,,,,,,,,,,
EXOSC8,0.027026869356632233,0,1.0,0.0,0.0,,,,,,,,,,,,
SUPT20H,0.12294186651706696,0,2.0,0.0,0.0,0.15772924207577274,0.007836076156893277,,,,,,,,,,
UFM1,0.0036103602033108473,0,1.0,0.0,0.0,,,,,,,,,,,,
PROSER1,0.047641001641750336,0,1.0,0.0,0.0,,,,,,,,,,,,
NHLRC3,0,0,2.0,0.0,0.0,0.05545149870794915,,,,,,,,,,,
COG6,0,0,3.0,0.0,1.0,0.2551375122403235,0.01299777733975062,,,,,,,,,,
FOXO1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
MRPS31,0.027058906853199005,0,1.0,0.0,0.0,,,,,,,,,,,,
SUGT1P3,0,0,2.0,0.0,0.0,,,,,,,,,,,,
ELF1,0.0003705516573973,0,7.0,0.0,0.0,0.20534076234507662,0.006773940222744086,,,,,,,,,,
WBP4,0.08220275491476059,0,2.0,0.0,0.0,0.08220278278408112,,,,,,,,,,,
KBTBD6,0,0,1.0,0.0,0.0,0.11323260620944821,,,,,,,,,,,
KBTBD7,0.3871208429336548,1,1.0,1.0,1.0,0.38712101465841003,,,,,,,,,,,
MTRF1,0.04708527773618698,0,2.0,0.0,0.0,0.08317525977129336,,,,,,,,,,,
NAA16,0,0,3.0,0.0,0.0,0.19316206970307306,0.004858613055553806,,,,,,,,,,
RGCC,0.046714529395103455,0,3.0,0.0,0.0,,,,,,,,,,,,
DGKH,0.12446334958076477,0,3.0,0.0,0.0,0.12446331966112766,,,,,,,,,,,
AKAP11,0.02120601385831833,0,1.0,0.0,0.0,,,,,,,,,,,,
EPSTI1,0.11818328499794006,0,2.0,0.0,0.0,0.118183307382962,,,,,,,,,,,
DNAJC15,0,0,3.0,0.0,0.0,0.13832207222498777,,,,,,,,,,,
LACC1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
TSC22D1,0.009489400312304497,0,1.0,0.0,0.0,,,,,,,,,,,,
GPALPP1,0.16871210932731628,0,1.0,0.0,0.0,0.16871209145569424,,,,,,,,,,,
GTF2F2,0.15367357432842255,0,1.0,0.0,0.0,0.15367358921092847,,,,,,,,,,,
TPT1,0,1,3.0,1.0,2.0,0.4204384975306118,0.07116512155929478,0.03605776218595161,,,,,,,,,
TPT1-AS1,0.3723725378513336,1,5.0,1.0,1.0,0.2982242560077339,0.07607662347068832,,,,,,,,,,
COG3,0,0,2.0,0.0,0.0,,,,,,,,,,,,
ZC3H13,0,0,1.0,0.0,0.0,0.15540492414087495,,,,,,,,,,,
LCP1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
LRRC63,0.11078520119190216,1,8.0,0.0,2.0,0.4815448304039196,0.02857348709554159,0.025316387300914955,0.005292261722744297,0.005287239132376731,0.001281353054771312,,,,,,
LRCH1,0.0256655290722847,0,4.0,0.0,1.0,0.23068885783497037,0.006485877882291876,,,,,,,,,,
ESD,0,0,1.0,0.0,0.0,,,,,,,,,,,,
SUCLA2,0.1676884889602661,0,2.0,0.0,0.0,0.16768849214139542,,,,,,,,,,,
SUCLA2-AS1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
NUDT15,0,0,2.0,0.0,1.0,0.21885237545223846,,,,,,,,,,,
MED4,0,0,1.0,0.0,0.0,,,,,,,,,,,,
ITM2B,0,0,4.0,0.0,0.0,0.06728118627285262,,,,,,,,,,,
RB1,0,0,5.0,0.0,0.0,,,,,,,,,,,,
LPAR6,0,1,4.0,1.0,1.0,0.37790873289098476,0.018146485101356736,,,,,,,,,,
RCBTB2,0,0,3.0,0.0,1.0,0.17006755320587238,0.03938129774008912,,,,,,,,,,
PSME2P2,0,0,1.0,0.0,0.0,,,,,,,,,,,,
FNDC3A,0.06285854429006577,0,2.0,0.0,0.0,0.0628585339690842,,,,,,,,,,,
RNU6-60P,0,0,1.0,0.0,0.0,,,,,,,,,,,,
CDADC1,0.0003624230739660561,0,2.0,0.0,0.0,,,,,,,,,,,,
CAB39L,0.003980932291597128,0,2.0,0.0,1.0,0.20270052498748417,,,,,,,,,,,
SETDB2,0,0,3.0,0.0,0.0,0.1553615265223006,7.516268139496043e-05,,,,,,,,,,
PHF11,0.024108706042170525,1,3.0,0.0,1.0,0.3278987649093582,0.022634793490118696,,,,,,,,,,
RCBTB1,0.12647123634815216,0,2.0,0.0,0.0,0.126471239008216,,,,,,,,,,,
EBPL,0.18637000024318695,0,1.0,0.0,0.0,0.18636995454642466,,,,,,,,,,,
KPNA3,0,0,1.0,0.0,0.0,0.12438319625851306,,,,,,,,,,,
SPRYD7,0.00995947141200304,0,1.0,0.0,0.0,,,,,,,,,,,,
TRIM13,0.0008585386094637215,0,1.0,0.0,0.0,,,,,,,,,,,,
DLEU2,0,0,2.0,0.0,0.0,0.06930417952393261,,,,,,,,,,,
MIR16-1,0,0,1.0,0.0,0.0,0.16318321888944667,,,,,,,,,,,
DLEU1,0.01472791749984026,0,13.0,0.0,0.0,0.21950200823158164,0.005052529318883741,0.0011801036565383311,,,,,,,,,
RNASEH2B,0,0,2.0,0.0,0.0,,,,,,,,,,,,
INTS6,0,0,1.0,0.0,1.0,0.26364598653812,,,,,,,,,,,
INTS6-AS1,6.866803232696839e-06,0,5.0,0.0,0.0,,,,,,,,,,,,
WDFY2,0.16665492951869965,1,8.0,2.0,2.0,0.5017332055291407,0.059651484656984936,0.049539502140282285,0.02169742097175614,0.0023658729743840506,,,,,,,
ATP5F1P1,0,0,2.0,0.0,0.0,0.1269094814910053,,,,,,,,,,,
DHRS12,0,0,4.0,0.0,1.0,0.26419800854137465,0.05790483668450012,0.04083998616336638,0.0039894042709859925,,,,,,,,
ALG11,0.03143954649567604,0,1.0,0.0,0.0,,,,,,,,,,,,
UTP14C,0,0,1.0,0.0,0.0,,,,,,,,,,,,
NEK3,0,0,2.0,0.0,0.0,0.08404562565818587,,,,,,,,,,,
MRPS31P5,0.00822354108095169,0,1.0,0.0,0.0,,,,,,,,,,,,
VPS36,0.10024276375770569,0,2.0,0.0,0.0,0.1927818316059658,0.0020835826022461592,,,,,,,,,,
CKAP2,0.0026498716324567795,0,2.0,0.0,0.0,0.12955787561407867,,,,,,,,,,,
HNRNPA1L2,0,0,1.0,0.0,0.0,0.16905179009798013,,,,,,,,,,,
SUGT1,0.034297309815883636,0,3.0,0.0,0.0,0.10755227312514558,,,,,,,,,,,
TDRD3,0.00905318558216095,0,1.0,0.0,0.0,,,,,,,,,,,,
MZT1,0,1,2.0,1.0,1.0,0.32209793812620036,,,,,,,,,,,
BORA,0.10686949640512466,0,1.0,0.0,0.0,0.10686948296848,,,,,,,,,,,
DIS3,0.019337039440870285,0,1.0,0.0,0.0,,,,,,,,,,,,
PIBF1,0,0,2.0,0.0,0.0,0.18582707777549576,,,,,,,,,,,
KLF12,0,0,2.0,0.0,0.0,0.06927889088296704,,,,,,,,,,,
TBC1D4,0,0,2.0,0.0,0.0,,,,,,,,,,,,
COMMD6,0.04479368403553963,0,1.0,0.0,0.0,,,,,,,,,,,,
UCHL3,0,0,2.0,0.0,0.0,0.10163317455195704,,,,,,,,,,,
CLN5,0.061237990856170654,0,1.0,0.0,0.0,0.061237987572278586,,,,,,,,,,,
FBXL3,0,0,1.0,0.0,0.0,,,,,,,,,,,,
MYCBP2,0,0,2.0,0.0,0.0,,,,,,,,,,,,
SLAIN1,0.19373902678489685,1,4.0,1.0,1.0,0.38522234559073193,0.20081841379699256,0.0969344832310101,,,,,,,,,
RNF219,0,0,1.0,0.0,0.0,,,,,,,,,,,,
RBM26,0,0,2.0,0.0,0.0,,,,,,,,,,,,
RBM26-AS1,0.00977100245654583,0,2.0,0.0,0.0,,,,,,,,,,,,
NDFIP2,0,1,5.0,2.0,2.0,0.5442603645605235,0.11485790648701998,0.009545426440333694,0.008810527866914214,0.0012931275010600438,,,,,,,
SPRY2,0.5396508574485779,1,2.0,2.0,2.0,0.6167729748120179,0.008273150972789847,,,,,,,,,,
MIR17HG,0,0,1.0,0.0,0.0,0.08191524598912521,,,,,,,,,,,
TGDS,0,0,2.0,0.0,0.0,,,,,,,,,,,,
GPR180,0.011957565322518349,0,3.0,0.0,0.0,,,,,,,,,,,,
DNAJC3-AS1,0.09410794079303741,0,1.0,0.0,0.0,0.09410786781214542,,,,,,,,,,,
DNAJC3,0,0,1.0,0.0,0.0,,,,,,,,,,,,
MBNL2,0.020863553509116173,1,5.0,1.0,1.0,0.22289436194513973,0.14471573688689987,0.023852386998518195,0.01535506436474558,,,,,,,,
RAP2A,0.01788898929953575,0,1.0,0.0,0.0,,,,,,,,,,,,
IPO5,0.002015956211835146,0,1.0,0.0,0.0,,,,,,,,,,,,
STK24,0.010377222672104836,0,8.0,0.0,0.0,0.15031913073517766,0.08248932723953228,0.00018602202025884106,,,,,,,,,
DOCK9,0.32453078031539917,1,3.0,1.0,1.0,0.3141542602832538,0.0453881418973774,,,,,,,,,,
UBAC2,0.015961194410920143,0,14.0,0.0,0.0,0.1479308472598723,0.07145894357426906,0.014620905159220548,,,,,,,,,
GPR18,0.24535270035266876,1,6.0,0.0,1.0,0.3232031588690709,0.08581544436522213,0.007285027232948543,,,,,,,,,
GPR183,0.2857038974761963,0,5.0,1.0,1.0,0.21141285939950236,0.12885088857912505,0.013640999613855877,0.0064586389313964635,0.0011905963338795233,,,,,,,
TM9SF2,0,1,5.0,0.0,0.0,0.31710955886523284,4.792823711289871e-06,,,,,,,,,,
CLYBL,5.22940608789213e-05,1,5.0,1.0,1.0,0.22936994853123407,0.012508864516663306,,,,,,,,,,
PCCA,0,0,6.0,1.0,1.0,0.18977168256499383,0.023200960264449472,,,,,,,,,,
TMTC4,0.015942323952913284,0,1.0,0.0,0.0,,,,,,,,,,,,
TPP2,0.005877651274204254,0,3.0,0.0,0.0,0.14183894508889108,,,,,,,,,,,
TEX30,0.011098804883658886,1,3.0,1.0,0.0,0.2817145242567568,0.013760020833566828,,,,,,,,,,
KDELC1,0.05341086909174919,0,2.0,0.0,0.0,0.08336387379102722,0.00016308271507295774,,,,,,,,,,
BIVM,0,0,4.0,0.0,0.0,0.055949740916165336,,,,,,,,,,,
ERCC5,0.08718878775835037,0,2.0,0.0,0.0,0.10051195560882162,0.0035411322665706295,,,,,,,,,,
ARGLU1,0.015453094616532326,0,2.0,0.0,0.0,,,,,,,,,,,,
LIG4,0.06714634597301483,0,2.0,0.0,0.0,0.09705264485621265,3.015450007047146e-06,,,,,,,,,,
ABHD13,0,0,2.0,0.0,0.0,0.08047942702531811,,,,,,,,,,,
TNFSF13B,0.208792582154274,0,3.0,0.0,1.0,0.20879245990828046,,,,,,,,,,,
CARKD,0,0,2.0,0.0,0.0,0.1478615482732173,,,,,,,,,,,
CARS2,0.19641447067260742,1,5.0,0.0,0.0,0.2562748227025321,0.14012518531241813,0.024662441759148536,,,,,,,,,
ING1,0.016944756731390953,0,4.0,0.0,0.0,0.07069941485784192,,,,,,,,,,,
ANKRD10,0.04027712717652321,0,2.0,0.0,0.0,0.06992673270469127,,,,,,,,,,,
ANKRD10-IT1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
ARHGEF7,0.017015809193253517,0,7.0,0.0,0.0,0.21447246886138846,0.013309521411630896,,,,,,,,,,
TUBGCP3,0.012439334765076637,0,2.0,0.0,0.0,0.1170507117971346,,,,,,,,,,,
ATP11A,0.3785165548324585,1,2.0,1.0,1.0,0.37851658294426366,,,,,,,,,,,
PCID2,0.07406974583864212,0,1.0,0.0,0.0,0.07406973507669075,,,,,,,,,,,
CUL4A,0,0,4.0,0.0,0.0,0.12559496647634327,,,,,,,,,,,
LAMP1,0.1319494992494583,0,1.0,0.0,0.0,0.1319494710244788,,,,,,,,,,,
DCUN1D2,0.008901743218302727,0,1.0,0.0,0.0,,,,,,,,,,,,
TMCO3,0,1,2.0,0.0,1.0,0.43601936506581745,0.005273725915270721,,,,,,,,,,
TFDP1,0.00044205665471963584,0,1.0,0.0,0.0,,,,,,,,,,,,
RASA3,0,1,5.0,4.0,4.0,0.43364999313764113,0.0658738154579228,0.0014842158316535688,0.00019672899864546528,,,,,,,,
CDC16,0.06105011701583862,0,3.0,0.0,0.0,0.06105011552516082,,,,,,,,,,,
UPF3A,0.08762228488922119,1,4.0,1.0,1.0,0.47916936481234335,0.05948333373075757,0.011806450181798656,,,,,,,,,
CHAMP1,0.0051215034909546375,0,4.0,0.0,0.0,0.06506656044752168,,,,,,,,,,,
TTC5,0.08340318500995636,0,2.0,0.0,0.0,0.20036860519501246,5.759681498263227e-05,,,,,,,,,,
CCNB1IP1,0.007031028158962727,0,2.0,0.0,0.0,,,,,,,,,,,,
RPPH1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
PARP2,0.199489563703537,0,3.0,0.0,0.0,0.19948953124905808,,,,,,,,,,,
TEP1,0,1,3.0,1.0,1.0,0.3887053642351905,0.020601825564985222,,,,,,,,,,
OSGEP,0,0,4.0,0.0,0.0,0.07673148268258212,,,,,,,,,,,
APEX1,0.0011799606727436185,0,3.0,0.0,0.0,0.08612204090627588,,,,,,,,,,,
TMEM55B,0.0005183695466257632,0,3.0,0.0,0.0,0.08639160980791616,0.00029416391093502073,,,,,,,,,,
PNP,0.0636487603187561,0,4.0,0.0,1.0,0.22248537001431043,0.04381153618896134,,,,,,,,,,
ANG,0,0,1.0,0.0,0.0,0.12930942026269807,,,,,,,,,,,
RNASE6,0,0,1.0,0.0,0.0,,,,,,,,,,,,
METTL17,0.034219417721033096,0,2.0,0.0,0.0,,,,,,,,,,,,
HNRNPC,0.007687652483582497,0,1.0,0.0,0.0,,,,,,,,,,,,
SUPT16H,0.10561849921941757,0,2.0,0.0,0.0,0.21907265687715702,0.003043746370317522,,,,,,,,,,
CHD8,0.04159082472324371,0,2.0,0.0,0.0,,,,,,,,,,,,
RAB2B,0,1,2.0,1.0,1.0,0.25030363625608404,,,,,,,,,,,
TOX4,0.08091246336698532,0,3.0,0.0,0.0,0.08091246146407191,,,,,,,,,,,
METTL3,0,0,3.0,0.0,0.0,0.06443526719341079,,,,,,,,,,,
DAD1,0,0,0.0,0.0,0.0,,,,,,,,,,,,
ABHD4,0,0,0.0,0.0,0.0,,,,,,,,,,,,
OXA1L,0,0,1.0,0.0,0.0,,,,,,,,,,,,
MRPL52,0.052010428160429,0,1.0,0.0,0.0,0.05201044092367597,,,,,,,,,,,
LRP10,0.2801065444946289,1,4.0,1.0,1.0,0.34135085605961235,0.024714525685174387,,,,,,,,,,
RBM23,0,0,3.0,0.0,0.0,0.12474233906606055,,,,,,,,,,,
PRMT5,0.0010985828703269362,0,3.0,0.0,0.0,0.12445938925377523,,,,,,,,,,,
HAUS4,0.14065471291542053,0,4.0,0.0,0.0,0.20571972635332197,0.00882350053530217,,,,,,,,,,
PSMB5,0.0005076194647699594,0,5.0,0.0,0.0,0.18676000212126284,0.07926330865749596,0.007937512287658046,,,,,,,,,
ACIN1,0.25929731130599976,1,6.0,0.0,2.0,0.2862617482441977,0.15745476075899495,0.017872582570572174,,,,,,,,,
C14orf119,0.000626282999292016,1,5.0,1.0,1.0,0.35495798407595675,0.008450523301813595,,,,,,,,,,
PPP1R3E,0.23723116517066956,1,2.0,2.0,2.0,0.25159882245678206,0.0008936143361110892,,,,,,,,,,
PABPN1,0.3552924692630768,1,3.0,2.0,3.0,0.4020303933398387,0.012558472719788905,0.002247294080284471,,,,,,,,,
NGDN,0.19086092710494995,0,1.0,0.0,0.0,0.1908609537337265,,,,,,,,,,,
THTPA,0.04000100865960121,0,2.0,0.0,0.0,0.16755795607321258,,,,,,,,,,,
AP1G2,0.013973231427371502,0,1.0,0.0,0.0,,,,,,,,,,,,
DHRS4-AS1-1,0.09459421783685684,0,2.0,0.0,0.0,0.0945942570697734,,,,,,,,,,,
DHRS4,0,0,1.0,0.0,0.0,0.06165253731515232,,,,,,,,,,,
DHRS4L2,0,0,2.0,0.0,0.0,0.16459877225453384,0.01405867396002136,,,,,,,,,,
PCK2,0,0,5.0,0.0,0.0,0.24701635164586125,0.004254555706935407,,,,,,,,,,
DCAF11,0.16223926842212677,1,4.0,0.0,2.0,0.3496240110522527,0.061950363970815346,0.006339819830177808,,,,,,,,,
PSME1,0.017925990745425224,0,6.0,0.0,0.0,0.10846268712133751,,,,,,,,,,,
EMC9,0.03073761984705925,0,5.0,0.0,1.0,0.21544756221255337,0.02378203352313229,1.540417046272054e-05,,,,,,,,,
PSME2,0,1,6.0,0.0,0.0,0.2378096226827734,0.06666884808960268,0.0329616229812836,,,,,,,,,
IRF9,0,1,6.0,0.0,0.0,0.38673739447947997,0.0230395528439777,9.846653472865728e-05,,,,,,,,,
REC8,0.2245032787322998,1,5.0,1.0,2.0,0.4207232960777983,0.012242552956480678,,,,,,,,,,
TM9SF1,0.21767033636569977,1,8.0,2.0,3.0,0.34034563436055004,0.007408338348918737,0.004587219275774226,0.0013651311645588066,,,,,,,,
CHMP4A,0.13747744262218475,2,4.0,2.0,2.0,0.34148916144840846,0.312487701346565,0.0059248668116316985,0.00018162676385448205,,,,,,,,
AL136419.6,0,0,4.0,0.0,0.0,0.1545756078529785,0.009350529496414862,,,,,,,,,,
NEDD8,0,0,3.0,0.0,0.0,0.0958504959131056,,,,,,,,,,,
GMPR2,0.03306826949119568,0,6.0,0.0,0.0,,,,,,,,,,,,
TINF2,0.1095348596572876,0,6.0,0.0,0.0,0.19524733221225413,0.0024040438062720225,,,,,,,,,,
RABGGTA,0.2193576842546463,0,5.0,0.0,1.0,0.1832153841588166,0.1553923095230987,0.03264894145996184,,,,,,,,,
DHRS1,0.023676445707678795,0,4.0,0.0,0.0,0.12984218927837074,,,,,,,,,,,
LTB4R,0.23173150420188904,1,4.0,1.0,1.0,0.4935681705074105,0.011117390935060584,,,,,,,,,,
RIPK3,0.002074865624308586,0,1.0,0.0,0.0,,,,,,,,,,,,
KHNYN,0,0,3.0,0.0,0.0,,,,,,,,,,,,
SDR39U1,0.1329650729894638,0,1.0,0.0,0.0,0.13296507507843003,,,,,,,,,,,
GZMH,0.47785207629203796,0,3.0,1.0,1.0,0.3486608762152218,0.1298545702601982,,,,,,,,,,
GZMB,0.18865761160850525,1,4.0,1.0,1.0,0.5018335463547107,0.05110299221651568,,,,,,,,,,
G2E3,0.0011042222613468766,0,2.0,0.0,0.0,,,,,,,,,,,,
SCFD1,0.027988716959953308,0,2.0,0.0,0.0,0.053509639661852855,,,,,,,,,,,
STRN3,0,0,1.0,0.0,0.0,,,,,,,,,,,,
AP4S1,0.0020734784193336964,0,1.0,0.0,0.0,,,,,,,,,,,,
HECTD1,0.028887806460261345,0,2.0,0.0,0.0,,,,,,,,,,,,
NUBPL,0.09088139981031418,0,2.0,0.0,0.0,0.09088142781466751,,,,,,,,,,,
ARHGAP5,0.019304221495985985,0,2.0,0.0,0.0,0.13237649090129752,,,,,,,,,,,
SPTSSA,0,1,1.0,1.0,1.0,0.37216431460509325,,,,,,,,,,,
EAPP,0.0018464768072590232,0,2.0,0.0,0.0,,,,,,,,,,,,
SNX6,0.002926525427028537,0,1.0,0.0,0.0,,,,,,,,,,,,
CFL2,0.001495117088779807,0,2.0,0.0,0.0,,,,,,,,,,,,
BAZ1A,0,0,1.0,0.0,0.0,0.08718059939721072,,,,,,,,,,,
RNU7-41P,0,0,2.0,0.0,0.0,0.061109067163233215,,,,,,,,,,,
RP11-85K15.2,0,0,1.0,0.0,0.0,,,,,,,,,,,,
SRP54,0.02619093842804432,0,2.0,0.0,0.0,,,,,,,,,,,,
FAM177A1,0.028793107718229294,0,1.0,0.0,0.0,,,,,,,,,,,,
PPP2R3C,0,0,2.0,0.0,0.0,0.1555723942961413,,,,,,,,,,,
PSMA6,0.07226098328828812,0,2.0,0.0,0.0,0.0722609829160469,,,,,,,,,,,
NFKBIA,0.10169294476509094,0,2.0,0.0,0.0,0.10169295971811809,,,,,,,,,,,
RALGAPA1,0.06618402153253555,0,2.0,0.0,0.0,0.06618400837976315,,,,,,,,,,,
BRMS1L,0,0,2.0,0.0,0.0,,,,,,,,,,,,
MBIP,0.006708775646984577,0,1.0,0.0,0.0,,,,,,,,,,,,
SEC23A,0,0,0.0,0.0,0.0,,,,,,,,,,,,
GEMIN2,0,0,0.0,0.0,0.0,,,,,,,,,,,,
PNN,0,0,0.0,0.0,0.0,,,,,,,,,,,,
CTAGE5,0,0,1.0,0.0,0.0,,,,,,,,,,,,
AL157791.1,0,0,2.0,0.0,0.0,,,,,,,,,,,,
FBXO33,0.012520408257842064,0,1.0,0.0,0.0,,,,,,,,,,,,
C14orf28,0.17250540852546692,0,1.0,0.0,0.0,0.17250540376923024,,,,,,,,,,,
KLHL28,0.14024388790130615,0,1.0,0.0,0.0,0.1402438732935519,,,,,,,,,,,
FAM179B,0,1,1.0,1.0,1.0,0.4066448240938148,,,,,,,,,,,
PRPF39,0,0,2.0,0.0,0.0,,,,,,,,,,,,
FKBP3,0,0,2.0,0.0,0.0,,,,,,,,,,,,
FANCM,0.09746873378753662,0,5.0,0.0,0.0,0.1628085366686005,0.11485073858474643,0.034982044640684586,,,,,,,,,
MIS18BP1,0.11428540199995041,0,1.0,0.0,0.0,0.11428540426323394,,,,,,,,,,,
DNAJC19P9,0,0,1.0,0.0,0.0,0.05180293215952353,,,,,,,,,,,
RPS29,0.0026892111636698246,0,2.0,0.0,0.0,,,,,,,,,,,,
RN7SL1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
LRR1,0.010753355920314789,0,2.0,0.0,0.0,0.12287542944073516,,,,,,,,,,,
RPL36AL,0.09284061193466187,0,2.0,0.0,0.0,0.09284061947848238,,,,,,,,,,,
DNAAF2,0,0,2.0,0.0,0.0,0.09103308957657512,,,,,,,,,,,
KLHDC1,0.02331670932471752,0,2.0,0.0,0.0,,,,,,,,,,,,
KLHDC2,0.03050815500319004,0,1.0,0.0,0.0,,,,,,,,,,,,
NEMF,0.040125466883182526,0,4.0,0.0,0.0,0.15919895821757846,,,,,,,,,,,
RN7SL2,0,1,3.0,1.0,1.0,0.23195077209018836,,,,,,,,,,,
ARF6,0.17132188379764557,1,4.0,0.0,0.0,0.2551423833509615,0.12638353464509033,0.006374225822561801,,,,,,,,,
C14orf182,0,0,4.0,0.0,0.0,0.1409252413842217,0.008548131124082613,,,,,,,,,,
RP11-58E21.3,0.038156908005476,1,6.0,0.0,0.0,0.328588302737983,0.0002981840843507215,,,,,,,,,,
Y_RNA-216,0,0,6.0,0.0,0.0,0.12808022276716244,7.072639764161295e-06,,,,,,,,,,
VCPKMT,3.7768695619888604e-05,0,1.0,0.0,0.0,,,,,,,,,,,,
SOS2,0.1298031508922577,0,1.0,0.0,0.0,0.12980317030632446,,,,,,,,,,,
L2HGDH,0,1,3.0,0.0,0.0,0.2872036750703131,0.0034769321421190733,,,,,,,,,,
ATP5S,0.02716393768787384,0,3.0,0.0,0.0,0.13913341854458364,,,,,,,,,,,
CDKL1,0,0,0.0,0.0,0.0,,,,,,,,,,,,
MAP4K5,0,0,4.0,0.0,0.0,,,,,,,,,,,,
NIN,0.0909346342086792,0,2.0,0.0,0.0,0.09093462677345024,,,,,,,,,,,
RP11-286O18.1,0,0,2.0,0.0,0.0,,,,,,,,,,,,
TMX1,0,0,1.0,0.0,0.0,,,,,,,,,,,,
GNG2,0.19455230236053467,1,7.0,0.0,0.0,0.3027633954488722,0.0006249573695459105,8.93160221580705e-06,,,,,,,,,
C14orf166,0,0,1.0,0.0,0.0,,,,,,,,,,,,
PTGER2,0,0,4.0,0.0,0.0,0.1746902307036159,,,,,,,,,,,
ERO1L,0,1,4.0,0.0,0.0,0.19370421435017532,0.00015852712340288196,,,,,,,,,,
PSMC6,0.06954102963209152,0,3.0,1.0,1.0,0.2246249932709054,0.09519025238839685,,,,,,,,,,
STYX,0.19553261995315552,1,4.0,0.0,0.0,0.21487712272765386,0.021145091139121885,,,,,,,,,,
GNPNAT1,0.035699255764484406,0,1.0,0.0,0.0,,,,,,,,,,,,
RP11-368P15.3,0,0,0.0,0.0,0.0,,,,,,,,,,,,
DDHD1,0,0,2.0,0.0,0.0,,,,,,,,,,,,
AL163953.3,0.16653764247894287,1,3.0,0.0,1.0,0.2978671177126265,0.0019275639990517521,,,,,,,,,,
CDKN3,4.35057700087782e-05,0,1.0,0.0,0.0,,,,,,,,,,,,
CNIH1,0.23465904593467712,1,2.0,0.0,2.0,0.3649953376958793,0.0004933968842792997,,,,,,,,,,
GMFB,0.16717395186424255,0,2.0,0.0,0.0,0.16717396254914815,,,,,,,,,,,
CGRRF1,0.11043931543827057,0,2.0,0.0,0.0,0.16233509903345136,0.0028389776470516426,,,,,,,,,,
GCH1,0.002910434966906905,0,2.0,0.0,0.0,,,,,,,,,,,,
WDHD1,0,1,2.0,1.0,1.0,0.254559351820015,,,,,,,,,,,
SOCS4,0.045208919793367386,1,3.0,1.0,1.0,0.40913410542234857,0.043696342875152346,,,,,,,,,,
MAPK1IP1L,0,0,2.0,0.0,0.0,0.056032753768810166,,,,,,,,,,,
LGALS3,0,1,3.0,1.0,1.0,0.2443104715967391,,,,,,,,,,,
FBXO34,0,0,4.0,0.0,0.0,,,,,,,,,,,,
ATG14,0,0,1.0,0.0,0.0,,,,,,,,,,,,
KTN1,0,0,1.0,0.0,0.0,0.19060696796264906,,,,,,,,,,,
TMEM260,0.06636330485343933,0,1.0,0.0,0.0,0.06636332886256717,,,,,,,,,,,
EXOC5,0.028132764622569084,0,1.0,0.0,0.0,,,,,,,,,,,,
AP5M1,0,0,1.0,0.0,0.0,0.16702010303623432,,,,,,,,,,,
NAA30,0.0019215878564864397,0,1.0,0.0,0.0,,,,,,,,,,,,
ACTR10,0.03383909538388252,0,4.0,0.0,0.0,,,,,,,,,,,,
PSMA3,0.11616833508014679,1,4.0,1.0,1.0,0.34891177135397483,0.050565322736979085,0.0036300186738524834,,,,,,,,,
CTD-2002H8.2,0,0,2.0,0.0,0.0,,,,,,,,,,,,
RP11-349A22.5,0,0,2.0,0.0,0.0,0.09324418870537679,,,,,,,,,,,
ARID4A,0.2145102322101593,1,4.0,0.0,1.0,0.4691624927302308,0.00038701447260453063,,,,,,,,,,
TIMM9,0.060294535011053085,0,1.0,0.0,0.0,0.06029453522818685,,,,,,,,,,,
KIAA0586,0,0,2.0,0.0,0.0,0.08394794498820649,,,,,,,,,,,
RP11-112J1.1,0,0,0.0,0.0,0.0,,,,,,,,,,,,
DAAM1,0,1,2.0,1.0,1.0,0.39988113423325394,,,,,,,,,,,
L3HYPDH,0,0,1.0,0.0,0.0,0.12901473599109128,,,,,,,,,,,
JKAMP,0.02413632534444332,0,2.0,0.0,0.0,0.05112878458122671,,,,,,,,,,,
