,TSS R2,Enhancer R2
METTL1,0.079173244535923,0.0053466977551579475
METTL21B,0.0,0.14988873898983002
TSFM,0.051632679998874664,0.052642304450273514
CTDSP2,0.04786404222249985,0.0
RP11-620J15.3,0.01757442206144333,0.05324176326394081
XRCC6BP1,0.155118927359581,0.11259029060602188
SLC16A7,0.2581649124622345,0.0
USP15,0.018064284697175026,0.0
MON2,0.012549292296171188,0.27259597182273865
RPL14P1,0.0,0.09762529283761978
TMEM5,0.004712951369583607,0.0
C12orf66,0.0,0.030680224299430847
XPOT,0.11276395618915558,0.002424647333100438
TBK1,0.24638532102108002,0.13910463452339172
RASSF3,0.0012957609724253416,0.395889550447464
GNS,0.015122628770768642,0.22281940281391144
LEMD3,0.0,0.021234063431620598
LLPH,0.001284038182348013,0.05209183692932129
TMBIM4-1,0.03869768604636192,0.0349312387406826
HELB,0.03448762744665146,0.09801558405160904
CAND1,0.03643679991364479,0.0
DYRK2,0.03401796519756317,0.023333368822932243
IFNG,0.1703546941280365,0.3110787868499756
MDM1,0.019318966194987297,0.2326822131872177
RP11-81H14.2,0.06315755099058151,0.0706910714507103
RP11-81H14.4,0.0,0.6402586102485657
RAP1B,0.03667968884110451,0.037639033049345016
SNORA70G,0.0,0.08717363327741623
RP11-637A17.2,0.0,0.08927232027053833
NUP107,0.0249509084969759,0.11196810752153397
SLC35E3,0.0,0.02028496190905571
MDM2,0.0021338702645152807,0.0
RP11-611O2.1,0.0,0.011023611761629581
CPSF6,0.0,0.25060755014419556
YEATS4,0.0,0.1490761935710907
FRS2,0.0,0.06309948861598969
CCT2,0.13012279570102692,0.0
RAB3IP,0.0,0.22006957232952118
RP11-611E13.2,0.0,0.07250891625881195
CNOT2,0.008582819253206253,0.04036477580666542
ZFC3H1,0.007164296228438616,0.0757555142045021
THAP2,0.0,0.0199897438287735
TMEM19,0.02442646399140358,0.026181355118751526
RAB21,0.0,0.08962651342153549
TBC1D15,0.0,0.39805108308792114
ATXN7L3B,0.0,0.00699150376021862
CAPS2,0.02482840046286583,0.007270893082022667
GLIPR1,0.0053070611320436,0.09334530681371689
KRR1,0.020297281444072723,0.0
RP11-114H23.1,0.0,0.1740887612104416
PHLDA1,0.008794539608061314,0.0010373168624937534
NAP1L1,0.028426194563508034,0.0
BBS10,0.17429079115390778,0.0
OSBPL8,0.00036593861295841634,0.3132944703102112
ZDHHC17,0.01776854135096073,0.0
PPP1R12A,0.005379945505410433,0.012646377086639404
CCDC59,0.15731844305992126,0.0
METTL25,0.0,0.4599980115890503
C12orf29,0.0,0.26508110761642456
CEP290,0.0008362688240595162,0.0
TMTC3,0.0,0.002080802107229829
DUSP6,0.04000210389494896,0.1917143166065216
POC1B,0.015344240702688694,0.27397385239601135
RP11-734K2.4,0.06042606011033058,0.00849697645753622
ATP2B1,0.021430375054478645,0.0
C12orf79,0.026504995301365852,0.13423806428909302
BTG1,0.014741766266524792,0.04099710285663605
EEA1,0.0,0.00227035372518003
AC138123.2,0.0,0.0
NUDT4,0.0,0.11031066626310349
UBE2N,4.774434637511149e-05,0.1954510509967804
MRPL42,0.0,0.036705903708934784
SOCS2-AS1,0.0,0.22073228657245636
SOCS2,0.010369408875703812,0.27672266960144043
CRADD,0.04920458793640137,0.2755279242992401
PLXNC1,0.0,0.42195674777030945
CCDC41,0.006158884149044752,0.21970166265964508
NDUFA12,0.17610639333724976,0.05802975594997406
NR2C1,0.289195716381073,0.0213162861764431
VEZT,0.16793280839920044,0.0
METAP2,0.0036886471789330244,0.0
SNRPF,0.0,0.01673807017505169
LTA4H,0.11886221170425415,0.0
ELK3,0.0,0.0840579941868782
CDK17,0.10720857977867126,0.17483016848564148
NEDD1,0.08258727192878723,0.0
RP11-181C3.1,0.0,0.14443354308605194
TMPO,0.010364294983446598,0.1739811897277832
SLC25A3,0.030575092881917953,0.0
IKBIP,0.0,0.00034522853093221784
UHRF1BP1L,0.0,0.002621483290567994
GOLGA2P5,0.0,0.07840190082788467
ACTR6,0.0014263493940234184,0.11709991097450256
SCYL2,0.0,0.07568714022636414
UTP20,0.026995521038770676,0.0
ARL1,0.0047800783067941666,0.0
SYCP3,0.0,0.06263145059347153
GNPTAB,0.08994241803884506,0.3206867575645447
DRAM1,0.11527086049318314,0.09039174765348434
CCDC53,0.0,5.152984522283077e-05
NUP37,0.0007719979039393365,0.02055198885500431
PARPBP,0.0,0.10855448991060257
PMCH,0.325867623090744,0.0
HSP90B1,0.0,0.11523182690143585
C12orf73,0.0010022306814789772,0.3718218505382538
TDG,0.020886654034256935,0.12792791426181793
HCFC2,0.0,0.06901451200246811
NFYB,0.0,0.01328125037252903
TXNRD1,0.0023815103340893984,0.08950144797563553
RPL18AP3,0.0,0.2161671668291092
EID3,0.0,0.13882631063461304
CHST11,0.0,0.15356451272964478
SLC41A2,0.2112514227628708,0.0
C12orf45,0.0028040644247084856,0.0016970947617664933
KIAA1033,1.679792876529973e-05,0.0
APPL2,0.10117106139659882,0.11683686077594757
C12orf75,0.0,0.6652770042419434
RP11-474B16.1,0.0,0.2979409992694855
TCP11L2,0.15152589976787567,0.026350555941462517
POLR3B,0.013411160558462143,0.0
RIC8B,0.2747189998626709,0.14502327144145966
C12orf23,0.0025958423502743244,0.06194964423775673
MTERFD3,0.3382384777069092,0.2824264168739319
CRY1,0.0,0.09641777724027634
BTBD11,0.10113026946783066,0.2911706864833832
PWP1,0.01258649118244648,0.0
PRDM4,0.13230659067630768,0.0
FICD,0.0022754399105906487,0.0
SART3,0.0,0.032742373645305634
ISCU,0.07311978191137314,0.006713823415338993
SELPLG,0.09351992607116699,0.11223151534795761
CORO1C,0.020083805546164513,0.25745904445648193
SSH1,0.0,0.18998625874519348
USP30-AS1,0.0,0.08085384219884872
ALKBH2,0.01769825629889965,0.021870218217372894
UNG,0.0,0.03952116519212723
KCTD10,0.005741077940911055,0.0
UBE3B,0.0,0.6050735116004944
MMAB,0.0,0.0005588016356341541
GLTP,0.2295755296945572,0.07161556929349899
TCHP,0.0149803152307868,0.07571888715028763
GIT2,0.0,0.1043989434838295
ANKRD13A,0.10248176008462906,0.016381876543164253
C12orf76,0.16338121891021729,0.15455809235572815
ATP2A2,0.160118967294693,0.020497465506196022
ANAPC7,0.0015338450903072953,0.3490501046180725
ARPC3,0.10155775398015976,0.015281413681805134
GPN3,0.0005661954055540264,0.08967418223619461
FAM216A,0.0,0.093610480427742
VPS29,0.0,0.004737287759780884
PPTC7,0.0,0.011294011026620865
HVCN1,0.00746077299118042,0.20557725429534912
PPP1CC,0.0,0.11017444729804993
SH2B3,0.13779187202453613,0.0823945626616478
ATXN2,0.07387053221464157,0.024480804800987244
BRAP,0.0,0.2897685468196869
ACAD10,0.08948487043380737,0.0
MAPKAPK5-AS1,0.11314639449119568,0.0
MAPKAPK5,0.0,0.013317122124135494
TMEM116,0.0013795772101730108,0.04547589644789696
ERP29,0.0,0.08460971713066101
NAA25,0.0,0.0
HECTD4,0.0010046602692455053,0.05008790269494057
RPL6,0.07796609401702881,0.09762797504663467
PTPN11,0.0,0.49153634905815125
OAS1,0.0,0.07246468961238861
OAS3,0.22923196852207184,0.09836075454950333
OAS2,0.0,0.026266219094395638
DDX54,0.0,0.16851677000522614
SLC8B1,0.0034682713449001312,0.01597653329372406
RBM19,1.171127621546475e-07,0.0
MED13L,0.14008955657482147,0.08648065477609634
C12orf49,0.0,0.0082860691472888
FBXW8,0.0,0.06290042400360107
TESC,0.001345893950201571,0.05249053239822388
FBXO21,0.05097753554582596,0.0
RFC5,0.0,0.44691258668899536
WSB2,0.18048135936260223,0.20750419795513153
VSIG10,0.046041980385780334,0.0059287818148732185
PEBP1,0.0,0.13279742002487183
TAOK3,0.00021097167336847633,0.036982495337724686
SUDS3,0.01815331168472767,0.09027750790119171
PRKAB1,0.004656224045902491,0.0
CCDC64,0.03758027032017708,0.040716029703617096
GCN1L1,0.16045449674129486,0.1730433851480484
RPLP0,0.015345252119004726,0.16686943173408508
PXN-AS1,0.0,0.06398949772119522
PXN,0.19976338744163513,0.14504922926425934
SIRT4,0.003838159143924713,0.13044381141662598
COX6A1,0.0,0.06251166760921478
TRIAP1,0.012534515000879765,0.06569644063711166
GATC,0.0,0.03915109112858772
SRSF9,0.0,0.12187737971544266
DYNLL1,0.07602526247501373,0.16138440370559692
DYNLL1-AS1,0.08897458761930466,0.2943643629550934
COQ5,0.029534418135881424,0.28083041310310364
RNF10,0.09650156646966934,0.05209427326917648
POP5,0.16378799080848694,0.0
MLEC,0.056308478116989136,0.12728507816791534
ACADS,0.13550719618797302,0.22325731813907623
SPPL3,0.08487340062856674,0.11915970593690872
C12orf43,0.11192592978477478,0.38813748955726624
OASL,0.044414933770895004,0.25439825654029846
P2RX7,0.24578456580638885,0.34027099609375
RP11-340F14.5,0.0,0.3845207095146179
P2RX4,0.0,0.2838379442691803
ANAPC5,0.23808470368385315,0.0002736345340963453
RNF34,0.0,0.046862050890922546
KDM2B,0.04591048136353493,0.24296025931835175
ORAI1,0.0,0.47310489416122437
RHOF,0.42852717638015747,0.7109532356262207
AC084018.1,0.1347218006849289,0.11915028840303421
PSMD9,0.0,0.025003977119922638
MLXIP,0.0,0.0024152067489922047
DIABLO,0.14080221951007843,0.038586147129535675
VPS33A,0.0,0.23401367664337158
CLIP1,0.0,0.018960552290081978
ZCCHC8,0.22986331582069397,0.015281579457223415
RSRC2,0.0011267472291365266,0.007990693673491478
KNTC1,0.0,0.06093355268239975
DENR,0.06777530163526535,0.029329584911465645
HIP1R,0.0,0.00536156864836812
VPS37B,0.0,0.19268006086349487
MPHOSPH9,0.1714087873697281,0.0413794107735157
C12orf65,0.007387174759060144,0.0003141047200188041
SBNO1,0.0,0.11391934752464294
SETD8,0.20452982187271118,0.0030560707673430443
RILPL2,0.0,0.020581547170877457
SNRNP35,0.0,0.06169998645782471
TMED2,0.06910309195518494,0.19199366867542267
DDX55,0.06809119880199432,0.0007108119898475707
EIF2B1,0.04917806014418602,0.08345748484134674
GTF2H3,0.0,0.30461764335632324
TCTN2,0.0022404177580028772,0.02101375162601471
ATP6V0A2,0.0,0.07422006875276566
CCDC92,0.0,0.014316802844405174
ZNF664,0.0,0.034452762454748154
NCOR2,0.0035774558782577515,0.21240268647670746
UBC,0.11281467974185944,0.12485496699810028
AACS,0.0,0.10406161099672318
LINC00944,0.34092700481414795,0.0
AC079949.1,0.0,0.0788649320602417
SLC15A4,0.09074203670024872,0.11147385090589523
STX2,0.0,0.024952692911028862
RAN,0.0005007743020541966,0.2795547544956207
SFSWAP,0.0008243037736974657,0.0
ULK1,0.028295466676354408,0.03685064613819122
PUS1,0.0,0.04887568950653076
PGAM5,0.012211482040584087,0.030142854899168015
ANKLE2,0.0,0.0032778470776975155
GOLGA3,0.05667448416352272,0.14805904030799866
CHFR,0.0,0.09064905345439911
ZNF26,0.006467849016189575,0.031139276921749115
ZNF84,0.0,0.00015781636466272175
ZNF140,0.09630966931581497,0.06673085689544678
ZNF10,0.07363934069871902,0.030883826315402985
ZNF268,0.001777465920895338,0.02278849296271801
MPHOSPH8,0.0,0.004552466329187155
PSPC1,0.0,0.13443338871002197
ZMYM5,0.0016598973888903856,0.0
ZMYM2,0.0,0.019017880782485008
CRYL1,0.08660539984703064,0.20937155187129974
IFT88,0.07023478299379349,0.17230220139026642
N6AMT2,0.0,0.00016172339383047074
XPO4,0.02998911775648594,0.1775781661272049
SAP18,0.0,0.3363778591156006
MRP63,0.0,0.20385509729385376
LINC00422,0.044199395924806595,0.06532758474349976
ZDHHC20,0.0,0.08051128685474396
MICU2,0.16801616549491882,0.33815401792526245
SPATA13,0.01888885162770748,0.2910792827606201
PARP4,0.0,0.018878748640418053
CENPJ,0.07858380675315857,0.0
MTMR6,0.0,0.09966231137514114
NUPL1,0.005048173014074564,0.03495660796761513
RNF6,0.010560750961303711,0.02881305105984211
USP12,0.0,0.10915540903806686
USP12-AS1,0.0,0.22944751381874084
RPL21,0.07561305165290833,0.0
GTF3A,0.0,0.023325307294726372
MTIF3,0.01610451377928257,0.03610317036509514
POLR1D,0.024249862879514694,0.0
ATP5EP2,0.0,0.0
PAN3,7.73270585341379e-05,0.02354053594172001
POMP,0.0,0.06451203674077988
SLC46A3,0.02842685766518116,0.02762508951127529
UBL3,0.0,0.005418297369033098
KATNAL1,0.02988850139081478,0.03463619574904442
LINC00426,0.16944706439971924,0.19794102013111115
HMGB1,0.07508233189582825,0.05707406625151634
USPL1,0.07246677577495575,0.01995176076889038
ALOX5AP,0.0,0.08919911831617355
HSPH1,0.021747220307588577,0.0
B3GALTL,0.0,0.11498705297708511
N4BP2L1,0.0,0.0012359436368569732
N4BP2L2,0.05379238352179527,0.24944646656513214
PDS5B,0.0,0.03134874254465103
RFC3,6.546634540427476e-05,0.0
SPG20,0.037119388580322266,0.0
ALG5,0.0,0.020364856347441673
EXOSC8,0.027026869356632233,0.0
SUPT20H,0.12294186651706696,0.052790865302085876
UFM1,0.0036103602033108473,0.0
PROSER1,0.047641001641750336,0.040335655212402344
NHLRC3,0.0,0.055451493710279465
COG6,0.0,0.22160786390304565
FOXO1,0.0,0.016033034771680832
MRPS31,0.027058906853199005,0.0
SUGT1P3,0.0,0.017643596976995468
ELF1,0.0003705516573973,0.16622227430343628
WBP4,0.08220275491476059,0.012837512418627739
KBTBD6,0.0,0.11323260515928268
KBTBD7,0.3871208429336548,0.0
MTRF1,0.04708527773618698,0.08317526429891586
NAA16,0.0,0.16204607486724854
RGCC,0.046714529395103455,0.012891627848148346
DGKH,0.12446334958076477,0.03271988406777382
AKAP11,0.02120601385831833,0.0
EPSTI1,0.11818328499794006,0.028102129697799683
DNAJC15,0.0,0.13832205533981323
LACC1,0.0,0.016052192077040672
TSC22D1,0.015988454222679138,0.0
GPALPP1,0.16871210932731628,0.0
GTF2F2,0.15367357432842255,0.0
TPT1,0.0,0.3171546161174774
TPT1-AS1,0.3723725378513336,0.10681486874818802
COG3,0.0,0.01393762044608593
ZC3H13,0.0,0.15540491044521332
LCP1,0.0,0.19381529092788696
LRRC63,0.11078520119190216,0.25770944356918335
LRCH1,0.0256655290722847,0.22625699639320374
ESD,0.0,0.02309117093682289
SUCLA2,0.1676884889602661,0.0
SUCLA2-AS1,0.0,0.020393207669258118
NUDT15,0.0,0.21885238587856293
MED4,0.0,0.04008793830871582
ITM2B,0.0,0.06728120893239975
RB1,0.0,0.04322165995836258
LPAR6,0.0,0.2987616956233978
RCBTB2,0.06394092738628387,0.20943912863731384
PSME2P2,0.0,0.0005088781472295523
FNDC3A,0.06285854429006577,0.0009062933386303484
RNU6-60P,0.0,0.01692846417427063
CDADC1,0.0003624230739660561,0.0041594174690544605
CAB39L,0.003980932291597128,0.0
SETDB2,0.0,0.07006195187568665
PHF11,0.024108706042170525,0.08850579708814621
RCBTB1,0.12647123634815216,0.03446151688694954
EBPL,0.18637000024318695,0.0
KPNA3,0.0,0.12438318133354187
SPRYD7,0.00995947141200304,0.0
TRIM13,0.0008585386094637215,0.0
DLEU2,0.0,0.06930416822433472
MIR16-1,0.0,0.16318319737911224
DLEU1,0.01472791749984026,0.14339907467365265
RNASEH2B,0.0,0.01014629751443863
INTS6,0.0,0.2636459767818451
INTS6-AS1,6.866803232696839e-06,0.02462923154234886
WDFY2,0.16665492951869965,0.43092116713523865
ATP5F1P1,0.0,0.12690946459770203
DHRS12,0.0,0.3111496865749359
ALG11,0.03143954649567604,0.0
UTP14C,0.0,0.005168571136891842
NEK3,0.0,0.17488108575344086
MRPS31P5,0.00822354108095169,0.0
VPS36,0.10024276375770569,0.13921518623828888
CKAP2,0.0026498716324567795,0.12955787777900696
HNRNPA1L2,0.4695480167865753,0.16905181109905243
SUGT1,0.034297309815883636,0.10755226016044617
TDRD3,0.00905318558216095,0.0
MZT1,0.0,0.3220979869365692
BORA,0.10686949640512466,0.0
DIS3,0.019337039440870285,0.0
PIBF1,0.0,0.005855478346347809
KLF12,0.0011514377547428012,0.509067714214325
TBC1D4,0.123585045337677,0.25376757979393005
COMMD6,0.04479368403553963,0.0
UCHL3,0.0,0.10163315385580063
CLN5,0.061237990856170654,0.0
FBXL3,0.0,0.25836658477783203
MYCBP2,0.0,0.03637225553393364
SLAIN1,0.19373902678489685,0.47742801904678345
RNF219,0.0,0.022917142137885094
RBM26,0.0,0.011371801607310772
RBM26-AS1,0.00977100245654583,0.0147451963275671
NDFIP2,0.0,0.4781630337238312
SPRY2,0.5396508574485779,0.6114549040794373
MIR17HG,0.0,0.08191525936126709
TGDS,0.0,0.04483714699745178
GPR180,0.011957565322518349,0.01545474398881197
DNAJC3-AS1,0.09410794079303741,0.0
DNAJC3,0.0,2.0623559976229444e-05
MBNL2,0.020863553509116173,0.2991902232170105
RAP2A,0.01788898929953575,0.0
IPO5,0.002015956211835146,0.0
STK24,0.010377222672104836,0.11370849609375
DOCK9,0.32453078031539917,0.09093716740608215
UBAC2,0.015961194410920143,0.13737331330776215
GPR18,0.24535270035266876,0.05868952348828316
GPR183,0.2857038974761963,0.21202991902828217
TM9SF2,0.0,0.11390983313322067
CLYBL,5.22940608789213e-05,0.21545952558517456
PCCA,0.0,0.20652475953102112
TMTC4,0.015942323952913284,0.1514579951763153
TPP2,0.005877651274204254,0.141838937997818
TEX30,0.011098804883658886,0.18412041664123535
KDELC1,0.05341086909174919,0.137441024184227
BIVM,0.0,0.055949755012989044
ERCC5,0.08718878775835037,0.05202440544962883
ARGLU1,0.015453094616532326,0.039167724549770355
LIG4,0.06714634597301483,0.0
ABHD13,0.0,0.0804794430732727
TNFSF13B,0.208792582154274,0.03719503432512283
CARKD,0.0,0.1478615552186966
CARS2,0.19641447067260742,0.07956128567457199
ING1,0.016944756731390953,0.07069944590330124
ANKRD10,0.04027712717652321,0.0
ANKRD10-IT1,0.0,0.043493498116731644
ARHGEF7,0.017015809193253517,0.1925368458032608
TUBGCP3,0.012439334765076637,0.11705075949430466
ATP11A,0.3785165548324585,0.03527512773871422
PCID2,0.07406974583864212,0.04571047052741051
CUL4A,0.0,0.12559497356414795
LAMP1,0.1319494992494583,0.0
DCUN1D2,0.008901743218302727,0.0
TMCO3,0.0,0.27530720829963684
TFDP1,0.00044205665471963584,0.0
RASA3,0.0,0.4830752909183502
CDC16,0.06105011701583862,0.0041039492934942245
UPF3A,0.08762228488922119,0.4101411700248718
CHAMP1,0.0051215034909546375,0.029910868033766747
TTC5,0.08340318500995636,0.09013601392507553
CCNB1IP1,0.007031028158962727,0.047675736248493195
RPPH1,0.0,0.0037000379525125027
PARP2,0.199489563703537,0.04291726276278496
TEP1,0.0,0.26892974972724915
OSGEP,0.0,0.07673149555921555
APEX1,0.0011799606727436185,0.086122065782547
TMEM55B,0.0005183695466257632,0.06032949686050415
PNP,0.0636487603187561,0.2530784606933594
ANG,0.0,0.12930938601493835
RNASE6,0.0,0.0065140752121806145
METTL17,0.034219417721033096,0.02323337271809578
HNRNPC,0.007687652483582497,0.014998356811702251
SUPT16H,0.10561849921941757,0.0
CHD8,0.04159082472324371,0.06088067218661308
RAB2B,0.0,0.2503036558628082
TOX4,0.08091246336698532,0.04754239320755005
METTL3,0.0,0.06443527340888977
DAD1,0.0,0.0
ABHD4,0.0,0.0
OXA1L,0.0,0.00020167201000731438
MRPL52,0.052010428160429,0.0
LRP10,0.2801065444946289,0.0965096578001976
RBM23,0.0,0.12474231421947479
PRMT5,0.0010985828703269362,0.1244594156742096
HAUS4,0.14065471291542053,0.0248128492385149
PSMB5,0.0005076194647699594,0.16960154473781586
ACIN1,0.25929731130599976,0.23031151294708252
C14orf119,0.000626282999292016,0.23811562359333038
PPP1R3E,0.23723116517066956,0.21990814805030823
PABPN1,0.3552924692630768,0.3872922658920288
NGDN,0.19086092710494995,0.0
THTPA,0.04000100865960121,0.16755801439285278
AP1G2,0.013973231427371502,0.015242259949445724
DHRS4-AS1-1,0.09459421783685684,0.0
DHRS4,0.0,0.06165251135826111
DHRS4L2,0.0,0.2702500522136688
PCK2,0.0,0.15715567767620087
DCAF11,0.16223926842212677,0.2723464369773865
PSME1,0.017925990745425224,0.10846270620822906
EMC9,0.03073761984705925,0.2014632225036621
PSME2,0.0,0.14902155101299286
IRF9,0.0,0.1974676102399826
REC8,0.2245032787322998,0.35806721448898315
TM9SF1,0.21767033636569977,0.21500900387763977
CHMP4A,0.13747744262218475,0.3316061198711395
AL136419.6,0.0,0.14338693022727966
NEDD8,0.0,0.09585047513246536
GMPR2,0.03306826949119568,0.02793641947209835
TINF2,0.1095348596572876,0.06647802889347076
RABGGTA,0.2193576842546463,0.1403418779373169
DHRS1,0.023676445707678795,0.12984220683574677
LTB4R,0.23173150420188904,0.09413284808397293
RIPK3,0.002074865624308586,0.016094451770186424
KHNYN,0.0,0.04715408384799957
SDR39U1,0.1329650729894638,0.0
GZMH,0.47785207629203796,0.11491598188877106
GZMB,0.18865761160850525,0.4951435327529907
G2E3,0.0011042222613468766,0.00555856479331851
SCFD1,0.027988716959953308,0.05350964888930321
STRN3,0.0,0.0017852078890427947
AP4S1,0.0020734784193336964,0.0
HECTD1,0.028887806460261345,0.0
NUBPL,0.09088139981031418,0.025742895901203156
ARHGAP5,0.019304221495985985,0.1323765218257904
SPTSSA,0.0,0.3721643090248108
EAPP,0.0018464768072590232,0.0030882181599736214
SNX6,0.002926525427028537,0.0
CFL2,0.001495117088779807,0.049201738089323044
BAZ1A,0.0,0.09015609323978424
RNU7-41P,0.0,0.061109092086553574
RP11-85K15.2,0.0,0.1094198226928711
SRP54,0.02619093842804432,0.0
FAM177A1,0.028793107718229294,0.0
PPP2R3C,0.0,0.15557239949703217
PSMA6,0.07226098328828812,0.022078748792409897
NFKBIA,0.10169294476509094,0.003906905651092529
RALGAPA1,0.06618402153253555,0.036076124757528305
BRMS1L,0.0,0.03316457197070122
MBIP,0.006708775646984577,0.0
SEC23A,0.0,0.0
GEMIN2,0.0,0.0
PNN,0.0,0.0
CTAGE5,0.0,0.0090089226141572
AL157791.1,0.0,0.04863715544342995
FBXO33,0.012520408257842064,0.0
C14orf28,0.17250540852546692,0.0
KLHL28,0.14024388790130615,0.0
FAM179B,0.0,0.40664491057395935
PRPF39,0.0,0.030485374853014946
FKBP3,0.0,0.015894323587417603
FANCM,0.09746873378753662,0.09748144447803497
MIS18BP1,0.11428540199995041,0.3132944107055664
DNAJC19P9,0.0,0.05180293694138527
RPS29,0.0026892111636698246,0.017680637538433075
RN7SL1,0.0,0.006216995883733034
LRR1,0.010753355920314789,0.12287541478872299
RPL36AL,0.09284061193466187,0.00012167673412477598
DNAAF2,0.0,0.01058721262961626
KLHDC1,0.02331670932471752,0.00032911135349422693
KLHDC2,0.03050815500319004,0.0
NEMF,0.040125466883182526,0.15919899940490723
RN7SL2,0.0,0.2319507747888565
ARF6,0.17132188379764557,0.18867293000221252
C14orf182,0.0,0.14694584906101227
RP11-58E21.3,0.038156908005476,0.08829841762781143
Y_RNA-216,0.0,0.08840647339820862
VCPKMT,3.7768695619888604e-05,0.0
SOS2,0.1298031508922577,0.3044159710407257
L2HGDH,0.0,0.14713618159294128
ATP5S,0.02716393768787384,0.13913343846797943
CDKL1,0.004190997686237097,0.1488235741853714
MAP4K5,0.0,0.04010007902979851
NIN,0.1453414261341095,0.09533622860908508
RP11-286O18.1,0.0,0.049746789038181305
TMX1,0.0,0.00025020752218551934
GNG2,0.19455230236053467,0.17072837054729462
C14orf166,0.0,0.00456366129219532
PTGER2,0.0,0.17469024658203125
ERO1L,0.0,0.1044352725148201
PSMC6,0.06954102963209152,0.3183194696903229
STYX,0.19553261995315552,0.06151660904288292
GNPNAT1,0.035699255764484406,0.0
RP11-368P15.3,0.0,0.0
DDHD1,0.0,0.0908433273434639
AL163953.3,0.16653764247894287,0.21270178258419037
CDKN3,4.35057700087782e-05,0.0
CNIH1,0.23465904593467712,0.2084350734949112
GMFB,0.16717395186424255,0.04217085987329483
CGRRF1,0.11043931543827057,0.06764466315507889
GCH1,0.002910434966906905,0.021540697664022446
WDHD1,0.0,0.25455936789512634
SOCS4,0.045208919793367386,0.41413870453834534
MAPK1IP1L,0.0,0.056032758206129074
LGALS3,0.0,0.2443104237318039
FBXO34,0.0,0.02491437830030918
ATG14,0.0,0.13225901126861572
KTN1,0.0,0.19060693681240082
TMEM260,0.06636330485343933,0.0
EXOC5,0.028132764622569084,0.0
AP5M1,0.0,0.16702009737491608
NAA30,0.0019215878564864397,0.0
ACTR10,0.03383909538388252,0.02679203636944294
PSMA3,0.11616833508014679,0.2748658359050751
CTD-2002H8.2,0.0,0.014359596185386181
RP11-349A22.5,0.0,0.09324419498443604
ARID4A,0.2145102322101593,0.014336583204567432
TIMM9,0.060294535011053085,0.0
KIAA0586,0.0,0.08394797146320343
RP11-112J1.1,0.0,0.0
DAAM1,0.0,0.39988118410110474
L3HYPDH,0.0,0.12901470065116882
JKAMP,0.02413632534444332,0.05112878233194351
PCNXL4,0.0,0.030899351462721825
DHRS7,0.04000306501984596,0.015246202237904072
PPM1A,0.006736232433468103,0.0
MNAT1,0.0,0.09715180844068527
TRMT5,0.03668301925063133,0.0
SLC38A6,0.0,0.024134261533617973
PRKCH,0.18861693143844604,0.3813851773738861
RP11-902B17.1,0.0,0.11419301480054855
HIF1A,0.17734041810035706,0.47816285490989685
SNAPC1,0.018781747668981552,0.0035731696989387274
PPP2R5E,0.0,0.04067433625459671
WDR89,0.3906294107437134,0.22746634483337402
U3-17,0.0,0.0007510902360081673
SGPP1,0.0,0.031511422246694565
SYNE2,0.0,0.34701162576675415
MTHFD1,0.0165568720549345,0.055795587599277496
CTD-2555O16.2,0.0,0.1783389300107956
ZBTB25,0.0,0.02628604881465435
AKAP5,0.0,0.28846681118011475
ZBTB1,0.02304871194064617,0.27579447627067566
CHURC1,0.0,0.09824948757886887
FNTB,0.14632101356983185,0.03481051325798035
MAX,0.03075316548347473,0.0
FUT8,0.017501622438430786,0.5469632744789124
RP11-72M17.1,0.0,0.00701007479801774
GPHN,0.15100117027759552,0.0
MPP5,0.039159759879112244,0.0
ATP6V1D,0.01123159471899271,0.0
EIF2S1,0.0,3.7430922930070665e-06
TMEM229B,0.014787753112614155,0.06362272053956985
PIGH,0.00013359914009924978,0.0071082282811403275
ARG2,0.023131508380174637,0.004722922574728727
VTI1B,0.016256902366876602,0.11181794106960297
RDH11,0.0,0.07254702597856522
RAD51B,0.11166886240243912,0.2397901713848114
ZFP36L1,0.29139843583106995,0.4982380270957947
ACTN1,0.2968175411224365,0.0
DCAF5,0.07987464219331741,0.030001631006598473
ERH,0.0,0.010591506958007812
SLC39A9,0.019176257774233818,0.1818551868200302
KIAA0247,0.0,0.26107436418533325
SRSF5,0.08368726074695587,0.06942950189113617
COX16,0.09237390756607056,0.0
SYNJ2BP,0.0,0.0
MED6,0.0757395401597023,0.0013893393334001303
PCNX,0.0,0.055925402790308
RP1-261D10.2,0.0,0.2562488317489624
SIPA1L1,0.047908902168273926,0.13217951357364655
DPF3,0.0,0.3178468346595764
DCAF4,0.07556136697530746,0.08185628056526184
ZFYVE1,0.0018110777018591762,0.015630297362804413
RBM25,0.22555820643901825,0.0014488124288618565
PSEN1,0.18698690831661224,0.0
NUMB,0.18944013118743896,0.1616537719964981
ACOT2,0.0,0.022747909650206566
ACOT4,0.0,0.050631046295166016
DNAL1,0.05894911661744118,0.112127386033535
PNMA1,0.0,0.023087164387106895
ELMSAN1,0.0,0.276305615901947
RP5-1021I20.1,0.0012898743152618408,0.21388427913188934
COQ6,0.025042809545993805,0.0
ALDH6A1,0.0,0.02711164765059948
LIN52,0.11242002993822098,0.0
ABCD4,0.0,0.1356869488954544
NPC2,0.18481697142124176,0.0
ISCA2,0.0,0.22632618248462677
AREL1,0.0,0.3628147542476654
FCF1,0.019131049513816833,0.0
