PeakID,pvalue,logp,chr,mid,in_gene
Interval_60426,0.031962876109908424,1.4953541485550714,5,134074385.5,CAMLG
Interval_49087,0.03197061419712624,1.4952490202856947,3,46150809.5,nan
Interval_37776,0.03202727875737231,1.494479960207962,2,39348017.5,SOS1
Interval_36178,0.03205655691305119,1.4940831255864595,19,49946577.5,SLC17A7
Interval_18295,0.03208606853819485,1.4936834931496485,12,117572045.5,RP11-103B5.2
Interval_35587,0.0321199193359381,1.4932255540534114,19,41109934.0,LTBP4
Interval_72655,0.032156970564556964,1.4927248718970707,8,59703638.0,nan
Interval_25969,0.03215929524973875,1.4926934771034126,16,777704.0,HAGHL
Interval_23228,0.032178987335150115,1.4924276271629173,14,102414602.5,RP11-1017G21.5
Interval_65937,0.032180460133370906,1.492407750418616,6,135945777.5,LINC00271
Interval_25807,0.03220624918832362,1.4920598511401348,15,100048146.5,MEF2A
Interval_49693,0.03220891574958853,1.4920238946120474,3,63897726.5,ATXN7
Interval_23358,0.032222998526670314,1.4918340485538453,14,105282384.5,nan
Interval_38655,0.03223165291575751,1.4917174222634757,2,71205933.0,ANKRD53
Interval_47448,0.03223199670460231,1.4917127900219218,22,43252913.5,ARFGAP3
Interval_34903,0.032240429891077414,1.4915991759836338,19,17830461.5,MAP1S
Interval_5362,0.032248369903685264,1.4914922332683023,1,184951284.5,nan
Interval_1695,0.03225489407835965,1.491404379944461,1,40041582.5,PABPC4
Interval_76644,0.03226258356609088,1.4913008575431497,9,97623522.5,C9orf3
Interval_46695,0.032305138430820335,1.4907283936235776,22,29169202.0,CCDC117
Interval_4558,0.03231643497254153,1.490576554987478,1,158982114.5,IFI16
Interval_5675,0.032343856148060186,1.490208203230238,1,198157500.0,NEK7
Interval_46753,0.032384049522899194,1.4896688450364484,22,30163070.0,ZMAT5
Interval_17067,0.03238914260417086,1.4896005483530799,12,70711794.5,CNOT2
Interval_27858,0.03243200164067359,1.4890262466809299,16,70771659.0,VAC14
Interval_60632,0.032433699707149606,1.4890035085963866,5,139487480.5,LINC01024
Interval_35370,0.032434068257151054,1.488998573657604,19,36980497.5,ZNF566
Interval_55333,0.03244390987049738,1.488866813743825,4,100887165.0,RP11-15B17.1
Interval_48270,0.0324620552394354,1.4886239875630933,3,16930570.0,PLCL2
Interval_39559,0.03246719511215948,1.4885552290804578,2,109065904.0,GCC2
Interval_20493,0.03248118831726534,1.488368090570313,13,95841736.5,ABCC4
Interval_78705,0.03249225893678156,1.4882200944513793,X,37431613.5,LANCL3-1
Interval_36218,0.03250215498506382,1.4880878431105176,19,50316682.5,FUZ
Interval_76720,0.03252339409688609,1.4878041383352965,9,99198701.5,nan
Interval_75616,0.03252976993784171,1.4877190081930667,9,34637763.5,SIGMAR1
Interval_66889,0.032553096363021616,1.4874076962073555,6,160883453.5,LPAL2
Interval_74756,0.032555984323704656,1.4873691693113775,8,145002848.0,PLEC
Interval_59840,0.03257226331413832,1.4871520630289288,5,110559829.0,CAMK4
Interval_60662,0.032572640963737694,1.4871470277575158,5,139944134.0,APBB3
Interval_15115,0.03258681545989658,1.4869580788036558,12,6982305.5,LRRC23
Interval_44295,0.032612926313779315,1.4866102307890228,20,37405151.0,nan
Interval_42834,0.032646064711839326,1.4861691628403029,2,231921628.5,PSMD1
Interval_3858,0.032655285601266626,1.486046513571829,1,120925819.0,RP11-439A17.9
Interval_31288,0.03270084407753013,1.485441037141472,17,66231527.5,nan
Interval_24681,0.032707792005508725,1.4853487726646746,15,65128178.5,nan
Interval_29771,0.032715355654516685,1.4852483540465147,17,34297362.5,nan
Interval_21362,0.032755993330926346,1.4847092259802068,14,35400134.5,RP11-85K15.2
Interval_7389,0.03276800368597003,1.4845500161878542,10,3852853.5,nan
Interval_16671,0.032768560882922924,1.4845426313771437,12,56862270.5,SPRYD4
Interval_77592,0.032802035796318296,1.4840992017861667,9,131938408.5,RP11-247A12.2
Interval_5948,0.03280279255421765,1.484089182530325,1,203259290.5,nan
Interval_31230,0.03282551929759203,1.4837883946735249,17,65254204.5,nan
Interval_47243,0.03286268726846015,1.4832969260456523,22,40306539.5,GRAP2
Interval_66399,0.032865934082982884,1.4832540201211666,6,149469305.5,nan
Interval_16247,0.03288460515803616,1.4830073683011693,12,49392202.0,RP11-386G11.5
Interval_37308,0.03288755412850415,1.4829684241151704,2,26256880.5,RAB10
Interval_15391,0.032895013332340295,1.4828699332473203,12,12656588.0,DUSP16
Interval_13348,0.03294291976426234,1.4822379115016557,11,78036674.5,RP11-452H21.1
Interval_25376,0.03295539458125776,1.4820734841015808,15,85148547.0,ZSCAN2
Interval_31792,0.0329634152034157,1.4819677991848417,17,77784066.0,AC100791.2
Interval_26135,0.03299307152031751,1.4815772515285988,16,3150148.5,ZSCAN10
Interval_45616,0.03300680841785969,1.4813964675970892,21,33942025.0,nan
Interval_79481,0.03303766382777378,1.4809906702674454,X,77166050.5,ATP7A-1
Interval_16803,0.03304168183688395,1.4809378549990926,12,62654108.0,USP15
Interval_51214,0.03304913719629333,1.480839874023423,3,129034576.0,H1FX
Interval_53372,0.033062634301884664,1.4806625464937384,4,3294630.0,RGS12
Interval_18812,0.03308301472472037,1.4803949217720298,13,20207990.5,MPHOSPH8
Interval_78130,0.0330842303522666,1.4803789640172578,X,1588892.0,P2RY8
Interval_72121,0.03308464670997559,1.4803734985518142,8,29356801.5,nan
Interval_3897,0.03309809634365094,1.4801969842068436,1,143913760.5,FAM72D
Interval_31685,0.033123077887525366,1.479869314173966,17,76126718.5,TMC8
Interval_38191,0.0331342389299334,1.4797230003958426,2,54908133.0,nan
Interval_49070,0.03314748509776563,1.4795494159649343,3,46022060.0,FYCO1
Interval_9599,0.033184591609117714,1.4790635226956763,10,88731258.5,RP11-96C23.15
Interval_15124,0.0332026636859557,1.4788270735939246,12,7060421.5,PTPN6
Interval_16645,0.03320749289865146,1.478763911555548,12,56512065.0,ZC3H10
Interval_58373,0.03324617859600122,1.4782582664524975,5,52310806.5,ITGA2
Interval_72094,0.033281059501938395,1.4778028564041163,8,29120547.5,KIF13B
Interval_59477,0.0332879049038456,1.4777135378962585,5,95194696.5,C5orf27
Interval_58886,0.033304535498673696,1.477496619108747,5,72683621.5,RP11-79P5.3
Interval_10531,0.03330806353899075,1.4774506155459017,10,118502147.0,HSPA12A
Interval_11513,0.03330847762287836,1.477445216455997,11,14457435.5,nan
Interval_40292,0.03338619855755284,1.4764330280694704,2,137039252.0,nan
Interval_43680,0.033388538349494845,1.476402592645036,20,13211881.0,ISM1
Interval_77618,0.03339796208067228,1.4762800327130108,9,132222679.0,nan
Interval_9647,0.03342144006754516,1.4759748410998899,10,90145778.0,RNLS
Interval_34551,0.03342463322691096,1.4759333496128029,19,12721666.0,ZNF791
Interval_23913,0.033439527316246616,1.4757398701503857,15,41136621.5,RP11-532F12.5
Interval_15089,0.033444229192162854,1.4756788090235895,12,6772337.0,ING4
Interval_45219,0.03344642725386615,1.4756502667392202,20,62694568.5,TCEA2
Interval_28514,0.03346041753145375,1.4754686440527929,16,89790108.5,ZNF276
Interval_37510,0.033465545067340965,1.475402097066856,2,30476079.5,LBH
Interval_69725,0.033489380798577655,1.4750928822674474,7,102073994.5,ORAI2
Interval_35571,0.03350222466580182,1.4749263533212777,19,40939901.0,nan
Interval_41769,0.03352388299036418,1.4746456838478144,2,197076212.5,HECW2
Interval_61309,0.033546128322209455,1.4743575960710658,5,157034858.0,nan
Interval_392,0.033558983336955964,1.4741912045131218,1,9335709.0,nan
Interval_41309,0.03357306524239372,1.4740090055769826,2,178977445.5,RBM45
Interval_11377,0.03359958116621879,1.4736661362510406,11,10472307.0,AMPD3
Interval_18915,0.03360060043917382,1.4736529617443836,13,23949662.5,SACS
Interval_41868,0.03360264438425646,1.4736265441488252,2,198364709.0,HSPE1
Interval_75606,0.03362164446440243,1.473381048649381,9,34458473.5,FAM219A
Interval_15974,0.03364228347083744,1.4731145341247873,12,40015170.5,nan
Interval_25967,0.03366533193463786,1.4728170991027374,16,765291.0,METRN
Interval_41660,0.03369043851182439,1.4724933362427983,2,192502671.5,nan
Interval_29216,0.03370555667710229,1.4722984957081817,17,17495098.0,PEMT
Interval_35056,0.03371832276468098,1.472134036424525,19,19531669.0,GATAD2A
Interval_13183,0.03371975958600925,1.4721155304542277,11,74660224.5,XRRA1
Interval_35325,0.033724524752083034,1.472054161715425,19,36204070.5,ZBTB32
Interval_25992,0.033738064502738,1.4718798357922815,16,1359568.5,UBE2I
Interval_35462,0.0337380946386475,1.4718794478668462,19,39227012.0,CAPN12
Interval_39651,0.033743236093606924,1.471813269399471,2,111808239.5,ACOXL
Interval_48078,0.03375417211061911,1.4716725394956032,3,13111171.0,IQSEC1
Interval_50864,0.03376164632681318,1.4715763839297515,3,119421826.5,MAATS1
Interval_7808,0.033779767883831704,1.4713433389899182,10,14690322.5,FAM107B
Interval_48525,0.033787122506819096,1.4712487935054641,3,29323507.5,RBMS3
Interval_58165,0.033829662400455686,1.4707023361863252,5,40429867.5,nan
Interval_63520,0.033841421356820924,1.4705514046619512,6,40337785.0,RP11-552E20.4
Interval_19121,0.03384691687445637,1.470480885188379,13,30104017.5,SLC7A1
Interval_62726,0.03386867296270457,1.4702018194836626,6,26157663.0,HIST1H2BD
Interval_59917,0.03387618088244891,1.4701055568764292,5,112843469.0,nan
Interval_509,0.033880362452728,1.4700519522262858,1,11779685.0,DRAXIN
Interval_9277,0.03388877142139342,1.4699441754701177,10,75385587.0,USP54
Interval_47831,0.03389550050252667,1.4698579488948045,3,4969938.5,BHLHE40-AS1
Interval_2740,0.03390823933445215,1.4696947601241106,1,85439692.5,MCOLN2
Interval_26361,0.03391773739747,1.46957312659716,16,11194238.0,CLEC16A
Interval_13346,0.03393788351172429,1.4693152453371472,11,78003312.0,GAB2
Interval_30509,0.03393906313629402,1.4693001502432543,17,46549979.0,nan
Interval_27093,0.03394615841504613,1.4692093664069374,16,30968982.0,SETD1A
Interval_9529,0.033947487436701076,1.4691923637327136,10,85916783.0,nan
Interval_47094,0.03402035576261084,1.4682611491323008,22,38203907.0,GCAT
Interval_49403,0.034035327691434455,1.468070063660921,3,52090707.0,DUSP7
Interval_1069,0.03404335502987566,1.4679676460269073,1,26606251.0,SH3BGRL3
Interval_55149,0.0340452961439104,1.467942883747152,4,90228563.0,GPRIN3
Interval_3793,0.034060229114527836,1.467752434974695,1,118207210.5,nan
Interval_42127,0.034097860919079084,1.4672728650010258,2,205746309.5,PARD3B
Interval_23807,0.034127017333079296,1.4669016669627841,15,38870986.5,nan
Interval_27761,0.034140880538015804,1.4667252820534509,16,68554778.5,nan
Interval_69658,0.034141817099587184,1.4667133685369522,7,100472767.5,SRRT
Interval_22693,0.03414234035229384,1.4667067126515572,14,89258962.5,EML5
Interval_75235,0.03415608938949857,1.466531858527012,9,19102804.0,HAUS6
Interval_33683,0.034156105766582276,1.466531650292536,18,77933692.5,PARD6G
Interval_77726,0.03416435576468006,1.4664267643305067,9,134131861.5,nan
Interval_35879,0.03417853569845723,1.4662465475749757,19,46180487.0,GIPR
Interval_39154,0.03419019084945843,1.4660984749672152,2,95745057.5,nan
Interval_5671,0.03420692877271426,1.4658859166637723,1,198126982.0,NEK7
Interval_8919,0.03421215692741022,1.4658195445772069,10,64397449.0,ZNF365
Interval_39359,0.03423299229913804,1.4655551376074933,2,101204824.5,nan
Interval_52126,0.034245117186827476,1.4654013432953612,3,167813472.0,GOLIM4
Interval_65327,0.03431235911632032,1.4645494213790289,6,116692250.5,RP1-93H18.1
Interval_58379,0.034315070736472185,1.464515101525521,5,52365664.5,ITGA2
Interval_60779,0.03432043225530547,1.464447250983246,5,142225323.5,ARHGAP26
Interval_16739,0.03433088272805383,1.4643150296941403,12,57916235.0,MBD6
Interval_71787,0.03433340474748171,1.4642831266725975,8,20123221.5,LZTS1
Interval_40694,0.03439322770978168,1.4635270649232939,2,158334193.5,CYTIP
Interval_34443,0.03440668757078088,1.4633571361258566,19,10679646.0,CDKN2D
Interval_51599,0.03441138994249418,1.4632977850319604,3,144014215.5,nan
Interval_52288,0.03442673637053656,1.4631041461436547,3,172235506.0,TNFSF10
Interval_33990,0.034449030080873785,1.4628230012296286,19,3500647.5,DOHH
Interval_40868,0.03445480596847366,1.4627501914627878,2,162804408.0,SLC4A10
Interval_54853,0.03448529887902407,1.4623660056921943,4,79578924.0,LINC01094
Interval_53174,0.03448805421411711,1.4623313074566098,4,124704.5,ZNF718
Interval_75947,0.03449051313670302,1.4623003443168419,9,71659779.0,FXN
Interval_68496,0.03449507477256766,1.4622429093265086,7,41744929.5,AC005027.3
Interval_11456,0.034503267638327804,1.4621397730399543,11,12257792.5,MICAL2
Interval_30143,0.034504736481857166,1.4621212850211278,17,40540529.0,STAT3
Interval_32394,0.03453041921229179,1.461798149119995,18,13291203.5,LDLRAD4
Interval_22894,0.03453230878512278,1.4617743843172526,14,93035491.5,RIN3
Interval_40836,0.0345336575320743,1.4617574221754095,2,162094913.0,AC009299.2
Interval_1622,0.034561541275978505,1.4614068983480324,1,38158016.5,C1orf109
Interval_4192,0.03456730155389051,1.4613345217013305,1,151031925.5,MLLT11
Interval_74620,0.034571420711104,1.4612827727770976,8,142129860.0,DENND3
Interval_45015,0.03460624062763858,1.4608455767633635,20,57466011.5,GNAS
Interval_16738,0.0346136595225869,1.4607524825767721,12,57914297.0,DDIT3
Interval_36575,0.034660503412847196,1.460165133836933,19,58038863.5,ZNF549
Interval_33940,0.03467787141884254,1.4599475680419025,19,2820043.5,ZNF554
Interval_33410,0.034703260771593,1.459629716316435,18,65027524.5,nan
Interval_28616,0.03470373087943964,1.4596238331845244,17,1419683.5,PITPNA-AS1
Interval_5243,0.03473131792135809,1.4592787365535134,1,180951189.0,STX6
Interval_50483,0.03475555479351637,1.4589757745737164,3,106176363.5,nan
Interval_41619,0.034761937165508926,1.4588960297823697,2,191903380.0,STAT4
Interval_45659,0.0347914151498788,1.4585279058518958,21,34914943.5,SON
Interval_15702,0.03481571282082406,1.458224708603256,12,26111757.0,RASSF8-AS1
Interval_9085,0.03487110382903022,1.4575343050109084,10,71225260.5,TSPAN15
Interval_60503,0.03487664514218547,1.457465297429549,5,137549104.0,CDC23
Interval_3503,0.03487845655052731,1.4574427418134457,1,111215412.0,KCNA3
Interval_3996,0.034897444223405176,1.4572063782074693,1,145507690.0,RBM8A
Interval_1139,0.034909848639678415,1.457052034173359,1,27463716.5,SLC9A1
Interval_26486,0.03491699502897643,1.4569631389208908,16,15108394.5,PDXDC1
Interval_22670,0.03491711419458275,1.456961656752196,14,88459404.5,GALC
Interval_37009,0.03493883229425728,1.4566916138532289,2,11970133.5,nan
Interval_27581,0.03494198550688307,1.4566524207559624,16,66556178.5,TK2
Interval_39367,0.03496353300164805,1.4563846891498948,2,101618890.0,RPL31
Interval_67254,0.03500855301270845,1.4558258392944632,7,2569808.5,LFNG
Interval_45537,0.03502119303102811,1.4556690633363276,21,30520934.5,MAP3K7CL
Interval_63066,0.03504474353142198,1.455377113973939,6,31774477.0,LSM2
Interval_29223,0.03506021919940758,1.4551853729885,17,17598097.0,RAI1
Interval_21219,0.035065710439259844,1.4551173577711958,14,24740698.0,RABGGTA
Interval_28857,0.0350866776461181,1.4548577531373657,17,5323059.0,RPAIN
Interval_3025,0.035091499704561754,1.4547980709553583,1,92781707.0,RPAP2
Interval_59004,0.035092082631720346,1.4547908566741858,5,76070635.0,nan
Interval_38966,0.03511045617920977,1.4545635278452005,2,85981822.5,ATOH8
Interval_49467,0.03511572172674833,1.4544984011840987,3,53017714.5,SFMBT1
Interval_28237,0.0351168924659057,1.4544839222824748,16,84220488.0,TAF1C
Interval_63312,0.03512326532740609,1.4544051155520203,6,35678229.0,FKBP5
Interval_121,0.035128335509690016,1.4543424279501511,1,2159118.0,nan
Interval_8706,0.03514879199098365,1.4540895964098806,10,52191734.0,SGMS1
Interval_9855,0.03515814610574587,1.4539740334069033,10,97516049.5,ENTPD1-AS1
Interval_50770,0.035167441057559624,1.4538592317687342,3,114042726.5,nan
Interval_62720,0.03521640773106077,1.4532549465557003,6,26056104.5,HIST1H1C
Interval_34450,0.035217273143955695,1.4532442742739116,19,10764728.0,ILF3
Interval_29152,0.03524605442866675,1.4528894924531313,17,16189553.0,PIGL
Interval_61514,0.035253848436072106,1.4527934669471574,5,169720231.5,LCP2
Interval_77305,0.03527433242194314,1.4525411966582293,9,125693850.0,ZBTB26
Interval_61308,0.03530934875035957,1.452110292539805,5,157030283.0,nan
Interval_74094,0.03531068070248337,1.4520939102340464,8,124151958.5,TBC1D31
Interval_7122,0.0353321447235953,1.451829999322811,1,243418668.5,SDCCAG8
Interval_52529,0.03534848249957264,1.4516292256070515,3,182880160.5,LAMP3
Interval_70653,0.035364733441612714,1.4514296110234395,7,134117440.0,RP11-38M8.1
Interval_19657,0.035370815549396944,1.451354926486648,13,48977473.5,LPAR6
Interval_76775,0.03538638090619505,1.4511638519666292,9,100684576.0,C9orf156
Interval_51672,0.03539111495304675,1.4511057552396154,3,148963707.5,CPHL1P
Interval_62373,0.03540608391878693,1.450922105620104,6,14735332.5,nan
Interval_20677,0.035464739651309946,1.4502032239844755,13,101123552.5,PCCA-AS1
Interval_55722,0.035471810663884384,1.4501166423354082,4,114821076.5,ARSJ
Interval_28658,0.03548219455662976,1.4499895271052483,17,1973922.5,SMG6
Interval_15745,0.03549437758627372,1.4498404350192415,12,27091181.5,FGFR1OP2
Interval_62931,0.03551942472959571,1.449534076643024,6,30294311.5,HCG18
Interval_32427,0.03558283769758907,1.4487594202975769,18,14132426.5,ZNF519
Interval_59912,0.035595828774227525,1.4486008909729808,5,112714329.0,MCC
Interval_29011,0.03564520214640942,1.4479989180299306,17,8534201.0,MYH10
Interval_3558,0.03564878170867717,1.4479553075018676,1,112162905.0,RAP1A
Interval_3528,0.035673602255108364,1.4476530341848814,1,111742728.0,DENND2D
Interval_62248,0.03571680279217296,1.4471274241357421,6,11439333.0,RP11-716O23.1
Interval_24351,0.035748001622912966,1.4467482310209243,15,56335572.5,nan
Interval_37341,0.035768462588799295,1.4464997264305688,2,26987300.5,CENPA
Interval_7509,0.0357780174117561,1.4463837289164958,10,6317353.0,nan
Interval_14121,0.03579928724647258,1.4461256199484545,11,113739003.0,USP28
Interval_8803,0.03579936218953892,1.4461247107871664,10,61640965.0,CCDC6
Interval_60749,0.035814394128371,1.4459423913971885,5,141704595.0,AC005592.2
Interval_76538,0.035901638470290716,1.4448857307428968,9,95168865.0,CENPP
Interval_3122,0.03592235951649746,1.4446351449629693,1,94344576.0,DNTTIP2
Interval_25006,0.035985796256416326,1.4438688832518278,15,74677620.0,nan
Interval_508,0.03602076122993337,1.443447113435802,1,11753163.0,DRAXIN
Interval_7764,0.03604454007815486,1.4431605116245019,10,13390124.5,SEPHS1
Interval_26526,0.03604679788876633,1.4431333085036355,16,16119408.5,ABCC1
Interval_77094,0.0360485228933445,1.4431125260184041,9,116163613.5,ALAD
Interval_75764,0.03604965292576344,1.4430989121692774,9,37574392.5,RP11-613M10.8
Interval_28922,0.03605421464883676,1.4430439600223817,17,7212216.5,EIF5A
Interval_59890,0.03607504040112928,1.4427931738594804,5,112257663.0,REEP5
Interval_36219,0.03609507027323104,1.4425521083250343,19,50321386.5,MED25
Interval_6604,0.03609607921134498,1.442539968990542,1,225642584.5,RP11-496N12.6
Interval_21850,0.036116541890984184,1.442293839464859,14,61788997.5,PRKCH
Interval_9583,0.036125274003005525,1.4421888501857891,10,88296310.5,nan
Interval_45868,0.03617265533811301,1.4416196096690572,21,40376709.5,AF064858.8
Interval_76849,0.03617694855644705,1.4415680676858562,9,102196000.0,nan
Interval_12418,0.03617799706892333,1.441555480759593,11,59551264.0,STX3
Interval_37758,0.036178539806234776,1.441548965582674,2,38978315.0,GEMIN6
Interval_28720,0.036239270026894733,1.44082055896665,17,3571981.5,EMC6
Interval_34189,0.03625454676325324,1.4406375198415504,19,6536288.0,TNFSF9
Interval_53003,0.036261784985837736,1.4405508215747778,3,195314367.0,nan
Interval_30599,0.036282366185960646,1.4403043977972643,17,47572561.0,NGFR
Interval_25443,0.036294077939878655,1.4401642324803927,15,86250503.5,AKAP13
Interval_72405,0.036326472376568955,1.439776773945011,8,42137713.0,IKBKB
Interval_11955,0.03635474419314142,1.4394389068830775,11,35181962.5,CD44
Interval_2613,0.036356547040835366,1.4394173705634203,1,76540438.5,ST6GALNAC3
Interval_54727,0.036365115656190335,1.4393150268532953,4,76437809.5,RCHY1
Interval_12579,0.03638361915720055,1.4390941029134212,11,62648739.5,SLC3A2
Interval_15792,0.03640002635614503,1.4388983018914878,12,28343894.0,RP11-967K21.1
Interval_4271,0.03640869644783614,1.4387948699714697,1,153538938.5,S100A2
Interval_15194,0.03641326963866625,1.4387403229260778,12,8797276.0,MFAP5
Interval_59908,0.036424357068553945,1.4386081052832582,5,112629967.5,MCC
Interval_36096,0.03643566176424257,1.438473338175722,19,49127576.5,AC022154.7
Interval_2529,0.03644567868558082,1.4383539579979314,1,68202076.0,GNG12
Interval_34049,0.03645200870193708,1.438278534722398,19,4104946.5,MAP2K2
Interval_24520,0.036533287877927104,1.4373112409283662,15,60875096.5,RORA
Interval_13106,0.03654743026175102,1.4371431539284378,11,72853425.5,FCHSD2
Interval_561,0.0365807299510504,1.436747632633514,1,12269339.5,TNFRSF1B
Interval_15007,0.03659238249396394,1.4366093131070876,12,4402947.5,CCND2
Interval_33934,0.0365991917591029,1.4365285052732795,19,2739943.5,SLC39A3
Interval_79913,0.036601884706622526,1.4364965513101733,X,118109370.0,LONRF3
Interval_10074,0.036607756134170964,1.4364268903048367,10,102820696.0,KAZALD1
Interval_53497,0.03660918525888273,1.4364099362784997,4,6944343.0,TBC1D14
Interval_75285,0.03661495470877096,1.436341498731637,9,20321904.5,nan
Interval_24191,0.03662646115683274,1.436205040775941,15,50358378.5,ATP8B4
Interval_49361,0.036628560675444566,1.4361801466642414,3,50639284.0,nan
Interval_73146,0.036660188324151674,1.4358053083882645,8,81973806.0,RP11-1149M10.1
Interval_40786,0.036664969701005905,1.435748669558085,2,161192976.5,RBMS1
Interval_63257,0.03666742316586643,1.4357196093785598,6,34724995.0,SNRPC
Interval_32167,0.036671269106035236,1.4356740598727578,18,2972380.5,LPIN2
Interval_1177,0.03669435780303421,1.4354007085922063,1,27930415.0,AHDC1
Interval_10600,0.036707598079651314,1.4352440321367386,10,120938178.5,PRDX3
Interval_21929,0.036713310695756916,1.4351764503620568,14,64117332.0,U3-17
Interval_45451,0.03671350544726729,1.4351741465850243,21,26673387.5,AP000233.4
Interval_73115,0.036718614530705546,1.435113713990975,8,81398638.0,Y_RNA-717
Interval_17959,0.03673109706008574,1.4349661002409742,12,107486903.5,RP11-797M17.1
Interval_39946,0.03673393283350153,1.4349325724319255,2,120687345.5,PTPN4
Interval_34606,0.03675276901230197,1.4347099349073977,19,13155166.5,NFIX
Interval_24521,0.036766268117334085,1.4345504500414132,15,60876865.5,RORA
Interval_39749,0.03677832785098205,1.4344080201115315,2,112913482.0,FBLN7
Interval_29892,0.036798112240910515,1.4341744602499749,17,36715248.0,SRCIN1
Interval_16733,0.03679906381890246,1.4341632297899722,12,57856353.5,GLI1
Interval_73999,0.03682793740873252,1.4338226036291977,8,119102062.5,EXT1
Interval_55923,0.03683674104607218,1.4337187988963,4,122744621.5,BBS7
Interval_28717,0.03685233675890305,1.4335349688816852,17,3539803.5,CTNS
Interval_43566,0.036857878926665255,1.433469660895294,20,5107770.0,CDS2
Interval_30882,0.036893528827832804,1.4330498029689243,17,57232676.5,PRR11
Interval_40480,0.03689928610332189,1.432982036127854,2,148055674.5,nan
Interval_32392,0.03690480137001882,1.4329171278015225,18,13284751.0,LDLRAD4
Interval_44369,0.03691525391989429,1.4327941399564108,20,40322035.5,nan
Interval_13356,0.03695482368910696,1.432328865392767,11,78108870.0,GAB2
Interval_2496,0.036999069648124376,1.431809196250997,1,67660275.5,IL23R
Interval_33786,0.037009953851647945,1.4316814564338571,19,1205752.5,STK11
Interval_16497,0.037022363970160385,1.4315358539132614,12,53846114.5,PCBP2
Interval_13182,0.03702297371289036,1.431528701325096,11,74643731.5,XRRA1
Interval_15020,0.037023967671427245,1.4315170419452548,12,4758322.0,AKAP3
Interval_78192,0.03704465310555202,1.4312744676935545,X,3729969.5,nan
Interval_50535,0.03705245801805129,1.4311829761254946,3,107844083.5,RP11-861A13.4
Interval_13523,0.03706040714315245,1.4310898138608021,11,86454709.0,CTD-2005H7.2
Interval_27710,0.03708179373017789,1.4308392662137106,16,68113674.0,DUS2
Interval_26912,0.03708991377832054,1.4307441762600426,16,28814464.5,RP11-1348G14.4
Interval_1513,0.03714370933763394,1.4301147278330406,1,35545061.5,ZMYM1
Interval_8493,0.03715940021160188,1.42993130455175,10,43818332.0,RP11-168L22.2
Interval_54696,0.0371962141687859,1.429501260367416,4,74088729.5,ANKRD17
Interval_34364,0.03720321135658073,1.4294195704878063,19,9879317.5,ZNF846
Interval_72329,0.03720610128767039,1.4293858359704092,8,38794714.0,PLEKHA2
Interval_33924,0.03721115224936163,1.429326881771217,19,2599340.5,GNG7
Interval_71011,0.037220863924323506,1.4292135507857961,7,148261627.0,nan
Interval_29485,0.037225525227593426,1.429159165924037,17,27482352.5,RP11-321A17.4
Interval_46116,0.037237908314431044,1.4290147217028597,21,46498977.5,ADARB1
Interval_13361,0.037249828529126276,1.4288757220841626,11,78176367.5,NARS2
Interval_48546,0.03726054878265444,1.4287507529952388,3,30663613.0,TGFBR2
Interval_30299,0.03732871392133734,1.427956972476266,17,43045741.5,C1QL1
Interval_16667,0.0373463749786029,1.4277515465445125,12,56754141.5,STAT2
Interval_67896,0.0373500285182868,1.427709062246712,7,22620992.5,AC002480.5
Interval_66791,0.037391482828459756,1.4272273117527523,6,158939301.5,nan
Interval_48173,0.037395520414168215,1.4271804185462038,3,15313695.5,SH3BP5
Interval_72491,0.03741508460516723,1.4269532683878734,8,48812633.0,PRKDC
Interval_66584,0.037423765887658986,1.4268525123480866,6,154478134.5,IPCEF1
Interval_21151,0.03743127378642681,1.4267653935908011,14,23426216.5,HAUS4
Interval_38585,0.03743831787200578,1.426683672629373,2,69871416.0,AAK1
Interval_35875,0.037466193648593465,1.4263604265053698,19,46146451.0,EML2
Interval_14551,0.03751761623311014,1.425764763301886,11,124616503.0,RP11-677M14.2
Interval_58122,0.03755018281660093,1.4253879442510855,5,39232158.5,FYB
Interval_71055,0.03755540893595892,1.4253275046819498,7,148959192.5,ZNF783
Interval_16346,0.03756883634865985,1.4251722564985634,12,51158466.0,ATF1
Interval_3529,0.037610916444858596,1.4246860842299272,1,111746779.5,DENND2D
Interval_47842,0.03761159988878971,1.4246781925522103,3,5053252.0,nan
Interval_9660,0.03764150304032159,1.4243330433456032,10,90591544.0,ANKRD22
Interval_12708,0.037647386108071786,1.4242651718736057,11,65029433.5,POLA2
Interval_29434,0.037655785317806896,1.4241682906829105,17,26662642.5,TNFAIP1
Interval_61511,0.03766970285813341,1.4240078055355687,5,169701185.0,LCP2
Interval_27978,0.03769852149779968,1.4236756821002632,16,75182609.5,ZFP1
Interval_29230,0.037701209134079816,1.4236447210982401,17,17655238.0,RAI1
Interval_78276,0.037705133951815885,1.4235995119920286,X,10079426.0,WWC3
Interval_47471,0.03775484263873451,1.4230273355210172,22,43583719.0,TTLL12
Interval_48348,0.0377562032410148,1.423011684776002,3,19188677.0,nan
Interval_50162,0.03775974749448248,1.4229709185614572,3,93790938.0,NSUN3
Interval_20980,0.03777463341155782,1.422799741631163,14,20945653.0,RP11-203M5.8
Interval_31592,0.03786608107660256,1.421749639555049,17,74667965.5,RP11-318A15.2
Interval_9961,0.037874671277862544,1.4216511278052797,10,99446897.5,AVPI1
