PeakID,PeakID,chr,end,in_ensg,in_gene,itype,mid,start,quality_p,clonal_p,replicate_foldchange,max_height,good_peak
Interval_68834,Interval_68834,7,65216862,ENSG00000228409,CCT6P1,promoter-TSS,65216157.0,65215452,0.2818000362910542,0.7528942115768458,1.1254153207979605,198.11649,True
Interval_68189,Interval_68189,7,30635407,ENSG00000196295,AC005154.6,promoter-TSS,30634462.5,30633518,0.02769007439666127,0.00518962075848306,1.2843499613423757,159.29768,True
Interval_47723,Interval_47723,22,50913932,ENSG00000100241,SBF1,promoter-TSS,50913582.0,50913232,0.325372271215845,0.28984814398200254,1.3342940079233097,77.107956,True
Interval_1902,Interval_1902,1,44457864,ENSG00000159214,CCDC24,promoter-TSS,44457253.0,44456642,0.24033540552262544,0.6876546681664789,1.229206896239,72.7805,True
Interval_6376,Interval_6376,1,213124695,ENSG00000143494,VASH2,promoter-TSS,213124137.0,213123579,0.7710694923607688,0.0027106949236080924,2.0021574242223914,32.27774,True
Interval_12188,Interval_12188,11,46403041,ENSG00000110492,MDK,promoter-TSS,46402052.0,46401063,0.5854850368656932,0.0002566914801763742,1.9606792472807575,65.84904,True
Interval_34542,Interval_34542,19,12552279,ENSG00000180855,ZNF443,promoter-TSS,12551781.0,12551283,0.29715194448460314,0.0002566914801763742,1.1883612240444035,82.75042,True
Interval_506,Interval_506,1,11741886,ENSG00000116670,MAD2L2,promoter-TSS,11741234.5,11740583,0.5625271071273674,0.1256324996385716,1.1744881140890207,130.43837,True
Interval_9281,Interval_9281,10,75490621,ENSG00000250959,GLUD1P3,promoter-TSS,75490095.5,75489570,0.08376463784877841,0.02162787335550087,1.2938252860929034,118.26413,True
Interval_68425,Interval_68425,7,38350620,ENSG00000231916,AC006033.22,promoter-TSS,38350396.5,38350173,1.0,0.008732931089235119,3.212020051405121,22.700842,True
Interval_62135,Interval_62135,6,7109926,ENSG00000124782,RREB1,promoter-TSS,7108435.0,7106944,0.3227363454908365,0.03512974051896178,1.1147314134075028,209.82751,True
Interval_59070,Interval_59070,5,78533577,ENSG00000132837,DMGDH,promoter-TSS,78532438.0,78531299,0.05250831285239266,0.0003180569611100914,1.3334661972077444,164.43758,True
Interval_49757,Interval_49757,3,67049244,ENSG00000163376,KBTBD8,promoter-TSS,67048688.0,67048132,0.09488799540493964,0.006318207926479302,1.148852281265438,301.29083,True
Interval_22971,Interval_22971,14,94523669,ENSG00000089737,DDX24,promoter-TSS,94523276.5,94522884,0.11982564679415075,0.3157305206169928,1.3618568457572673,62.762287,True
Interval_23871,Interval_23871,15,40545578,ENSG00000137843,PAK6,promoter-TSS,40545101.5,40544625,0.16605605208503493,0.014670904928089756,1.6956273779854871,27.826849,True
Interval_17773,Interval_17773,12,101802422,ENSG00000120805,ARL1,promoter-TSS,101801598.0,101800774,0.1917016047419402,0.14153534769408715,1.212139072313168,92.963486,True
Interval_33174,Interval_33174,18,55102851,ENSG00000266636,AC090340.1,promoter-TSS,55102464.5,55102078,0.42845966620305975,0.002868567454798465,1.7988963585232807,38.398857,True
Interval_47700,Interval_47700,22,50684032,ENSG00000128159,TUBGCP6,promoter-TSS,50683229.0,50682426,0.5118693075032529,0.0038166835333235394,1.109922295194917,150.98239,True
Interval_19589,Interval_19589,13,46786433,ENSG00000173988,LRRC63,promoter-TSS,46785881.5,46785330,0.023189983669025582,0.043912175648702534,1.2953000050573988,150.65106,True
Interval_16980,Interval_16980,12,68726592,ENSG00000111554,MDM1,promoter-TSS,68726045.5,68725499,0.046379967338051165,0.05548902195608829,1.2507936224768725,204.4473,True
Interval_26427,Interval_26427,16,11837379,ENSG00000153066,TXNDC11,promoter-TSS,11836700.5,11836022,0.06764652513155511,0.03313373253493068,1.2257649777119426,201.75722,True
Interval_28911,Interval_28911,17,7138153,ENSG00000004975,DVL2,promoter-TSS,7137505.5,7136858,0.056700881885210386,0.0038166835333235394,1.3272969078983405,89.84903,True
Interval_31026,Interval_31026,17,61689867,ENSG00000270587,RP11-51F16.9,promoter-TSS,61689458.5,61689050,0.5512099502951953,0.017605085913708685,1.6935511114489719,24.73952,True
Interval_45777,Interval_45777,21,37433257,ENSG00000236677,AP000688.11,promoter-TSS,37432724.0,37432191,0.17539395691773896,0.852074598814515,1.2219337987261818,146.38162,True
Interval_18378,Interval_18378,12,120967643,ENSG00000110871,COQ5,promoter-TSS,120966994.0,120966345,0.47931184039323405,0.3065523059617542,1.262864687541271,62.53524,True
Interval_73500,Interval_73500,8,99130157,ENSG00000104356,POP1,promoter-TSS,99129504.5,99128852,0.8790226977013156,0.16666184762180147,1.128089886985132,130.91972,True
Interval_53344,Interval_53344,4,2846479,ENSG00000087274,ADD1,promoter-TSS,2845718.0,2844957,0.027508619125385603,0.027145708582834938,1.2845006269221688,144.35179,True
Interval_63731,Interval_63731,6,44281448,ENSG00000124608,AARS2,promoter-TSS,44281005.0,44280562,0.14769403824521932,0.27994938132733393,1.3316533612931993,51.02015,True
Interval_47160,Interval_47160,22,39190550,ENSG00000100246,DNAL4,promoter-TSS,39190047.5,39189545,0.5202255312996964,0.21653543307086576,1.138906985022802,73.24296,True
Interval_44166,Interval_44166,20,34331375,ENSG00000131051,RBM39,promoter-TSS,34330213.0,34329051,0.041125789775990795,0.010109132682365907,1.1880793467225852,257.46786,True
Interval_11288,Interval_11288,11,8009138,ENSG00000175390,EIF3F,promoter-TSS,8008739.0,8008340,0.015960676593899104,0.04420991759433324,1.4376295689399894,157.15256,True
Interval_60812,Interval_60812,5,142501151,ENSG00000145819,ARHGAP26,promoter-TSS,142500771.5,142500392,0.164702587916832,0.006601907217640757,1.6688198010037893,39.21054,True
Interval_75348,Interval_75348,9,21335703,ENSG00000198642,KLHL9,promoter-TSS,21335157.0,21334611,0.10576839670377336,0.8962845164088482,1.271294323570567,101.70691,True
Interval_61086,Interval_61086,5,150521748,ENSG00000197043,ANXA6,promoter-TSS,150521491.0,150521234,0.01593820736004481,0.017605085913708685,2.2898939719878117,25.456333,True
Interval_59461,Interval_59461,5,95067813,ENSG00000164292,RHOBTB3,promoter-TSS,95067241.0,95066669,0.3214710755373019,0.030564385266854677,1.8165660050388477,41.243774,True
Interval_60144,Interval_60144,5,126367020,ENSG00000173926,MARCH3,promoter-TSS,126366176.5,126365333,0.09341317365269464,0.192015968063872,1.2051034322727485,251.77295,True
Interval_4297,Interval_4297,1,153936405,ENSG00000143570,SLC39A1,promoter-TSS,153936038.5,153935672,0.04458580309382676,0.26176087899378353,1.347333765694394,91.14646,True
Interval_11063,Interval_11063,11,1969634,ENSG00000214026,MRPL23,promoter-TSS,1968824.0,1968014,0.618620789359549,0.005133829603528706,1.6782525851788561,59.20276,True
Interval_7669,Interval_7669,10,11208379,ENSG00000048740,CELF2,promoter-TSS,11207538.5,11206698,0.0009435674106332836,0.0003992015968069529,1.4806410385765332,185.56583,False
Interval_59564,Interval_59564,5,98110320,ENSG00000246763,RGMB-AS1,promoter-TSS,98109618.5,98108917,0.34627728784154976,0.10826771653543288,1.3344155354812641,111.93892,True
Interval_36692,Interval_36692,2,3382180,ENSG00000032389,TSSC1,promoter-TSS,3381669.5,3381159,0.11613137361640358,0.009181636726546483,1.190622341772003,150.35622,True
Interval_22621,Interval_22621,14,81637263,ENSG00000258999,RP11-114N19.3,promoter-TSS,81636736.5,81636210,0.047722736345490846,0.0003992015968069529,1.249001458027364,218.75354,True
Interval_30171,Interval_30171,17,40822999,ENSG00000068137,PLEKHH3,promoter-TSS,40822528.5,40822058,0.5482002249718785,0.00024451508213430007,2.692516158793223,34.122246,True
Interval_79741,Interval_79741,X,103358191,ENSG00000166707,ZCCHC18-1,promoter-TSS,103357476.0,103356761,0.8868873789214977,0.099606299212598,1.2404880423448787,64.84112,True
Interval_65586,Interval_65586,6,127665441,ENSG00000093144,ECHDC1,promoter-TSS,127664677.5,127663914,0.07676738470435163,0.09414486048865056,1.3017556282702487,145.26517,True
Interval_77392,Interval_77392,9,128470000,ENSG00000119487,MAPKAP1,promoter-TSS,128469451.5,128468903,0.4715628162498193,0.1989032620922382,1.5415029074530253,69.834045,True
Interval_51137,Interval_51137,3,127843100,ENSG00000175792,RUVBL1,promoter-TSS,127842687.5,127842275,0.33242605697695515,0.1540918163672652,1.1119978435031277,146.59732,True
Interval_49221,Interval_49221,3,48488763,ENSG00000244380,RP11-24C3.2,promoter-TSS,48488189.5,48487616,0.47370641169853767,0.7677727784027,1.1520625743194672,49.511444,True
Interval_69588,Interval_69588,7,99718106,ENSG00000106290,TAF6,promoter-TSS,99717398.5,99716691,0.09827960098308519,0.43891860633222535,1.2792866330919834,145.26517,True
Interval_35573,Interval_35573,19,40972661,ENSG00000090013,BLVRB,promoter-TSS,40971906.0,40971151,0.26296497913264383,0.0003992015968069529,1.1308290437202018,261.34543,True
Interval_71975,Interval_71975,8,26436350,ENSG00000092964,DPYSL2,promoter-TSS,26435353.0,26434356,0.08328546812176907,0.05686387133831128,1.1559485967651735,281.99997,True
Interval_51860,Interval_51860,3,154042707,ENSG00000174953,DHX36,promoter-TSS,154042021.0,154041335,0.21032239410148912,0.231227410727194,1.24607706332581,165.75572,True
Interval_4030,Interval_4030,1,147013275,ENSG00000116128,BCL9,promoter-TSS,147013038.5,147012802,0.24100542138984726,0.0027106949236080924,2.423864775032176,22.700842,True
Interval_36538,Interval_36538,19,56160101,ENSG00000173581,CCDC106,promoter-TSS,56159697.0,56159293,0.09931626723916642,0.00040769430339915314,1.644199919549316,27.150005,True
Interval_25572,Interval_25572,15,90932112,ENSG00000140575,IQGAP1,promoter-TSS,90931525.0,90930938,0.022282707312647476,0.09500998003992045,1.2977710949090464,223.22481,True
Interval_16648,Interval_16648,12,56532927,ENSG00000139641,ESYT1,promoter-TSS,56532434.5,56531942,0.29798747266595016,0.060338756903006274,1.7046222868310559,22.134161,True
Interval_70175,Interval_70175,7,116594574,ENSG00000214188,ST7-OT4,promoter-TSS,116593845.5,116593117,0.014044637996733833,0.06107784431137708,1.3249629119676414,166.00621,True
Interval_48849,Interval_48849,3,40567010,ENSG00000172888,ZNF621,promoter-TSS,40566441.0,40565872,0.17435304322683243,0.14121729073297706,1.2225480803438962,110.88772,True
Interval_51150,Interval_51150,3,128186444,ENSG00000179407,DNAJB8,promoter-TSS,128186177.5,128185911,0.4783144406111385,0.0027106949236080924,1.7490720653147014,16.458113,True
Interval_75531,Interval_75531,9,33002097,ENSG00000137074,APTX,promoter-TSS,33001500.5,33000904,0.15208905594911093,0.2569900245771285,1.2363959326911649,112.98402,True
Interval_23388,Interval_23388,14,105715590,ENSG00000185024,BRF1,promoter-TSS,105714983.5,105714377,0.1554141969061732,0.3422292901546916,1.234138803385663,122.52988,True
Interval_54766,Interval_54766,4,77070115,ENSG00000138750,NUP54,promoter-TSS,77069530.0,77068945,0.1158410451823626,0.2622754491017968,1.1908085727505804,170.35474,True
Interval_1284,Interval_1284,1,29557897,ENSG00000116353,MECR,promoter-TSS,29557462.0,29557027,0.28757030371203596,1.0,1.2354099929275595,59.22634,True
Interval_54959,Interval_54959,4,83932269,ENSG00000189308,LIN54,promoter-TSS,83931822.0,83931375,0.019227989012577718,0.0009541708833314955,1.4220146349109055,132.07762,True
Interval_1793,Interval_1793,1,41708468,ENSG00000010803,SCMH1,promoter-TSS,41707729.5,41706991,0.23478627671541052,0.5574240719910016,1.2667619812520392,60.066723,True
Interval_21995,Interval_21995,14,65290390,ENSG00000070182,SPTB,promoter-TSS,65290113.0,65289836,0.19419332406119616,0.20558066759387983,2.3639068152260636,16.140577,True
Interval_28018,Interval_28018,16,77771328,ENSG00000140876,NUDT7,promoter-TSS,77770894.0,77770460,0.9148991655076495,0.07075799721835929,2.1795328195593946,35.73486,True
Interval_80386,Interval_80386,X,148587028,ENSG00000010404,IDS-2,promoter-TSS,148585855.5,148584683,0.14563600072582106,0.019560878243512603,1.1739931434333624,227.92445,True
Interval_46340,Interval_46340,22,20850967,ENSG00000099910,KLHL22,promoter-TSS,20850228.0,20849489,0.14262384322264565,0.019960079840319556,1.1760774607253817,178.36632,True
Interval_29474,Interval_29474,17,27309846,ENSG00000063015,SEZ6,promoter-TSS,27309502.0,27309158,0.31254218222722163,0.014631414370055773,1.3601169597645673,50.60886,True
Interval_61736,Interval_61736,5,176798433,ENSG00000169220,RGS14,promoter-TSS,176797997.5,176797562,0.8613849934942894,0.0009561891515998955,2.0734721363711746,88.773186,True
Interval_68513,Interval_68513,7,42952128,ENSG00000136197,C7orf25,promoter-TSS,42951606.0,42951084,0.022206158739337845,0.030533468266589536,1.410324888271949,98.19592,True
Interval_5525,Interval_5525,1,193091803,ENSG00000134371,CDC73,promoter-TSS,193091235.5,193090668,0.042424242424242475,0.018363273453094187,1.256938124063868,233.19952,True
Interval_43261,Interval_43261,2,242090164,ENSG00000115685,PPP1R7,promoter-TSS,242089300.0,242088436,0.02188350571584108,0.001596806387225369,1.298928814642552,217.14157,True
Interval_35548,Interval_35548,19,40450365,ENSG00000187534,CTC-471F3.4,promoter-TSS,40450164.0,40449963,0.12876827896512932,0.5313513639651838,1.4099560728264438,38.894905,True
Interval_3469,Interval_3469,1,110547034,ENSG00000168710,AHCYL1,promoter-TSS,110546684.0,110546334,0.25060848400556324,0.0009561891515998955,2.2362711391258174,30.049492,True
Interval_26946,Interval_26946,16,29302987,ENSG00000198106,SNX29P2,promoter-TSS,29302372.5,29301758,0.20661330595290883,0.020384715169934453,1.641206336374673,41.243774,True
Interval_11137,Interval_11137,11,3400709,ENSG00000005801,ZNF195,promoter-TSS,3400296.0,3399883,0.021570044817117218,0.1122741072719392,1.4127769178085172,129.12462,True
Interval_36003,Interval_36003,19,47760966,ENSG00000105321,CCDC9,promoter-TSS,47760267.0,47759568,0.010560696788241675,0.0007984031936126845,1.341416261520174,213.61462,True
Interval_9673,Interval_9673,10,90751811,ENSG00000026103,FAS,promoter-TSS,90750705.0,90749599,0.3419706042460533,0.31576846307385276,1.1097397182064832,201.10141,True
Interval_48662,Interval_48662,3,33088255,ENSG00000170266,GLB1,promoter-TSS,33087960.5,33087666,0.043550069541029246,0.006693324061195605,3.548395698551559,50.209812,True
Interval_79188,Interval_79188,X,56259394,ENSG00000102349,KLF8,promoter-TSS,56258861.0,56258328,0.29564941251190857,0.0017465862178475122,2.7556090705187963,33.17779,True
Interval_46705,Interval_46705,22,29280267,ENSG00000183579,ZNRF3,promoter-TSS,29279563.0,29278859,0.012035995500562446,0.1323959505061869,1.6571733723987039,57.783974,True
Interval_19222,Interval_19222,13,32606058,ENSG00000073910,FRY,promoter-TSS,32605536.5,32605015,0.7913331622056798,0.13372373151476957,1.8383452698303036,30.955688,True
Interval_76734,Interval_76734,9,99616974,ENSG00000196597,ZNF782,promoter-TSS,99616469.5,99615965,0.0863892013498313,0.04646115791193106,1.8850238216452904,55.969456,True
Interval_29724,Interval_29724,17,33701868,ENSG00000172716,SLFN11,promoter-TSS,33700900.0,33699932,0.08379355211797024,0.2115078791383549,1.2938166489061163,92.085976,True
Interval_79170,Interval_79170,X,54835795,ENSG00000102316,MAGED2,promoter-TSS,54835105.0,54834415,0.025502385427208285,0.13994506288853548,1.3968696388235156,94.93081,True
Interval_77014,Interval_77014,9,114246911,ENSG00000136813,KIAA0368,promoter-TSS,114245880.5,114244850,0.3569951007076756,0.15249500998003984,1.1339797812366676,249.75587,True
Interval_9791,Interval_9791,10,94591447,ENSG00000138190,EXOC6,promoter-TSS,94590975.5,94590504,0.12326147426981915,0.0076495132127955,2.6795172602241664,21.526716,True
Interval_74083,Interval_74083,8,124054925,ENSG00000136986,DERL1,promoter-TSS,124054362.0,124053799,0.029214298675376504,0.32135728542914155,1.2796343868485986,212.51762,True
Interval_59045,Interval_59045,5,77657321,ENSG00000245556,CTD-2037K23.2,promoter-TSS,77656522.0,77655723,0.08216294683360548,0.040718562874251796,1.2132412276489573,220.81729,True
Interval_14946,Interval_14946,12,2801550,ENSG00000246627,CACNA1C-AS1,promoter-TSS,2800837.0,2800124,0.13251409570623107,0.000618672665916864,1.2493403835079953,81.14171,True
Interval_33938,Interval_33938,19,2783685,ENSG00000104969,SGTA,promoter-TSS,2783223.5,2782762,0.10753216712447589,0.05438774034986227,1.2695448217957395,88.773186,True
Interval_49521,Interval_49521,3,53916518,ENSG00000113812,ACTR8,promoter-TSS,53915917.5,53915317,0.11233193581032241,0.002474690663667456,1.436536587887791,92.28517,True
Interval_47134,Interval_47134,22,38795397,ENSG00000213923,CSNK1E,promoter-TSS,38794608.5,38793820,0.13745781777277843,0.004620446643175957,1.3413359894637378,53.801914,True
Interval_13827,Interval_13827,11,102980892,ENSG00000187240,DYNC2H1,promoter-TSS,102980335.0,102979778,0.06144282203267315,0.020037588549949192,1.320997416340476,174.85623,True
Interval_71853,Interval_71853,8,22410372,ENSG00000120896,SORBS3,promoter-TSS,22409417.5,22408463,0.010179977502812187,0.00024451508213430007,1.6797737552252687,59.6603,True
Interval_77293,Interval_77293,9,125133835,ENSG00000095303,PTGS1,promoter-TSS,125133276.5,125132718,0.960517435320585,0.0009561891515998955,2.8909566059943987,32.68489,True
Interval_59961,Interval_59961,5,115178416,ENSG00000145782,ATG12,promoter-TSS,115177667.0,115176918,0.11917982217383416,0.018363273453094187,1.1891777706722189,229.52782,True
Interval_18802,Interval_18802,12,133707589,ENSG00000256223,ZNF10,promoter-TSS,133706991.0,133706393,0.043805117825647,0.005725025299985309,1.464160224803098,215.26714,False
Interval_25441,Interval_25441,15,86236468,ENSG00000170776,AKAP13,promoter-TSS,86236043.5,86235619,0.2937400607199653,0.00030933633295782137,1.1672123082101264,99.60374,True
Interval_37371,Interval_37371,2,27488093,ENSG00000115194,SLC30A3,promoter-TSS,27487509.0,27486925,0.018645135696450654,0.03643274723809131,1.842437143267846,32.68489,True
Interval_28124,Interval_28124,16,81041703,ENSG00000166451,CENPN,promoter-TSS,81040868.0,81040033,0.2364158529580701,0.13141872487076411,1.102730401620607,357.34357,True
Interval_1511,Interval_1511,1,35451545,ENSG00000243749,ZMYM6NB,promoter-TSS,35450899.5,35450254,0.2924100043371404,0.15868953880764936,1.3056552684393257,83.839485,True
Interval_45093,Interval_45093,20,60962641,ENSG00000171858,RPS21,promoter-TSS,60962036.5,60961432,0.18892583489952286,0.17970218302732377,1.2139402793102905,104.91377,True
Interval_25559,Interval_25559,15,90793224,ENSG00000213471,TTLL13,promoter-TSS,90792741.5,90792259,0.7598301169113014,0.051369482228234675,1.470619901156679,26.560993,True
Interval_74557,Interval_74557,8,136470373,ENSG00000254372,RP11-343P9.1,promoter-TSS,136469592.0,136468811,0.010958508023709679,0.00030933633295782137,1.4667932790193443,99.02289,True
Interval_26984,Interval_26984,16,29823024,ENSG00000167371,PRRT2,promoter-TSS,29822799.0,29822574,0.1193291889547492,0.2545838020247474,1.2589943924569755,70.82931,True
Interval_27008,Interval_27008,16,30077526,ENSG00000149925,ALDOA,promoter-TSS,30076470.0,30075414,0.18207926479035041,0.0025272831705914767,1.116310689229276,340.86615,True
Interval_35589,Interval_35589,19,41116440,ENSG00000090006,LTBP4,promoter-TSS,41116000.0,41115560,0.5425762613849935,0.03912100621656811,1.245340503054474,127.80876,True
Interval_13026,Interval_13026,11,71640335,ENSG00000254469,RP11-849H4.2,promoter-TSS,71639719.5,71639104,0.0032299038287062487,0.003592814371257691,1.4108549141494608,195.31448,True
Interval_5319,Interval_5319,1,183605487,ENSG00000143344,RGL1,promoter-TSS,183604905.0,183604323,0.09210669569951002,0.31497005988024007,1.2062475048065286,163.5338,True
Interval_36623,Interval_36623,19,59031662,ENSG00000119574,ZBTB45,promoter-TSS,59031054.0,59030446,0.023516603157321736,0.029940119760478723,1.2947819027234613,155.72356,True
Interval_42044,Interval_42044,2,204193859,ENSG00000138443,ABI2,promoter-TSS,204193105.0,204192351,0.10106861642294718,0.1611642294713156,1.38453071990672,66.08876,True
Interval_69463,Interval_69463,7,95026155,ENSG00000105852,PON3,promoter-TSS,95025800.5,95025446,0.7032336578581363,0.0009561891515998955,1.7103921300846676,30.955688,True
Interval_63155,Interval_63155,6,33080410,ENSG00000224557,HLA-DPB2,promoter-TSS,33080147.0,33079884,0.05989221140472878,0.030598052851182,3.2701205539831375,15.633806,True
Interval_38730,Interval_38730,2,74007596,ENSG00000144048,DUSP11,promoter-TSS,74007008.5,74006421,0.21463062021107415,0.02735289865548618,1.2004097584311126,101.33405,True
Interval_71779,Interval_71779,8,19675876,ENSG00000104613,INTS10,promoter-TSS,19675117.0,19674358,0.5953547450553438,1.0,1.1155316762892444,292.76337,True
Interval_74731,Interval_74731,8,144692418,ENSG00000104524,PYCRL,promoter-TSS,144691656.5,144690895,0.02493195427327166,0.01037924151696612,1.291010153089248,183.82545,True
Interval_60958,Interval_60958,5,148725693,ENSG00000164284,GRPEL2,promoter-TSS,148724983.0,148724273,0.24027757698424168,0.11004770854416612,1.1880368584538832,99.53358,True
Interval_47610,Interval_47610,22,46973979,ENSG00000075240,GRAMD4,promoter-TSS,46973111.0,46972243,0.010669365331791192,0.0019083417666617697,1.4689259653873616,101.24761,True
Interval_39015,Interval_39015,2,86851420,ENSG00000239305,RNF103,promoter-TSS,86850583.5,86849747,0.10143349664307744,0.10698602794411194,1.1997122056090501,156.0256,True
Interval_35313,Interval_35313,19,36001878,ENSG00000161249,DMKN,promoter-TSS,36001065.5,36000253,0.2318157421884115,0.006601907217640757,2.029937392564871,26.568525,True
Interval_4587,Interval_4587,1,160040691,ENSG00000177807,KCNJ10,promoter-TSS,160040201.0,160039711,0.22819872587683476,0.011823134798562007,2.2092718424243873,20.870136,True
Interval_21876,Interval_21876,14,61943996,ENSG00000027075,PRKCH,promoter-TSS,61943588.5,61943181,0.0650571056816539,0.0015902848055516783,1.3160926893123124,138.15785,True
Interval_62875,Interval_62875,6,28865056,ENSG00000224157,HCG14,promoter-TSS,28864133.0,28863210,0.17158410451823625,0.1836327345309382,1.1627127846204075,191.58775,True
Interval_11885,Interval_11885,11,33775539,ENSG00000110429,FBXO3,promoter-TSS,33775212.5,33774886,0.09114004445855828,0.003493172435693803,4.511218253482262,24.347578,True
Interval_420,Interval_420,1,9776203,ENSG00000171608,PIK3CD,promoter-TSS,9775871.0,9775539,0.02921822272215968,0.048875140607423706,1.5435848594523596,57.505398,True
Interval_46929,Interval_46929,22,36425500,ENSG00000100320,RBFOX2,promoter-TSS,36424586.5,36423673,0.42362295792973836,0.1073397075365582,1.1703759586501694,77.55138,True
Interval_34174,Interval_34174,19,6425660,ENSG00000088247,KHSRP,promoter-TSS,6425196.5,6424733,0.5549738219895288,0.0037909247558878256,1.1313193021311765,386.9774,True
Interval_41983,Interval_41983,2,202099089,ENSG00000064012,CASP8,promoter-TSS,202097984.0,202096879,0.10045363817818909,0.001596806387225369,1.2003227567874184,210.87029,True
Interval_54794,Interval_54794,4,77905991,ENSG00000138758,SEPT11,promoter-TSS,77905707.5,77905424,0.08769133834920873,0.011823134798562007,2.260960986051726,22.55343,True
Interval_259,Interval_259,1,6674206,ENSG00000116273,PHF13,promoter-TSS,6673606.5,6673007,0.11863545636000727,0.0003992015968069529,1.189426161947315,186.89685,True
Interval_41323,Interval_41323,2,179395901,ENSG00000237298,TTN-AS1,promoter-TSS,179395485.0,179395069,0.41820236439499303,0.11761126564673097,1.799420002573259,26.898117,True
Interval_72176,Interval_72176,8,29953183,ENSG00000104660,LEPROTL1,promoter-TSS,29952779.5,29952376,0.2626546681664792,0.061557930258717586,1.2487498549184453,62.969913,True
Interval_59483,Interval_59483,5,95237904,ENSG00000118985,ELL2,promoter-TSS,95237694.5,95237485,0.1589452932479054,0.10300640709709163,2.928063017787076,28.691322,True
Interval_80541,Interval_80541,X,153627403,ENSG00000147403,RPL10-1,promoter-TSS,153626616.5,153625830,0.2756686424750614,0.03912100621656811,1.173891263607338,154.78683,True
Interval_76273,Interval_76273,9,86536881,ENSG00000165115,KIF27,promoter-TSS,86536275.0,86535669,0.07795318454001088,0.03153692614770409,1.2168954359240705,200.37035,True
Interval_55442,Interval_55442,4,103749686,ENSG00000109332,UBE2D3,promoter-TSS,103748766.0,103747846,0.07504363001745196,0.07678883071553277,1.1384891668772348,540.89075,True
Interval_35705,Interval_35705,19,42759815,ENSG00000105722,ERF,promoter-TSS,42758712.0,42757609,0.4132099437488659,0.11297405189620768,1.0939261291603968,167.27127,True
Interval_43891,Interval_43891,20,25605258,ENSG00000213742,ZNF337-AS1,promoter-TSS,25604554.5,25603851,0.6397860344079803,0.4440075177099905,1.1882640467216083,161.45036,True
Interval_41103,Interval_41103,2,172291393,ENSG00000123600,METTL8,promoter-TSS,172290678.5,172289964,0.2122917863296956,0.0480183802412405,1.1085127339049041,326.06668,True
Interval_25412,Interval_25412,15,85874981,ENSG00000218052,ADAMTS7P4,promoter-TSS,85873969.5,85872958,0.5053057683967037,0.0003180569611100914,1.1591693228609168,184.51149,True
Interval_53968,Interval_53968,4,36257575,ENSG00000247193,RP11-431M7.3,promoter-TSS,36257302.0,36257029,0.06098019372560359,0.0031805696111033566,1.3216410165911654,93.802826,True
Interval_49742,Interval_49742,3,66520037,ENSG00000144749,LRIG1,promoter-TSS,66519822.5,66519608,0.09257649513212796,0.01338664812239243,2.931599480894341,16.869568,True
Interval_738,Interval_738,1,19537454,ENSG00000127481,UBR4,promoter-TSS,19536733.5,19536013,0.10799479543154544,0.1443978603440792,1.2692191765817453,109.948,True
Interval_23880,Interval_23880,15,40630663,ENSG00000188549,C15orf52,promoter-TSS,40630350.5,40630038,0.42029729540522254,0.030169378451503137,1.7450920056874701,29.591057,True
Interval_34475,Interval_34475,19,11072246,ENSG00000127616,SMARCA4,promoter-TSS,11071610.5,11070975,0.17163510192279885,0.11322827815526948,1.2241680224426614,107.60387,True
Interval_65181,Interval_65181,6,111197851,ENSG00000123505,AMD1,promoter-TSS,111196559.5,111195268,0.07501435956346925,0.0480183802412405,1.160792182326032,278.8905,True
Interval_74112,Interval_74112,8,124429809,ENSG00000156795,WDYHV1,promoter-TSS,124429117.0,124428425,0.14129810453762204,0.3803561171740374,1.1296676186354382,305.6794,True
Interval_46308,Interval_46308,22,20105745,ENSG00000099899,TRMT2A,promoter-TSS,20105033.0,20104321,0.13318816911631282,0.010778443113771852,1.1810814163549892,153.3355,True
Interval_36217,Interval_36217,19,50312829,ENSG00000010361,FUZ,promoter-TSS,50312468.5,50312108,0.5046118259360994,0.00040769430339915314,1.3866264451693218,61.446327,True
Interval_79026,Interval_79026,X,48456822,ENSG00000101940,WDR13-1,promoter-TSS,48456217.0,48455612,0.1529853982940581,0.061703050455399255,1.2358406923314733,84.530136,True
Interval_58038,Interval_58038,5,36242690,ENSG00000152620,NADK2,promoter-TSS,36241934.5,36241179,0.026191843767949474,0.11625502584721403,1.2088374572742249,301.30206,True
Interval_79968,Interval_79968,X,119379340,ENSG00000233382,NKAPP1,promoter-TSS,119378720.0,119378100,0.07754416260238495,0.012834574008821154,1.5754613034908274,37.657364,True
Interval_3096,Interval_3096,1,93812817,ENSG00000223745,RP4-717I23.3,promoter-TSS,93811782.0,93810747,0.07535058551395113,0.005406968338875218,1.30338543127175,160.96957,True
Interval_67562,Interval_67562,7,10980789,ENSG00000189043,NDUFA4,promoter-TSS,10980008.5,10979228,0.0015605153329704136,0.01716566866267455,1.452003540863688,208.8091,True
Interval_27830,Interval_27830,16,70323868,ENSG00000157349,DDX19B,promoter-TSS,70322988.0,70322108,0.029405811768107526,0.012086164522192022,1.384309572012857,148.34897,True
Interval_9732,Interval_9732,10,92981048,ENSG00000180628,PCGF5,promoter-TSS,92980547.0,92980046,0.07457811649428414,0.047904191616765956,1.2198554597341562,205.84767,True
Interval_71077,Interval_71077,7,149536066,ENSG00000106479,ZNF862,promoter-TSS,149535563.0,149535060,0.05345672291780079,0.01556886227544918,1.24178205514808,181.60675,True
