,promoter_R_sq,num_eig,num_peaks,num_sigpeaks,eigen0_R_sq,eigen1_R_sq,eigen2_R_sq,eigen3_R_sq,eigen4_R_sq,eigen5_R_sq,eigen6_R_sq,eigen7_R_sq,eigen8_R_sq,eigen9_R_sq,eigen10_R_sq,eigen11_R_sq,eigen12_R_sq,eigen13_R_sq,eigen14_R_sq
DPAGT1,0,1,4.0,1.0,0.24529347492208525,,,,,,,,,,,,,,
HINFP,0.013075253926217556,0,3.0,0.0,0.10090160503275424,,,,,,,,,,,,,,
CBL,0,1,9.0,2.0,0.44896469050153714,0.15815141501489832,0.06610593274938512,0.03170267710527371,0.021609495293667173,0.011462764866589495,0.0027875992012147736,,,,,,,,
RNF26,0,1,7.0,1.0,0.21651953844999933,,,,,,,,,,,,,,
OAF,0.002294321311637759,0,4.0,1.0,0.1520682720778867,0.07664697593850946,0.0037956808065834984,,,,,,,,,,,,
ARHGEF12,0,1,6.0,2.0,0.3508527179027846,0.02613705554095262,,,,,,,,,,,,,
TBCEL,0.0007673028740100563,0,4.0,0.0,0.07179564187233818,,,,,,,,,,,,,,
SC5D,0,0,1.0,0.0,,,,,,,,,,,,,,,
SORL1,0,1,12.0,1.0,0.21531021270029052,,,,,,,,,,,,,,
UBASH3B,0,1,17.0,1.0,0.23105934510509368,0.06181861385081737,0.061316370572707335,0.05736644094983927,0.033745426215159025,0.03323691731344089,0.03220735856515165,,,,,,,,
CRTAM,0,1,6.0,0.0,0.3204304270029524,0.042204218965427406,0.01629987523268515,,,,,,,,,,,,
C11orf63,0,1,4.0,2.0,0.41998115776252504,0.027106600952221817,0.01619674900154203,,,,,,,,,,,,
HSPA8,0.00993377435952425,1,9.0,2.0,0.597525469867915,0.11091529731029558,0.0019529046112944943,0.0018108591460271762,,,,,,,,,,,
CLMP,0.01018728967756033,1,8.0,1.0,0.21278482992991068,0.14097033805445294,0.04566229013976436,0.0031136938786084,,,,,,,,,,,
U8-6,0,0,2.0,0.0,0.0880359463876632,,,,,,,,,,,,,,
AP000783.1,0,0,4.0,0.0,0.19634988597418226,,,,,,,,,,,,,,
GRAMD1B,0.00014800025383010507,1,12.0,2.0,0.3858409145257536,0.11143446483880723,0.07025708569922988,0.03440984690252705,0.02701034718914855,0.0007790643148319047,,,,,,,,,
VWA5A,0,1,5.0,0.0,0.23485938485888874,0.0002489447149736349,,,,,,,,,,,,,
TBRG1,0.12507864832878113,0,1.0,0.0,0.12507864507276445,,,,,,,,,,,,,,
MSANTD2,0.6399705410003662,1,6.0,3.0,0.7653766678387172,0.05007004155697748,0.009601513270311482,0.004160771247014077,0.0031866290050503354,,,,,,,,,,
TMEM218,0.030469631776213646,1,2.0,1.0,0.2691773105778314,,,,,,,,,,,,,,
FEZ1,0.10327371954917908,0,3.0,0.0,0.10327374776707957,,,,,,,,,,,,,,
EI24,0.006946171168237925,0,1.0,0.0,,,,,,,,,,,,,,,
STT3A,0.0035474824253469706,0,2.0,0.0,,,,,,,,,,,,,,,
CHEK1,0,0,2.0,0.0,,,,,,,,,,,,,,,
HYLS1,0.006022987421602011,0,2.0,0.0,0.09094535360672001,,,,,,,,,,,,,,
PUS3,0,0,2.0,0.0,,,,,,,,,,,,,,,
RPUSD4,0,0,0.0,0.0,,,,,,,,,,,,,,,
FAM118B,0,0,0.0,0.0,,,,,,,,,,,,,,,
SRPR,0,0,4.0,0.0,0.08396001686025568,0.00019054500046050595,,,,,,,,,,,,,
FOXRED1,0,0,1.0,0.0,,,,,,,,,,,,,,,
TIRAP,0.1917467564344406,0,1.0,0.0,0.19174675725216847,,,,,,,,,,,,,,
DCPS,0,0,7.0,0.0,0.19553274699138026,0.16481894963770577,0.10019231407579447,0.08784460924311949,0.046493026493239054,,,,,,,,,,
RP11-676M6.1,0,0,0.0,0.0,,,,,,,,,,,,,,,
ETS1,0.006264836527407169,1,21.0,2.0,0.4599044611944057,0.10896651203234806,0.08123296995153184,0.07683724915433096,0.024481348141923674,0.02226585569267223,0.015564464396208549,0.007575556179532855,0.006832444513707318,0.005025152411306688,0.003227062724113705,0.0025867160898496895,,,
FLI1,0.07070933282375336,1,20.0,1.0,0.445890603298926,0.1677035090306059,0.055666563786381185,0.015145333127288774,,,,,,,,,,,
SENCR,0,1,9.0,1.0,0.25530121353957036,0.06040527416656482,0.037802393436506584,,,,,,,,,,,,
NFRKB,0,0,2.0,0.0,,,,,,,,,,,,,,,
PRDM10,0,0,2.0,0.0,,,,,,,,,,,,,,,
APLP2,0.12039758265018463,1,3.0,1.0,0.30730106132647766,0.008908133674000117,,,,,,,,,,,,,
ZBTB44,0,0,3.0,0.0,,,,,,,,,,,,,,,
SNX19,0.020247608423233032,0,3.0,0.0,0.13558026079723348,0.002903146453324421,,,,,,,,,,,,,
NCAPD3,0,0,4.0,0.0,0.07819864876162598,,,,,,,,,,,,,,
VPS26B,0,0,4.0,0.0,0.1267323836856715,,,,,,,,,,,,,,
THYN1,0,0,3.0,0.0,0.06228296828988785,,,,,,,,,,,,,,
ACAD8,0.004841744899749756,1,5.0,2.0,0.34846266001223386,0.00011352649323882347,,,,,,,,,,,,,
GLB1L3,0.12873639166355133,1,4.0,0.0,0.22184897792245417,0.006848305670739873,,,,,,,,,,,,,
B3GAT1,0.05933908373117447,1,8.0,2.0,0.26241838953288055,0.18147902914855407,0.031481103522298215,0.029039640600023335,0.026070962207224175,0.010429870225789634,0.007863101309734956,,,,,,,,
ABC7-42389800N19.1,0,0,3.0,1.0,0.19147834649864778,0.019829758410462504,,,,,,,,,,,,,
RP11-283I3.6,0,0,2.0,0.0,,,,,,,,,,,,,,,
KDM5A,0,0,4.0,0.0,0.10512245516828961,,,,,,,,,,,,,,
CCDC77,0.10163560509681702,0,2.0,0.0,0.10163559846596035,,,,,,,,,,,,,,
NINJ2,0.05472604185342789,1,10.0,2.0,0.3643554754802699,0.17887043295706195,0.11284366219892547,0.08941398121473758,0.07175719371426174,0.023004876610562882,0.0014726188618961714,,,,,,,,
RP11-218M22.1,0.008395927958190441,1,8.0,1.0,0.23291044162117083,,,,,,,,,,,,,,
WNK1,0.02863973006606102,1,23.0,2.0,0.32306631792513535,0.1970863484719494,0.0840621560684207,0.024559634157819015,0.016629254585171706,0.011555650675169922,0.006891306179596275,0.0063539333491793555,0.0017641871244624338,,,,,,
RAD52,0.022156262770295143,0,4.0,0.0,0.13591498980340339,4.754421343564379e-05,,,,,,,,,,,,,
ERC1,0,1,14.0,2.0,0.346512981622317,0.1493547039278149,0.10323413408344626,0.03727558952867369,0.008274253279813962,0.004255492412692169,,,,,,,,,
ADIPOR2,0.04954433813691139,1,9.0,1.0,0.35687143111547254,0.022412766510897325,,,,,,,,,,,,,
CACNA2D4,0.20371747016906738,2,7.0,2.0,0.23439208054221478,0.22400400567973658,0.14619454704300075,0.08123241255160721,0.03589239859160307,,,,,,,,,,
DCP1B,0.01546400785446167,1,3.0,1.0,0.475364047070496,,,,,,,,,,,,,,
FKBP4,0.02152274176478386,0,3.0,0.0,,,,,,,,,,,,,,,
ITFG2,0,1,4.0,1.0,0.446326445802847,,,,,,,,,,,,,,
RHNO1,0,0,4.0,0.0,0.19345025654699602,,,,,,,,,,,,,,
TULP3,0,1,5.0,1.0,0.2650945645385605,,,,,,,,,,,,,,
RP11-543P15.1,0,0,0.0,0.0,,,,,,,,,,,,,,,
EFCAB4B,0,1,5.0,1.0,0.22718131365347596,0.018954841392987774,,,,,,,,,,,,,
AC005831.1,0,0,2.0,0.0,0.06635131601230448,,,,,,,,,,,,,,
PARP11,0.017889171838760376,0,5.0,0.0,0.09129665618289391,,,,,,,,,,,,,,
CCND2,0,1,7.0,1.0,0.28585091522322476,0.04060541217520264,,,,,,,,,,,,,
C12orf5,0,1,5.0,1.0,0.4881028606342661,0.1816570664322428,,,,,,,,,,,,,
C12orf4,0,0,3.0,0.0,,,,,,,,,,,,,,,
DYRK4,0.010996595025062561,0,4.0,0.0,0.15105995221281474,0.0017457838230982782,,,,,,,,,,,,,
NDUFA9,0,1,1.0,1.0,0.223004291650862,,,,,,,,,,,,,,
CD9,0.5277959108352661,1,6.0,1.0,0.4289722050980525,0.12891229817241515,,,,,,,,,,,,,
TNFRSF1A,0,1,6.0,1.0,0.2534000379001258,0.031904300341591495,0.0047983805745635865,0.0002935416578927958,,,,,,,,,,,
RP1-102E24.1,0,1,6.0,1.0,0.34771413453954136,0.012939477157640699,0.00023173536120574197,6.434384448676258e-06,,,,,,,,,,,
RP1-102E24.9,0,1,4.0,1.0,0.3448723954078998,0.032411242209130955,,,,,,,,,,,,,
CD27-AS1,0,0,5.0,0.0,0.18709326132511253,,,,,,,,,,,,,,
CD27,0.010323802940547466,0,6.0,0.0,0.09896815284789195,,,,,,,,,,,,,,
TAPBPL,0,1,8.0,2.0,0.4197917784366846,0.11684233509170738,0.043892327030957114,0.024146393528228727,0.0004465833927654222,5.9478526479718e-05,,,,,,,,,
VAMP1,0.0004971848684363067,1,3.0,2.0,0.45182578158623,0.009911005451521999,,,,,,,,,,,,,
MRPL51,0,0,3.0,0.0,0.13808625031834018,0.004581715760723583,,,,,,,,,,,,,
NCAPD2,0,0,6.0,0.0,0.08674426088574698,,,,,,,,,,,,,,
GAPDH,0.039657413959503174,1,3.0,1.0,0.24755702141952726,0.0124277055852283,,,,,,,,,,,,,
IFFO1,0,1,5.0,2.0,0.5394703899354897,0.0915590743833402,0.03570181010046437,,,,,,,,,,,,
NOP2,0.0014080936089158058,1,6.0,0.0,0.3228109544719289,0.02196590608946023,0.00810158949809246,,,,,,,,,,,,
CHD4,0.2828581929206848,1,10.0,2.0,0.34029563911224664,0.14988818520913877,0.08119340580446975,0.05129770419746511,0.0003457438072640562,,,,,,,,,,
LPAR5,0.02315405383706093,0,6.0,0.0,0.07030231933788823,,,,,,,,,,,,,,
ING4,0.003356092842295766,0,3.0,0.0,,,,,,,,,,,,,,,
ZNF384,0,1,4.0,0.0,0.23157844423947355,0.14036056713579717,0.04617831782776134,0.007994814958500492,,,,,,,,,,,
COPS7A,0,0,3.0,0.0,0.16454231049145024,0.0011274760265239168,,,,,,,,,,,,,
MLF2,0.23420698940753937,1,8.0,2.0,0.27128490849756953,0.14718612248040688,0.07168051439596018,0.05463544698945425,,,,,,,,,,,
PTMS,0,0,8.0,0.0,0.13519118949670494,0.09439530713992832,0.0005586656641367227,,,,,,,,,,,,
LAG3,0.06467466056346893,1,10.0,1.0,0.212806853504573,0.05430674358496294,0.0003762221673473757,,,,,,,,,,,,
USP5,0,1,4.0,0.0,0.23014799921104656,0.004522866941637487,,,,,,,,,,,,,
TPI1,0.026462916284799576,0,5.0,0.0,,,,,,,,,,,,,,,
SPSB2,0,1,6.0,1.0,0.2808088727301858,0.14250658353565412,0.08486031308257898,0.016532820337305573,0.0018422379956398467,0.0009773446723887087,,,,,,,,,
RPL13P5,0,0,5.0,0.0,0.15752809563841463,0.005287984120068598,,,,,,,,,,,,,
LRRC23,0.010154242627322674,0,7.0,0.0,,,,,,,,,,,,,,,
DSTNP2,0,0,3.0,0.0,0.09045097524883339,,,,,,,,,,,,,,
ENO2,0.017248304560780525,1,4.0,1.0,0.21807541747579026,0.016195676949415882,,,,,,,,,,,,,
ATN1,0,1,4.0,1.0,0.22553964469136242,0.16549631510485577,0.013603129910649141,,,,,,,,,,,,
C12orf57,0.09393184632062912,0,3.0,0.0,0.1167201415600255,0.0012643816654302911,,,,,,,,,,,,,
U47924.31,0,0,6.0,0.0,0.0934659495117338,,,,,,,,,,,,,,
PTPN6,0.11007663607597351,1,7.0,0.0,0.23732370088325846,0.08728787345599161,0.06369027327710247,0.018123693555978593,0.002548238666391131,0.0001491375099111654,,,,,,,,,
EMG1,0,0,8.0,0.0,0.16074931158624012,0.0002153768801506506,,,,,,,,,,,,,
PHB2,0,0,6.0,0.0,0.06635863734736834,,,,,,,,,,,,,,
LPCAT3,0,0,5.0,0.0,0.08291376638499207,,,,,,,,,,,,,,
C1RL,0.0019751000218093395,0,3.0,0.0,0.13517199205098704,,,,,,,,,,,,,,
C1RL-AS1,0,0,2.0,0.0,,,,,,,,,,,,,,,
RBP5,0,0,3.0,0.0,0.08008862798297124,,,,,,,,,,,,,,
CLSTN3,0.09767989069223404,1,5.0,0.0,0.31626087470105657,0.007905956685537624,,,,,,,,,,,,,
RP11-157G21.2,0.03203596547245979,0,1.0,0.0,,,,,,,,,,,,,,,
SLC2A3,0.08012466132640839,1,6.0,1.0,0.2628286170905863,0.18079135485605227,0.036121025966515015,,,,,,,,,,,,
FOXJ2,0.006144549697637558,0,3.0,0.0,0.06224737034664685,,,,,,,,,,,,,,
C3AR1,0.13360567390918732,0,5.0,0.0,0.1336057004680088,,,,,,,,,,,,,,
NECAP1,0.01530495099723339,0,5.0,0.0,,,,,,,,,,,,,,,
CLEC4A,0,0,3.0,0.0,0.1666683130597002,0.01647087524458017,,,,,,,,,,,,,
M6PR,0.004086661618202925,0,3.0,0.0,,,,,,,,,,,,,,,
KLRG1,0,1,6.0,1.0,0.2097969040404689,0.1657823467144626,0.13021988385056682,0.07092798039137836,,,,,,,,,,,
LINC00612,0,0,1.0,0.0,,,,,,,,,,,,,,,
PTMAP4,0.01544337160885334,0,3.0,0.0,,,,,,,,,,,,,,,
KLRB1,0,1,4.0,2.0,0.6112638422766343,0.02372055113709129,,,,,,,,,,,,,
RP11-705C15.2,0.017664093524217606,1,5.0,2.0,0.5705595447160653,0.10495320209402738,0.003521933170771853,,,,,,,,,,,,
GOT2P3,0,0,3.0,0.0,,,,,,,,,,,,,,,
RP11-705C15.3,0,0,4.0,0.0,0.06785907734984599,,,,,,,,,,,,,,
CLEC2D,0.2315278947353363,0,7.0,1.0,0.1892590266865476,0.1004744199535937,0.09565364028858526,0.004338477031096802,,,,,,,,,,,
RP11-75L1.2,0,0,5.0,0.0,0.10289560946041552,,,,,,,,,,,,,,
CLECL1,0,2,6.0,2.0,0.4558179752495497,0.20921138243243265,0.028997738612077075,0.0010879447385599098,,,,,,,,,,,
CD69,0,0,3.0,0.0,0.1869141023321858,,,,,,,,,,,,,,
CLEC2B,0.02929968759417534,0,6.0,0.0,0.06010481000978346,,,,,,,,,,,,,,
RP11-290C10.1,0,1,4.0,0.0,0.22241287872799956,0.0017566093652081128,,,,,,,,,,,,,
CLEC7A,0.6058175563812256,1,1.0,1.0,0.6058176494325906,,,,,,,,,,,,,,
GABARAPL1,0,0,0.0,0.0,,,,,,,,,,,,,,,
KLRD1,0.6885908246040344,1,13.0,9.0,0.6144031949375953,0.09190533096244737,0.08130480120267489,0.06253609833510981,0.0332286237563181,0.02962359051532333,0.016591004004370233,0.014933301821857606,0.011907790393913863,0.009162377284843988,0.004579722826965587,0.0003471128589599637,2.2265915353620573e-05,,
RP11-277P12.20,0,0,11.0,0.0,,,,,,,,,,,,,,,
KLRC4-KLRK1,0,2,16.0,4.0,0.3214084818529943,0.2913936870953425,0.10597528762968991,0.05215624687000516,0.028022138001572747,0.01920695948678325,0.015431672193205107,0.0085619239416244,0.005632870210329781,0.0014199273884768142,0.00037329360230916914,,,,
KLRK1,0.18332268297672272,1,13.0,4.0,0.36252092055895085,0.02372082220359455,0.020845592428885503,0.01694065456320836,0.01664683890959104,0.012865252322561586,0.005689696170223893,0.004483010377944477,1.429679766643731e-05,,,,,,
KLRC4,0,2,9.0,5.0,0.4591200890260902,0.20867936608144663,0.03740628969158858,0.019242812625335476,0.007856740482212531,0.0011740680329452124,0.00024940100380562813,,,,,,,,
KLRC3,0,1,9.0,3.0,0.39079629168122487,0.1396313992701978,0.1300329241366822,0.05560482305318698,0.03105372943463876,0.024790675363261853,0.0021250086293698057,,,,,,,,
KLRC2,0.2619343400001526,1,7.0,1.0,0.23579720007656949,0.03858783343585807,,,,,,,,,,,,,
KLRC1,0.6868838667869568,1,6.0,5.0,0.6641687461563598,0.08522309099009212,0.07584151727433296,0.0380561022630745,0.010316442001342142,,,,,,,,,,
EIF2S3L,0,1,2.0,2.0,0.3240185377709446,1.632869869658278e-05,,,,,,,,,,,,,
MAGOHB,0.08625601977109909,0,6.0,0.0,0.1819491663851093,0.0005567711735659572,,,,,,,,,,,,,
STYK1,0.017405852675437927,1,5.0,2.0,0.7933180706396769,0.07055304740838123,,,,,,,,,,,,,
YBX3,0.029042242094874382,2,6.0,1.0,0.27082427073890525,0.26004250946179336,0.03371788831200904,,,,,,,,,,,,
PRR4,0.0008261463954113424,0,4.0,0.0,,,,,,,,,,,,,,,
RP11-785H5.2,0.008992526680231094,0,1.0,0.0,,,,,,,,,,,,,,,
RP11-785H5.1,0,0,1.0,0.0,,,,,,,,,,,,,,,
ETV6,0,0,6.0,0.0,0.17155731257864437,0.027043771445451628,0.007249272583009392,,,,,,,,,,,,
RP11-267J23.4,0,0,0.0,0.0,,,,,,,,,,,,,,,
LOH12CR2,0,0,3.0,0.0,,,,,,,,,,,,,,,
LOH12CR1,0,1,14.0,2.0,0.4746598263200975,0.09213423477638258,0.09013895933384333,0.07244128066409068,0.03701969523880532,,,,,,,,,,
DUSP16,0.2862917482852936,1,11.0,1.0,0.3099601608504978,0.10944990668570843,0.04111275723986998,0.003809483698460268,,,,,,,,,,,
RP11-253I19.3,0,1,10.0,1.0,0.2450557712588939,0.12318697743861891,0.05940279973112734,,,,,,,,,,,,
CREBL2,0,0,5.0,0.0,0.13172881617539492,0.017085074171126154,0.007926789819678353,,,,,,,,,,,,
GPR19,0.07465607672929764,0,5.0,0.0,0.134220846853359,0.0005980619557157988,,,,,,,,,,,,,
CDKN1B,0,0,5.0,0.0,0.11599089506099226,0.0004715389092088718,,,,,,,,,,,,,
RP11-180M15.4,0.10340064018964767,0,1.0,0.0,0.10340068394058508,,,,,,,,,,,,,,
APOLD1,0,0,7.0,0.0,0.12705137704283345,,,,,,,,,,,,,,
DDX47,0,1,3.0,0.0,0.22762229145114257,0.00023395924738255178,,,,,,,,,,,,,
RP11-392P7.1,0,0,2.0,0.0,0.16579236347132315,0.0001612720231920199,,,,,,,,,,,,,
RPL13AP20,0,0,0.0,0.0,,,,,,,,,,,,,,,
RP11-392P7.6,0.6995980143547058,1,6.0,2.0,0.5683229154626741,0.1619140900328167,0.0040344908124115095,,,,,,,,,,,,
HEBP1,0.002104460494592786,0,2.0,0.0,,,,,,,,,,,,,,,
EMP1,0.10022732615470886,0,6.0,0.0,0.1533471961621005,0.03285340505027817,0.00013859549941396213,,,,,,,,,,,,
ATF7IP,0.04045687988400459,1,10.0,2.0,0.30391539954106533,0.09575747306286042,0.03754811594170803,,,,,,,,,,,,
HIST4H4,0.009708691388368607,0,3.0,0.0,0.12054774285946668,,,,,,,,,,,,,,
H2AFJ,0.14050742983818054,0,2.0,0.0,0.14050742272419772,,,,,,,,,,,,,,
WBP11,0,0,2.0,0.0,0.059712898474303396,,,,,,,,,,,,,,
C12orf60,0.005996525753289461,0,5.0,0.0,,,,,,,,,,,,,,,
ERP27,0,1,5.0,1.0,0.23591577334935387,0.05619269328190125,,,,,,,,,,,,,
ARHGDIB,0.026049640029668808,1,7.0,1.0,0.27164596714979594,0.02990230910087232,,,,,,,,,,,,,
STRAP,0,0,4.0,0.0,,,,,,,,,,,,,,,
DERA,0,1,4.0,0.0,0.23489508771863335,0.0017376521777695418,,,,,,,,,,,,,
RP11-473N11.2,0,0,0.0,0.0,,,,,,,,,,,,,,,
RP11-1018J11.1,0,0,0.0,0.0,,,,,,,,,,,,,,,
RPL7P6,0,0,1.0,0.0,,,,,,,,,,,,,,,
PLEKHA5,0.02562837302684784,1,8.0,2.0,0.35718042167824554,0.010077183437709983,0.00716440229384054,,,,,,,,,,,,
AEBP2,0.017702724784612656,1,14.0,1.0,0.27107793934573127,0.035055153597938635,,,,,,,,,,,,,
RP11-841C19.3,0,1,3.0,1.0,0.48092176128929087,,,,,,,,,,,,,,
EEF1A1P4,0.02398417703807354,1,5.0,2.0,0.5869575796330441,0.1097169236431529,0.049815822472039806,,,,,,,,,,,,
PYROXD1,0.18638978898525238,0,2.0,0.0,0.1744430588320051,0.025190654088708124,,,,,,,,,,,,,
RECQL,0,0,1.0,0.0,,,,,,,,,,,,,,,
GOLT1B,0,0,1.0,0.0,,,,,,,,,,,,,,,
LDHB,0.001072099432349205,1,7.0,2.0,0.2957082786633395,0.037527093556543496,0.012039368030493925,,,,,,,,,,,,
CMAS,0,0,2.0,0.0,0.1739898147573987,,,,,,,,,,,,,,
C2CD5,0,0,3.0,0.0,0.1967257701959892,0.0003280383241509274,0.00016185341611386707,,,,,,,,,,,,
ETNK1,0,1,6.0,0.0,0.23105122723167174,0.007745099566540042,0.005809330700301284,,,,,,,,,,,,
LRMP,0.06261885166168213,0,5.0,0.0,0.15226249074455223,0.00014569297941160214,,,,,,,,,,,,,
LYRM5,0,0,2.0,0.0,0.1835118036702887,0.014003311686726054,,,,,,,,,,,,,
KRAS,0,0,1.0,0.0,,,,,,,,,,,,,,,
RP11-443N24.1,0,0,1.0,0.0,,,,,,,,,,,,,,,
RP11-612B6.2,0,0,3.0,0.0,0.18695406829223307,0.0028496232564366292,,,,,,,,,,,,,
ITPR2,0.004982774145901203,1,20.0,3.0,0.6244640280459013,0.0852505039848649,0.03253284042889367,0.0316527911108116,0.03143683347590586,0.02804265007869948,0.02307971403236946,0.013649549338007197,0.005876733253501582,0.005814905035119359,0.003857717331763538,,,,
ASUN,0,1,3.0,0.0,0.2124815244131694,0.018696186096103067,0.014455864033039853,,,,,,,,,,,,
FGFR1OP2,0.27435508370399475,1,4.0,1.0,0.2779936317672007,0.04216339630532529,,,,,,,,,,,,,
RP11-421F16.3,0,0,4.0,0.0,0.06849142598992736,,,,,,,,,,,,,,
TM7SF3,0,1,3.0,1.0,0.3836405820648061,0.07882337942954372,,,,,,,,,,,,,
MED21,0.062101710587739944,0,2.0,0.0,0.06210170895259076,,,,,,,,,,,,,,
STK38L,0.21108201146125793,1,3.0,1.0,0.21108207391516604,,,,,,,,,,,,,,
PPFIBP1,0,1,5.0,0.0,0.20259787590209077,0.08064861730432697,0.0016709524649999572,,,,,,,,,,,,
MRPS35,0.0009948951192200184,0,2.0,0.0,,,,,,,,,,,,,,,
KLHL42,0.11006733775138855,0,2.0,0.0,0.11006734247489822,,,,,,,,,,,,,,
CCDC91,0,1,17.0,0.0,0.20099622141573362,0.04831530380634097,0.02812320337688992,,,,,,,,,,,,
FAR2,0.024759862571954727,0,4.0,0.0,0.07487937121643075,,,,,,,,,,,,,,
ERGIC2,0,1,3.0,1.0,0.2758191510372083,,,,,,,,,,,,,,
IPO8,0,0,1.0,0.0,,,,,,,,,,,,,,,
CAPRIN2,0.0011166792828589678,0,2.0,0.0,0.06992393586423966,,,,,,,,,,,,,,
DDX11,0.04946829378604889,0,5.0,0.0,,,,,,,,,,,,,,,
RP11-627K11.1,0,0,7.0,0.0,0.18176477382136272,0.011484056565967043,,,,,,,,,,,,,
FAM60A,0,1,8.0,0.0,0.22580898512402872,0.004716379335892808,,,,,,,,,,,,,
METTL20,0.043197061866521835,0,3.0,1.0,0.17427446665004345,0.06209588412189841,,,,,,,,,,,,,
AMN1,0.07534171640872955,0,8.0,0.0,0.07534170088906855,,,,,,,,,,,,,,
RP11-467L13.4,0,1,4.0,1.0,0.2646969397819786,,,,,,,,,,,,,,
H3F3C,0,1,3.0,1.0,0.28910551156235437,,,,,,,,,,,,,,
KIAA1551,0,1,8.0,1.0,0.547737383918748,0.0766812095406762,0.046714250281970945,0.019535281761277265,,,,,,,,,,,
BICD1,0,0,8.0,1.0,0.18441746985624516,0.03531391410120821,,,,,,,,,,,,,
DNM1L,0.04633456468582153,0,4.0,0.0,0.129221422409555,,,,,,,,,,,,,,
RP11-278C7.1,0,0,1.0,0.0,,,,,,,,,,,,,,,
YARS2,7.107104465831071e-05,0,1.0,0.0,,,,,,,,,,,,,,,
ALG10B,0.03045264258980751,1,2.0,1.0,0.2074537003031931,,,,,,,,,,,,,,
CPNE8,0.4248324930667877,1,1.0,1.0,0.42483247696931237,,,,,,,,,,,,,,
KIF21A,0.13632439076900482,1,17.0,0.0,0.21340129571182223,0.17596249546888473,0.026914404392871502,0.00719026377713939,,,,,,,,,,,
ABCD2,0,0,3.0,0.0,0.14819057825325824,0.04910038828932414,0.0057466343070965,,,,,,,,,,,,
GXYLT1,0,0,5.0,0.0,0.1536261889920111,0.07922672875202484,0.0013561790607733114,,,,,,,,,,,,
YAF2,0,0,3.0,0.0,,,,,,,,,,,,,,,
PPHLN1,0.10546918958425522,0,7.0,0.0,0.13716305713445204,0.08342642914072439,0.024425919907263817,,,,,,,,,,,,
ZCRB1,0.05665316805243492,1,3.0,0.0,0.20623983533799925,0.02193540342518407,,,,,,,,,,,,,
RP11-25I15.1,0,0,2.0,0.0,,,,,,,,,,,,,,,
RP11-73B8.1,0,0,0.0,0.0,,,,,,,,,,,,,,,
RP11-350F4.2,0,1,1.0,1.0,0.2625962431086475,,,,,,,,,,,,,,
PUS7L,0,0,3.0,0.0,0.09671091769092512,,,,,,,,,,,,,,
IRAK4,0.13654127717018127,1,3.0,0.0,0.20173090321332865,0.0022849792195954776,,,,,,,,,,,,,
TWF1,0,1,2.0,1.0,0.27767144179146647,0.020393594653262653,,,,,,,,,,,,,
NELL2,0,2,7.0,2.0,0.3497297757914872,0.3297935588293391,0.04422706500712519,0.01057169166335576,0.001678980692795844,,,,,,,,,,
PLEKHA8P1,0,1,5.0,1.0,0.46745968949419364,0.0789171473642848,0.03152411477366348,,,,,,,,,,,,
ANO6,0,1,5.0,2.0,0.4353054291710214,0.002610966221818955,,,,,,,,,,,,,
LINC00938,0,1,3.0,1.0,0.414980653054162,0.048608655228535046,,,,,,,,,,,,,
ARID2,0,1,6.0,0.0,0.24456535073106797,0.009046886989008211,0.008016054129852306,0.005441602796605572,0.0005907037587332567,,,,,,,,,,
SCAF11,0.02732306346297264,0,4.0,0.0,0.100836222296501,,,,,,,,,,,,,,
SLC38A1,0,0,10.0,0.0,0.18110429622409122,0.0047421247695695196,,,,,,,,,,,,,
SLC38A2,0,0,5.0,0.0,0.1618057454003244,0.00844902497791979,,,,,,,,,,,,,
RP11-96H19.1,2.846485767804552e-05,1,7.0,1.0,0.24742340314103886,0.10615518942241776,0.008497705337202748,,,,,,,,,,,,
RP11-474P2.4,0,0,3.0,0.0,0.1695444874115893,0.004631119818571984,,,,,,,,,,,,,
RP11-446N19.1,0,1,5.0,2.0,0.2875955429042617,0.022505715281983633,0.006932955288105506,0.003347339277312249,,,,,,,,,,,
AMIGO2,0,1,2.0,0.0,0.27098366717172984,2.9485138506418062e-05,,,,,,,,,,,,,
PCED1B,0,0,15.0,1.0,0.18798174765255704,0.1841839557107467,0.17587238745012432,0.10590550333753823,0.031081944141316372,0.023737269666086212,0.020822433968043206,,,,,,,,
RP11-23J18.1,0,0,1.0,0.0,,,,,,,,,,,,,,,
PCED1B-AS1,0,1,6.0,1.0,0.3991016606359252,0.043794936296692046,,,,,,,,,,,,,
RP11-493L12.4,0,1,8.0,0.0,0.229162035180623,0.0407028513209645,0.023918549982682287,,,,,,,,,,,,
RP11-493L12.5,0,1,9.0,1.0,0.3907758787569531,0.14722849554526357,0.0977144908783299,0.03863702193662383,0.021685708616802173,0.009335150505585622,,,,,,,,,
RPAP3,0.03814103081822395,0,6.0,0.0,0.18324990398241298,0.00101648412264158,,,,,,,,,,,,,
RP1-197B17.3,0,0,5.0,0.0,,,,,,,,,,,,,,,
SLC48A1,0,1,8.0,1.0,0.26515352365180067,0.07919343118401008,0.07048128427661887,0.0023126516481843554,,,,,,,,,,,
HDAC7,0.007331453263759613,0,8.0,0.0,0.11799443601444703,4.050417843383277e-06,,,,,,,,,,,,,
VDR,0.03037635050714016,1,9.0,1.0,0.29242986540798294,0.05187043723096387,0.027356746866633,,,,,,,,,,,,
