gene_name,transcript_length,GC_content,gene_name,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,on_ratio,pathway
GABPB2,2521.1428571428573,44.85000000000001,GABPB2,False,,240.66666666666666,10724.750000000015,0.6206745055095328,False,9,3.3240347,1.4641889,0.0,29.916313,3.431284,0.8888888888888888,
TNFAIP8L2,1178.0,51.62,TNFAIP8L2,False,,372.3333333333333,17027.000000000015,0.519041866803008,False,9,4.573203,1.7179699,0.0,41.15883,3.741444,1.0,
SCNM1,975.2857142857143,48.32,SCNM1,False,,633.6666666666666,28060.75000000005,0.3697717562324407,False,9,5.302994,1.8410248,0.0,47.726944,3.8862321,1.0,
LYSMD1,1741.0,46.07,LYSMD1,True,1160.0,54.22222222222222,5446.194444444444,1.7136453441427664,False,7,1.7942246,1.0275546,22.22222222222222,16.148022,2.8418827,0.3333333333333333,
VPS72,1483.1666666666667,47.36000000000001,VPS72,False,,123.77777777777777,6402.694444444447,0.9433728946542562,False,8,2.9252975,1.3674421,11.111111111111116,26.327677,3.3079,0.7777777777777778,
PSMD4,777.75,47.67000000000001,PSMD4,False,,1556.2222222222222,339671.44444444485,0.9681323012340053,False,9,6.393442,2.0005934,0.0,57.540977,4.069727,1.0,
RP11-126K1.2,464.5,54.93,RP11-126K1.2,False,,4.111111111111111,44.11111111111112,0.6211517321534169,False,3,0.6989008,0.5299815,66.66666666666667,6.2901073,1.9865183,0.1111111111111111,
PI4KB,1927.2857142857142,48.45,PI4KB,False,,38.44444444444444,481.5277777777778,0.30836442835980715,False,8,1.7955246,1.0280198,11.111111111111116,16.159721,2.8425648,0.1111111111111111,
RFX5,1040.3181818181818,49.77999999999998,RFX5,True,1505.0,77.55555555555556,5963.5277777777765,1.6243872376311888,False,8,2.618886,1.2861662,11.111111111111116,23.569973,3.201525,0.6666666666666666,
PSMB4,1128.2857142857142,49.269999999999996,PSMB4,True,6108.0,3037.777777777778,1449603.3194444447,1.2501104462472705,False,9,6.6877313,2.0396256,0.0,60.189583,4.113977,1.0,
POGZ,2523.8695652173915,41.789999999999985,POGZ,False,,63.77777777777778,1702.944444444444,0.5885793897229038,False,9,1.9745039,1.0900773,0.0,17.770535,2.9322884,0.3333333333333333,
RNY4P25,96.0,39.58,RNY4P25,True,5176.0,0.4444444444444444,1.7777777777777777,1.3043987438869877,False,1,0.27226722,0.24080053,88.88888888888889,2.4504051,1.2384917,0.1111111111111111,
SNX27,4493.8,40.41,SNX27,True,1360.0,40.55555555555556,2779.5277777777774,1.6605166085230691,False,6,0.9150986,0.6497691,33.333333333333336,8.235888,2.2230966,0.1111111111111111,
MRPL9,659.5454545454545,48.42000000000001,MRPL9,True,2803.0,190.66666666666666,17300.75,1.3976497294144992,False,9,4.316817,1.6708748,0.0,38.851353,3.6851563,1.0,
OAZ3,1140.0,48.76,OAZ3,True,3424.0,3.3333333333333335,100.0,1.3464245874032648,False,1,0.26830268,0.23767953,88.88888888888889,2.414724,1.2280967,0.1111111111111111,
TDRKH,1721.4666666666667,43.72000000000001,TDRKH,True,817.0,13.0,733.5,1.835515648616267,False,2,0.48457846,0.39513087,77.77777777777779,4.361206,1.679189,0.1111111111111111,
RP11-98D18.9,772.5,42.79,RP11-98D18.9,False,,8.666666666666666,134.25000000000003,0.6458678756607233,False,5,0.95233715,0.6690272,44.44444444444444,8.571034,2.2587414,0.1111111111111111,
THEM4,1589.0,42.1,THEM4,True,2511.0,53.22222222222222,3355.1944444444443,1.4352206554361693,False,7,1.8742557,1.0557938,22.22222222222222,16.868301,2.8830283,0.4444444444444444,
S100A10,663.25,45.97,S100A10,False,,718.0,80514.99999999999,0.8635465992999204,False,9,5.7720222,1.9127997,0.0,51.9482,3.969314,1.0,
S100A11,575.5,45.08,S100A11,False,,3597.1111111111113,658988.2361111096,0.41720753102019986,False,9,7.5768914,2.1490715,0.0,68.192024,4.2368855,1.0,
S100A6,560.2,58.510000000000005,S100A6,False,,5106.333333333333,1236832.5000000014,0.4089301485458656,False,9,7.955101,2.1922233,0.0,71.59591,4.284909,1.0,
S100A5,642.0,52.52,S100A5,True,1942.0,8.11111111111111,292.36111111111114,1.5356226897635978,False,3,0.74018776,0.55399305,66.66666666666667,6.6616898,2.0362325,0.2222222222222222,
S100A4,593.6666666666666,56.300000000000004,S100A4,False,,6287.444444444444,2377712.7777777817,0.5314528622918387,False,9,8.089945,2.2071688,0.0,72.8095,4.3014874,1.0,
S100A2,652.1666666666666,53.99,S100A2,True,3346.0,3.5555555555555554,113.77777777777777,1.3511324641776745,False,1,0.3123833,0.2718448,88.88888888888889,2.8114498,1.3380096,0.1111111111111111,
CHTOP,1787.6666666666667,44.31,CHTOP,True,321.0,135.88888888888889,17740.611111111106,2.2167567225761116,False,9,2.830224,1.3429233,0.0,25.472017,3.2760882,0.7777777777777778,
SNAPIN,950.0,51.31,SNAPIN,False,,344.8888888888889,24739.861111111106,0.8462248210104915,False,9,4.675936,1.7362355,0.0,42.083427,3.7631383,1.0,
ILF2,967.25,44.75,ILF2,True,6237.0,910.4444444444445,170578.27777777775,1.227253959200719,False,9,5.61759,1.8897313,0.0,50.558308,3.9427133,1.0,
SLC27A3,1529.1538461538462,59.38999999999999,SLC27A3,False,,29.0,881.0,0.8211178564153442,False,6,1.3583053,0.8579433,33.333333333333336,12.224748,2.58209,0.2222222222222222,
DENND4B,1395.7692307692307,56.48000000000001,DENND4B,False,,50.666666666666664,2282.0000000000005,1.0355067922648167,False,8,2.092615,1.129017,11.111111111111116,18.833534,2.987374,0.3333333333333333,
CRTC2,1380.1,53.2,CRTC2,False,,27.0,893.7499999999999,0.9173829591035608,False,8,1.61286,0.9604454,11.111111111111116,14.515739,2.741855,0.2222222222222222,
SLC39A1,1628.111111111111,52.25,SLC39A1,True,185.0,55.77777777777778,7004.444444444444,2.460948159692344,False,6,1.5761839,0.9463092,33.333333333333336,14.185656,2.7203512,0.4444444444444444,
JTB,893.1666666666666,50.96,JTB,False,,799.5555555555555,63123.277777777796,0.5656887530149037,False,9,5.612187,1.8889145,0.0,50.50968,3.9417698,1.0,
RPS27,503.75,45.91,RPS27,True,7467.0,12578.666666666666,18019783.50000001,1.0596706201734354,False,9,8.938792,2.2964456,0.0,80.44913,4.3999786,1.0,Ribosomal Processes
TPM3,1354.8636363636363,45.13999999999999,TPM3,True,2049.0,1589.3333333333333,551850.5000000002,1.515826859978914,False,9,5.8460674,1.9236743,0.0,52.61461,3.9818215,1.0,
C1orf43,1053.6666666666667,45.87,C1orf43,True,6299.0,330.8888888888889,33465.111111111095,1.2178336256089188,False,9,4.4658074,1.6985118,0.0,40.19227,3.7182505,1.0,
UBAP2L,1515.0526315789473,43.58000000000001,UBAP2L,True,5067.0,176.33333333333334,14463.999999999998,1.3051374439075856,False,9,3.44705,1.492241,0.0,31.02345,3.4664686,1.0,
HAX1,975.3636363636364,49.779999999999994,HAX1,True,7272.0,179.22222222222223,12279.194444444442,1.0829125750200956,False,8,3.654595,1.5378549,11.111111111111116,32.891354,3.52316,0.8888888888888888,
UBE2Q1,880.5714285714286,50.99,UBE2Q1,True,678.0,68.22222222222223,5980.694444444444,1.9075471040823888,False,8,2.4322205,1.2332075,11.111111111111116,21.889984,3.1306994,0.5555555555555556,
ADAR,2652.5454545454545,45.350000000000016,ADAR,True,310.0,277.22222222222223,72226.19444444444,2.231845813107453,False,9,3.0002222,1.3863499,0.0,27.002,3.3322759,0.7777777777777778,
PMVK,1280.0,49.94,PMVK,True,991.0,69.66666666666667,5685.5,1.768564420955719,False,7,2.1672087,1.1528506,22.22222222222222,19.504879,3.0206628,0.5555555555555556,
PBXIP1,1740.5,54.24,PBXIP1,False,,155.55555555555554,8755.527777777781,0.9419739639481767,False,9,3.229053,1.4419781,0.0,29.061478,3.4032445,0.8888888888888888,
PYGO2,1682.0,54.77,PYGO2,True,1544.0,21.77777777777778,1264.6944444444443,1.6172641679481605,False,5,0.97913307,0.6826589,44.44444444444444,8.812198,2.2836263,0.2222222222222222,
SHC1,1953.8333333333333,53.79,SHC1,False,,40.77777777777778,1403.6944444444443,0.832700991092088,False,8,1.6003387,0.9556417,11.111111111111116,14.4030485,2.7345655,0.2222222222222222,
CKS1B,769.7142857142857,44.39999999999999,CKS1B,False,,286.0,10755.750000000005,0.48557296571075864,False,9,4.719727,1.743921,0.0,42.477543,3.7722445,1.0,
FLAD1,1295.5384615384614,51.25,FLAD1,True,1816.0,121.77777777777777,10356.444444444445,1.5600437675820553,False,7,2.712553,1.3117198,22.22222222222222,24.412977,3.23526,0.6666666666666666,
SLC50A1,881.3846153846154,55.669999999999995,SLC50A1,True,482.0,120.88888888888889,14106.861111111111,2.0528465248244894,False,8,3.1001809,1.4110311,11.111111111111116,27.901628,3.363898,0.6666666666666666,
DPM3,470.6666666666667,60.71,DPM3,False,,262.3333333333333,9758.00000000002,0.49909549466033126,False,9,5.1149044,1.8107291,0.0,46.03414,3.8508737,1.0,
KRTCAP2,783.2,50.63999999999999,KRTCAP2,False,,70.22222222222223,2171.194444444444,0.6689722474515551,False,9,3.184882,1.4314785,0.0,28.663937,3.3899322,0.8888888888888888,
MTX1,1335.0,55.87,MTX1,False,,69.55555555555556,1095.5277777777765,0.3414337716821077,False,9,2.7822824,1.3303276,0.0,25.04054,3.2596545,0.8888888888888888,
GBAP1,1749.6666666666667,49.28,GBAP1,True,1423.0,14.222222222222221,908.1944444444445,1.645278347160812,False,5,0.6546929,0.50361544,44.44444444444444,5.8922358,1.9303955,0.2222222222222222,
GBA,1189.3333333333333,51.51999999999999,GBA,True,450.0,28.11111111111111,2275.611111111111,2.07540457037343,False,4,1.0416942,0.7137799,55.55555555555556,9.375247,2.339423,0.2222222222222222,
AL713999.1,89.0,25.84,AL713999.1,True,4740.0,0.6666666666666666,4.0,1.3098569510116398,False,1,0.34760016,0.29832536,88.88888888888889,3.1284015,1.4178903,0.1111111111111111,
FAM189B,1828.7777777777778,57.39999999999999,FAM189B,True,2115.0,7.666666666666667,291.50000000000006,1.5060612367608506,False,2,0.47914156,0.3914619,77.77777777777779,4.312274,1.67002,0.1111111111111111,
SCAMP3,978.2222222222222,51.949999999999996,SCAMP3,True,346.0,320.44444444444446,57538.77777777777,2.1964360070616675,False,9,4.3594513,1.6788616,0.0,39.23506,3.6947389,1.0,
CLK2,1725.5,50.41,CLK2,False,,55.111111111111114,1893.8611111111109,0.7780844797154151,False,8,1.9582958,1.0846133,11.111111111111116,17.624662,2.9244866,0.5555555555555556,
FDPS,931.7894736842105,50.48000000000001,FDPS,False,,386.6666666666667,28507.749999999996,0.8206703471164217,False,9,4.8046246,1.758655,0.0,43.24162,3.789666,1.0,
RUSC1,1596.7058823529412,58.02999999999998,RUSC1,True,2039.0,11.333333333333334,490.0,1.518469182019491,False,3,0.579395,0.45704186,66.66666666666667,5.214555,1.826894,0.1111111111111111,
ASH1L,3924.285714285714,41.38,ASH1L,True,2185.0,57.111111111111114,4497.36111111111,1.4925240598140848,False,8,1.4015963,0.8761336,11.111111111111116,12.614367,2.6111257,0.1111111111111111,
ASH1L-AS1,1258.3333333333333,61.53,ASH1L-AS1,False,,28.333333333333332,1076.25,1.0349292389338456,False,7,1.4870942,0.91111505,22.22222222222222,13.383847,2.6661057,0.2222222222222222,
DAP3P1,278.0,47.15,DAP3P1,True,4631.0,0.8888888888888888,7.111111111111111,1.3102729039144245,False,1,0.27738398,0.24481422,88.88888888888889,2.496456,1.2517499,0.1111111111111111,
YY1AP1,1938.962962962963,44.64000000000001,YY1AP1,False,,52.55555555555556,1308.5277777777778,0.5680919339218918,False,9,2.022774,1.106175,0.0,18.204966,2.955169,0.2222222222222222,
DAP3,850.2692307692307,44.89,DAP3,True,1151.0,384.22222222222223,59016.94444444443,1.7153999860974816,False,9,4.7839484,1.7550865,0.0,43.055534,3.785451,1.0,
GON4L,2723.75,44.02999999999999,GON4L,True,5249.0,162.11111111111111,12828.36111111111,1.3026010420846708,False,9,2.6515102,1.2951409,0.0,23.863592,3.2134047,0.6666666666666666,
SYT11,3281.0,46.5,SYT11,True,2787.0,155.66666666666666,13024.500000000004,1.3998577451261498,False,9,2.5299644,1.2612878,0.0,22.76968,3.1684108,0.5555555555555556,
RIT1,1190.6666666666667,43.800000000000004,RIT1,True,2053.0,374.0,65533.99999999999,1.5151021006451864,False,9,4.4792614,1.7009703,0.0,40.31335,3.7211857,1.0,
KIAA0907,1409.6,42.57,KIAA0907,True,1995.0,65.88888888888889,5491.861111111111,1.5267768135240765,False,9,2.3759766,1.2166846,0.0,21.38379,3.108337,0.5555555555555556,
SNORA42-1,137.0,54.74,SNORA42,False,,3.111111111111111,38.111111111111114,0.8541327039792659,False,2,0.737443,0.5524145,77.77777777777779,6.6369867,2.033003,0.2222222222222222,
SSR2,1144.111111111111,46.99,SSR2,True,6525.0,883.5555555555555,156154.0277777778,1.1821770466537822,False,9,5.437111,1.8620799,0.0,48.934,3.910702,1.0,
UBQLN4,1577.3333333333333,50.71,UBQLN4,True,1855.0,14.777777777777779,1291.4444444444443,1.5538654158545513,False,3,0.6396727,0.49449664,66.66666666666667,5.7570543,1.9105871,0.1111111111111111,
LAMTOR2,619.3333333333334,50.94,LAMTOR2,True,2823.0,998.0,226862.49999999994,1.3956718513675652,False,9,6.1539125,1.9676595,0.0,55.385212,4.032207,1.0,
SEMA4A,1727.2666666666667,51.590000000000025,SEMA4A,True,902.0,33.44444444444444,2341.027777777778,1.800652162484859,False,4,1.115591,0.7493342,55.55555555555556,10.040319,2.4015539,0.2222222222222222,
SLC25A44,2490.2,48.19,SLC25A44,True,907.0,89.0,9278.25,1.79931131039536,False,9,2.0332294,1.1096278,0.0,18.299065,2.9600565,0.4444444444444444,
PMF1,903.125,50.07999999999999,PMF1,False,,331.77777777777777,13704.444444444443,0.4967274425385201,False,9,4.701157,1.7406691,0.0,42.310413,3.768393,1.0,
SMG5,1402.5,49.82,SMG5,True,2397.0,18.0,868.25,1.455764224172438,False,5,1.0094618,0.6978669,44.44444444444444,9.0851555,2.3110645,0.1111111111111111,
TMEM79,1607.857142857143,50.78000000000001,TMEM79,True,2711.0,8.777777777777779,413.9444444444444,1.4080821740489742,False,4,0.50605285,0.40949222,55.55555555555556,4.554476,1.714604,0.1111111111111111,
C1orf85,854.6666666666666,53.899999999999984,C1orf85,True,6445.0,20.666666666666668,805.75,1.1958081241244498,False,7,1.434751,0.8898445,22.22222222222222,12.91276,2.6328063,0.3333333333333333,
CCT3,1178.75,45.929999999999986,CCT3,True,473.0,382.3333333333333,70248.00000000003,2.0571713766854627,False,9,4.3185215,1.6711954,0.0,38.866695,3.6855414,1.0,
TSACC,576.125,46.44,TSACC,True,3580.0,4.444444444444445,112.02777777777777,1.3372180225228392,False,3,0.5367323,0.4296583,66.66666666666667,4.8305907,1.7631183,0.1111111111111111,
IQGAP3,3157.25,50.86,IQGAP3,False,,176.44444444444446,8900.777777777776,0.8024367234098432,False,9,2.8175435,1.3396071,0.0,25.357891,3.2717676,0.7777777777777778,
APOA1BP,869.2,56.38000000000001,APOA1BP,True,762.0,275.3333333333333,39173.750000000015,1.868758956685553,False,9,4.306547,1.6689414,0.0,38.758926,3.6828344,1.0,
GPATCH4,912.7058823529412,48.63999999999999,GPATCH4,False,,128.33333333333334,6071.000000000001,0.8515293227825295,False,8,3.379935,1.4770339,11.111111111111116,30.419415,3.447426,0.8888888888888888,
ISG20L2,1815.3333333333333,50.300000000000004,ISG20L2,False,,36.666666666666664,1053.5,0.7179115447831381,False,8,1.5575727,0.93905866,11.111111111111116,14.018154,2.7092597,0.2222222222222222,
RRNAD1,905.3636363636364,51.0,RRNAD1,False,,24.0,310.0,0.37416933548384557,False,9,1.9714334,1.0890445,0.0,17.7429,2.930815,0.4444444444444444,
MRPL24,713.0,48.93,MRPL24,False,,163.0,6366.499999999998,0.6415182846584775,False,9,4.139307,1.6369183,0.0,37.253765,3.644242,1.0,
HDGF,1342.5454545454545,51.350000000000016,HDGF,False,,139.55555555555554,7508.777777777781,0.939095568354127,False,9,3.3078384,1.4604362,0.0,29.770546,3.426558,0.8888888888888888,
PRCC,1197.5,46.540000000000006,PRCC,False,,31.444444444444443,1101.0277777777778,0.9198680640642712,False,6,1.6091956,0.95904195,33.333333333333336,14.48276,2.7397273,0.4444444444444444,
SH2D2A,1218.1666666666667,55.56,SH2D2A,False,,224.44444444444446,12436.277777777774,0.7954943188083996,False,9,3.9995494,1.6093478,0.0,35.995945,3.6108084,1.0,
ETV3,2496.3333333333335,43.29,ETV3,False,,38.888888888888886,1656.361111111111,1.044900705236002,False,8,1.428553,0.8872956,11.111111111111116,12.8569765,2.6287887,0.2222222222222222,
FCRL3,2254.75,40.63999999999999,FCRL3,True,1734.0,14.777777777777779,1447.9444444444443,1.5790396613398647,False,2,0.48780715,0.3973033,77.77777777777779,4.3902645,1.6845945,0.1111111111111111,
PYHIN1,1512.7142857142858,38.93,PYHIN1,False,,672.5555555555555,36074.27777777779,0.4310872594861487,False,9,4.9268994,1.7795012,0.0,44.342094,3.814236,1.0,
IFI16,2128.3333333333335,38.34000000000002,IFI16,True,2288.0,1795.111111111111,665881.3611111115,1.4758621724813,False,9,5.4906077,1.8703562,0.0,49.41547,3.920298,1.0,Interferon Signaling
AIM2,865.75,40.1,AIM2,True,2881.0,14.11111111111111,553.1111111111112,1.3901125733762376,False,3,0.9509761,0.6683298,66.66666666666667,8.5587845,2.2574606,0.2222222222222222,
DUSP23,726.3333333333334,59.37,DUSP23,True,1771.0,86.77777777777777,6645.694444444444,1.5692337526607898,False,7,2.8114252,1.3380032,22.22222222222222,25.302826,3.2696764,0.6666666666666666,
TAGLN2,1153.6,56.56,TAGLN2,True,1216.0,157.11111111111111,15999.361111111108,1.6975100464362534,False,8,3.12503,1.4170732,11.111111111111116,28.12527,3.371606,0.7777777777777778,
IGSF8,1661.0,58.9,IGSF8,False,,20.333333333333332,656.5000000000001,0.9968175249134904,False,5,0.97353745,0.6798276,44.44444444444444,8.761837,2.2784805,0.1111111111111111,
PEA15,1710.0,51.85,PEA15,False,,24.88888888888889,813.8611111111111,0.9342381685938491,False,6,1.1874074,0.782717,33.333333333333336,10.6866665,2.4584486,0.1111111111111111,
DCAF8,1555.5263157894738,43.13,DCAF8,False,,37.44444444444444,480.2777777777778,0.3183779186512651,False,8,1.9277003,1.0742172,11.111111111111116,17.349302,2.9095914,0.2222222222222222,
RP11-574F21.2,557.0,58.74,RP11-574F21.2,False,,5.444444444444445,97.77777777777779,0.8875722293714655,False,3,0.7009911,0.5312111,66.66666666666667,6.30892,1.9890954,0.1111111111111111,
PEX19,1239.0,46.350000000000016,PEX19,True,2566.0,62.111111111111114,3999.611111111111,1.427388651187022,False,6,2.0762968,1.1237265,33.333333333333336,18.686672,2.9799418,0.6666666666666666,
COPA,1811.142857142857,40.67000000000001,COPA,False,,168.44444444444446,5940.527777777773,0.5716151772655386,False,9,3.324704,1.4643437,0.0,29.922335,3.4314787,1.0,
NCSTN,1260.2941176470588,46.850000000000016,NCSTN,False,,92.33333333333333,3239.500000000001,0.7059792681233491,False,8,2.8055944,1.3364722,11.111111111111116,25.25035,3.2676795,0.8888888888888888,
SLAMF6,2061.6666666666665,39.67,SLAMF6,True,6093.0,185.55555555555554,14908.527777777788,1.2517758644369479,False,9,3.0790281,1.4058588,0.0,27.711254,3.357289,0.8888888888888888,
CD84,2771.0,41.6,CD84,False,,203.66666666666666,6708.999999999999,0.4933054703337376,False,9,3.133698,1.4191724,0.0,28.203281,3.3742812,1.0,
SLAMF1,1770.2,42.25,SLAMF1,False,,434.0,40808.74999999999,0.9840812403072905,False,9,4.2017627,1.6489975,0.0,37.815865,3.658829,1.0,
CD48,1459.5,42.18,CD48,False,,864.7777777777778,124012.1944444443,0.9736694231010768,False,9,5.165989,1.8190485,0.0,46.4939,3.8606012,1.0,
SLAMF7,1704.6,44.040000000000006,SLAMF7,True,175.0,156.88888888888889,30705.611111111113,2.48943508971014,False,7,2.5197566,1.2583919,22.22222222222222,22.677809,3.1645384,0.5555555555555556,
CD244,1306.1666666666667,43.82,CD244,False,,75.77777777777777,1692.1944444444453,0.47461834937052566,False,8,2.6189392,1.286181,11.111111111111116,23.570452,3.2015445,0.7777777777777778,Exhaustion
TSTD1,590.1428571428571,60.14999999999999,TSTD1,False,,482.8888888888889,46030.86111111108,0.9391146390283783,False,9,5.4840055,1.8693384,0.0,49.35605,3.9191186,1.0,
USF1,1067.9166666666667,50.71,USF1,False,,62.0,1935.7500000000005,0.6923461786671923,False,7,2.368673,1.2145189,22.22222222222222,21.318058,3.105396,0.6666666666666666,
ARHGAP30,2855.4285714285716,49.519999999999996,ARHGAP30,False,,237.33333333333334,17340.25,1.023782242900976,False,9,3.1560943,1.4245758,0.0,28.404848,3.3811595,1.0,
PFDN2,542.5,44.14,PFDN2,False,,446.1111111111111,26835.86111111112,0.6200366750691445,False,9,5.490668,1.8703654,0.0,49.41601,3.9203088,1.0,
NIT1,963.1875,49.13,NIT1,False,,63.333333333333336,2580.25,0.8993369972519321,False,8,2.5889385,1.2778565,11.111111111111116,23.300446,3.1904948,0.7777777777777778,
DEDD,1413.0,46.36000000000001,DEDD,False,,169.33333333333334,9100.999999999996,0.8692785991054311,False,9,3.5131307,1.506991,0.0,31.618176,3.4848697,1.0,
UFC1,708.8333333333334,46.11000000000001,UFC1,False,,876.1111111111111,118140.1111111112,0.9073216218387431,False,9,5.916254,1.9338742,0.0,53.24629,3.9935346,1.0,
USP21,1398.1,53.42999999999999,USP21,True,1369.0,19.666666666666668,1161.7499999999998,1.6578485121816702,False,4,0.89702296,0.6402858,55.55555555555556,8.073207,2.2053258,0.1111111111111111,
PPOX,1014.95,53.010000000000005,PPOX,True,2440.0,62.22222222222222,4064.444444444445,1.4473680732604821,False,6,2.2203023,1.1694752,33.333333333333336,19.982721,3.0436993,0.6666666666666666,
B4GALT3,1115.1666666666667,51.54,B4GALT3,False,,58.77777777777778,2284.194444444445,0.8712334358796807,False,8,2.452355,1.2390566,11.111111111111116,22.071194,3.1385849,0.5555555555555556,
NDUFS2,1022.5,49.73000000000001,NDUFS2,False,,634.7777777777778,62425.944444444394,0.820266065185979,False,9,5.2200775,1.8277824,0.0,46.980698,3.8707988,1.0,Mitochondrial Respiration
FCER1G,568.0,49.29,FCER1G,True,1117.0,42.55555555555556,3169.777777777778,1.7291466323542022,False,5,2.0483644,1.1146052,44.44444444444444,18.43528,2.96709,0.5555555555555556,
TOMM40L,1387.3333333333333,52.92000000000001,TOMM40L,False,,12.0,318.75,0.9972147376484181,False,4,0.7686954,0.5702422,55.55555555555556,6.9182587,2.0691714,0.1111111111111111,
SDHC,696.4444444444445,42.37,SDHC,False,,16.11111111111111,412.3611111111111,0.8643584103804577,False,5,1.3092589,0.83692664,44.44444444444444,11.783331,2.548142,0.3333333333333333,Mitochondrial Respiration
FCGR3A,1609.5,44.300000000000004,FCGR3A,True,4016.0,183.88888888888889,15534.361111111117,1.3211047836296306,False,8,3.159112,1.4253016,11.111111111111116,28.432007,3.3820827,0.8888888888888888,
DUSP12,863.4,39.87,DUSP12,True,876.0,195.44444444444446,23192.02777777777,1.8086877210155148,False,9,4.0460033,1.6185966,0.0,36.414032,3.6220458,1.0,
ATF6,4137.0,37.21,ATF6,True,2116.0,94.11111111111111,7084.611111111111,1.5058491605552506,False,7,1.663826,0.97976345,22.22222222222222,14.974434,2.7709897,0.2222222222222222,
UHMK1,5702.75,38.32,UHMK1,False,,163.11111111111111,6237.6111111111095,0.6279301329906586,False,9,2.219514,1.1692303,0.0,19.975626,3.0433612,0.3333333333333333,
UAP1,1529.7142857142858,39.65,UAP1,True,3289.0,40.77777777777778,2285.6944444444443,1.3559218936538986,False,5,1.4407276,0.8922962,44.44444444444444,12.966548,2.636665,0.3333333333333333,
HSD17B7,941.8181818181819,39.34000000000001,HSD17B7,False,,93.77777777777777,1112.4444444444457,0.23755688987126142,False,9,3.438372,1.4902877,0.0,30.945347,3.4640265,1.0,
RGS5,1048.2727272727273,37.67000000000001,RGS5,True,3276.0,3.7777777777777777,128.44444444444446,1.3560150959309722,False,1,0.28271434,0.2489784,88.88888888888889,2.544429,1.265377,0.1111111111111111,
RP11-267N12.3,740.0,37.85,RP11-267N12.3,True,3842.0,2.2222222222222223,44.44444444444444,1.3263780738271684,False,1,0.2710041,0.23980723,88.88888888888889,2.439037,1.2351915,0.1111111111111111,
NUF2,1010.1666666666666,36.44,NUF2,True,2145.0,76.55555555555556,5417.027777777777,1.4998976861774302,False,7,2.4445214,1.2367849,22.22222222222222,22.000692,3.1355243,0.6666666666666666,
MGST3,1006.8571428571429,43.51,MGST3,False,,333.55555555555554,15101.777777777792,0.5430247547678473,False,9,4.6232,1.7269009,0.0,41.6088,3.752061,1.0,
ALDH9A1,1202.5,40.34,ALDH9A1,True,1339.0,247.55555555555554,29963.77777777778,1.6654188901813003,False,9,3.892203,1.5876428,0.0,35.029827,3.584347,0.8888888888888888,
TMCO1,1299.7142857142858,40.02,TMCO1,False,,1101.3333333333333,159952.5,0.831092350260254,False,9,5.541386,1.878149,0.0,49.872475,3.929322,1.0,
UCK2,1304.2222222222222,44.22,UCK2,True,578.0,103.77777777777777,10541.194444444445,1.9675885143128502,False,9,2.638226,1.2914962,0.0,23.744034,3.2085843,0.6666666666666666,
TADA1,2349.0,40.95,TADA1,False,,45.888888888888886,1612.6111111111113,0.8256760501186307,False,6,1.4840865,0.909905,33.333333333333336,13.356778,2.6642222,0.1111111111111111,
POU2F1,4075.0555555555557,37.96000000000001,POU2F1,True,298.0,38.55555555555556,4292.777777777777,2.2455873726874898,False,7,0.7940121,0.58445454,22.22222222222222,7.146109,2.0975404,0.1111111111111111,
CD247,1440.857142857143,47.24,CD247,False,,261.3333333333333,8087.500000000018,0.41592951022862107,False,9,4.004571,1.6103517,0.0,36.041138,3.612029,1.0,CD3/TCR Signaling
CREG1,1384.0,44.46,CREG1,True,2094.0,34.0,2004.75,1.5087541990443645,False,5,1.3561285,0.8570198,44.44444444444444,12.205156,2.5806074,0.2222222222222222,
RCSD1,1470.3333333333333,46.77,RCSD1,True,6082.0,193.33333333333334,15822.999999999993,1.253245288109779,False,9,3.4965644,1.5033137,0.0,31.46908,3.4802883,0.8888888888888888,
MPZL1,1518.1818181818182,41.24,MPZL1,True,664.0,33.0,4840.5,1.917680474743484,False,3,0.84630746,0.6131877,66.66666666666667,7.616767,2.15371,0.2222222222222222,
MPC2,1206.6666666666667,37.86,MPC2,False,,235.22222222222223,13004.194444444442,0.7776707508407217,False,9,4.0528774,1.6199579,0.0,36.475895,3.623698,1.0,
DCAF6,1783.1666666666667,35.90999999999999,DCAF6,True,2391.0,86.77777777777777,6170.194444444445,1.4569549448359767,False,7,2.181111,1.1572305,22.22222222222222,19.63,3.0267463,0.6666666666666666,
TIPRL,1178.5,39.04,TIPRL,True,1010.0,338.3333333333333,49972.00000000001,1.7590920418761247,False,9,4.339986,1.675223,0.0,39.05987,3.690375,1.0,
RP1-69E11.3,248.0,45.97,RP1-69E11.3,True,3254.0,3.888888888888889,136.11111111111111,1.3583794634264597,False,1,0.42532527,0.35440004,88.88888888888889,3.8279274,1.5744172,0.1111111111111111,
SFT2D2,3242.5,43.37,SFT2D2,True,7018.0,192.33333333333334,13972.749999999996,1.1149014524457974,False,9,2.7672238,1.3263383,0.0,24.905014,3.2544365,0.7777777777777778,
ATP1B1,1665.8,43.48,ATP1B1,True,2834.0,12.222222222222221,612.9444444444445,1.3948796836373938,False,5,0.7225494,0.54380536,44.44444444444444,6.5029445,2.0152955,0.1111111111111111,
