gene_name,transcript_length,GC_content,gene_name,TSS,start,end,chr,dir,ENSG,highly_variable,highly_variable_rank,means,variances,variances_norm,mt,n_cells_by_counts,mean_counts,log1p_mean_counts,pct_dropout_by_counts,total_counts,log1p_total_counts,F_pval
BCAN,1580.75,55.82,BCAN,156611182,156611182,156629324,1,1,ENSG00000132692,True,1029.0,9.871428571428572,1594.8093167701863,1.5853232521410494,False,5,0.27236107,0.24087429,92.85714285714286,19.065275,2.9989908,0.66729154495877
ISG20L2,1815.3333333333333,50.300000000000004,ISG20L2,156695659,156691683,156698591,1,-1,ENSG00000143319,False,,18.071428571428573,1962.3281573498966,0.847764117891329,False,23,0.73297364,0.5498388,67.14285714285715,51.308155,3.9571524,0.08276118193130418
RRNAD1,905.3636363636364,51.0,RRNAD1,156698234,156698234,156706752,1,1,ENSG00000143303,False,,17.142857142857142,1155.8343685300208,0.534936995416753,False,38,1.333799,0.8474974,45.714285714285715,93.36593,4.54718,0.024699179678145063
MRPL24,713.0,48.93,MRPL24,156708019,156707095,156711382,1,1,ENSG00000143314,False,,71.6,6168.562318840581,0.518711626249432,False,43,2.672937,1.3009915,38.57142857142857,187.10559,5.2370033,0.027850978979597117
HDGF,1342.5454545454545,51.350000000000016,HDGF,156721536,156711899,156736717,1,1,ENSG00000143321,False,,15.071428571428571,946.8209109730849,0.5202129594948887,False,27,0.90095013,0.64235383,61.42857142857143,63.06651,4.1599216,0.04341095935929672
PRCC,1197.5,46.540000000000006,PRCC,156720402,156720402,156770607,1,1,ENSG00000143294,False,,11.3,747.140579710145,0.612155087568779,False,19,0.6582343,0.50575334,72.85714285714286,46.0764,3.8517718,0.4713635162033924
SH2D2A,1218.1666666666667,55.56,SH2D2A,156786626,156776035,156786654,1,-1,ENSG00000027869,False,,116.5,9337.094202898552,0.4608744375213135,False,61,3.3640604,1.4734029,12.857142857142856,235.48422,5.4658813,0.0462847254841904
ETV3,2496.3333333333335,43.29,ETV3,157108159,157090983,157108266,1,-1,ENSG00000117036,True,4391.0,18.214285714285715,2694.46066252588,1.1522606143822647,False,19,0.6194295,0.48207393,72.85714285714286,43.360065,3.7923396,0.7767540665682346
PYHIN1,1512.7142857142858,38.93,PYHIN1,158900586,158900586,158946844,1,1,ENSG00000163564,False,,661.9142857142857,146945.23892339543,0.9384398880345706,False,67,5.2238407,1.8283871,4.285714285714281,365.66885,5.904459,0.19036161641480953
IFI16,2128.3333333333335,38.34000000000002,IFI16,158969758,158969758,159024945,1,1,ENSG00000163565,False,,791.3571428571429,170481.30538302276,0.8517566033495949,False,67,5.07827,1.8047202,4.285714285714281,355.47888,5.876275,0.4900848050080777
AIM2,865.75,40.1,AIM2,159046691,159032274,159116886,1,1,ENSG00000163568,True,2204.0,7.3,1197.3724637681162,1.3655078391143864,False,7,0.3279313,0.28362232,90.0,22.955193,3.1761851,0.2487939196067429
DUSP23,726.3333333333334,59.37,DUSP23,159750722,159750722,159752333,1,1,ENSG00000158716,False,,100.0,7702.608695652173,0.44909338396162957,False,54,3.4579582,1.4946909,22.857142857142854,242.05708,5.493296,0.6216103529319321
TAGLN2,1153.6,56.56,TAGLN2,159893507,159887897,159895522,1,-1,ENSG00000158710,True,6088.0,103.25714285714285,18847.845962732925,1.0614955872425307,False,40,2.3580437,1.2113585,42.85714285714286,165.06305,5.1123676,0.3604648991345594
PIGM,4322.0,41.3,PIGM,160001783,159997462,160001783,1,-1,ENSG00000143315,True,3622.0,65.08571428571429,12930.021532091097,1.2104706427977805,False,35,1.27517,0.82205474,50.0,89.2619,4.5027156,0.3481944856973437
IGSF8,1661.0,58.9,IGSF8,160068479,160061130,160068733,1,-1,ENSG00000162729,True,2320.0,13.871428571428572,5643.157142857143,1.3492103875804964,False,5,0.27674672,0.24431522,92.85714285714286,19.37227,3.0141747,0.6691960746418717
PEA15,1710.0,51.85,PEA15,160175127,160175127,160185166,1,1,ENSG00000162734,False,,10.142857142857142,639.9792960662526,0.6114066760300839,False,16,0.5396228,0.43153745,77.14285714285715,37.773594,3.6577394,0.3597993834203613
DCAF8,1555.5263157894738,43.13,DCAF8,160232241,160185505,160254920,1,-1,ENSG00000132716,False,,19.32857142857143,1934.3977225672877,0.767027987267343,False,27,0.8876701,0.6353433,61.42857142857143,62.136906,4.1453056,0.38129507870878554
RP11-574F21.2,557.0,58.74,RP11-574F21.2,160231534,160231534,160232568,1,1,ENSG00000228606,False,,2.7857142857142856,66.05486542443064,0.40695349887443144,False,12,0.45933446,0.37798047,82.85714285714285,32.15341,3.5011456,0.8218234698594085
PEX19,1239.0,46.350000000000016,PEX19,160254936,160246602,160256138,1,-1,ENSG00000162735,True,1206.0,43.871428571428574,10381.852795031056,1.5393455009803836,False,23,1.2268572,0.80059123,67.14285714285715,85.880005,4.464528,0.06756064231600005
COPA,1811.142857142857,40.67000000000001,COPA,160313038,160259063,160313190,1,-1,ENSG00000122218,False,,56.142857142857146,8591.805383022775,0.9530751908801517,False,29,1.3995863,0.87529635,58.57142857142856,97.97104,4.594827,0.014799858609754257
NCSTN,1260.2941176470588,46.850000000000016,NCSTN,160313062,160313062,160328742,1,1,ENSG00000162736,True,2470.0,59.1,12724.439130434785,1.3298251066627416,False,25,1.334505,0.84779984,64.28571428571428,93.415344,4.5477037,0.0161414444213908
SLAMF6,2061.6666666666665,39.67,SLAMF6,160493052,160454820,160493052,1,-1,ENSG00000162739,False,,65.28571428571429,7572.265010351967,0.7064379302241139,False,43,1.840442,1.0439596,38.57142857142857,128.83093,4.866233,0.9754298650569379
CD84,2771.0,41.6,CD84,160549263,160510885,160549306,1,-1,ENSG00000066294,True,4070.0,27.071428571428573,4444.849896480331,1.1708037387331107,False,21,0.735883,0.55151623,70.0,51.51181,3.961038,0.4899808266652115
SLAMF1,1770.2,42.25,SLAMF1,160617085,160577890,160617085,1,-1,ENSG00000117090,True,4416.0,426.3857142857143,101773.54472049687,1.1505631952705664,False,63,4.2945113,1.6666707,9.999999999999998,300.61578,5.709154,2.2357151503688616e-05
CD48,1459.5,42.18,CD48,160681641,160648536,160681641,1,-1,ENSG00000117091,False,,710.3857142857142,173396.26935817816,1.0058004522124473,False,68,5.4191294,1.8592825,2.857142857142858,379.33905,5.941063,0.017968496103349114
SLAMF7,1704.6,44.040000000000006,SLAMF7,160709037,160709037,160724611,1,1,ENSG00000026751,True,1343.0,23.771428571428572,4913.91801242236,1.5088741382016153,False,13,0.5920328,0.4650117,81.42857142857143,41.442295,3.7481453,0.46641083367892655
LY9,1855.2142857142858,43.99,LY9,160765864,160765864,160798051,1,1,ENSG00000122224,True,852.0,8.342857142857143,1284.6633540372673,1.6375561417365405,False,5,0.24307695,0.21758972,92.85714285714286,17.015387,2.8912263,0.7240948037493374
CD244,1306.1666666666667,43.82,CD244,160832645,160799950,160832692,1,-1,ENSG00000122223,True,202.0,63.9,29124.728985507252,2.022938590037146,False,20,1.1696659,0.7745732,71.42857142857143,81.87662,4.417353,0.007468404529594316
TSTD1,590.1428571428571,60.14999999999999,TSTD1,161008097,161007421,161008780,1,1,ENSG00000215845,False,,257.8,23826.828985507233,0.4896530816576512,False,65,5.0987983,1.8080918,7.14285714285714,356.91586,5.880298,0.38627624918765435
USF1,1067.9166666666667,50.71,USF1,161014731,161009041,161015767,1,-1,ENSG00000158773,True,4524.0,35.31428571428572,5945.493995859214,1.1427203078996226,False,18,0.95305175,0.6693931,74.28571428571429,66.71362,4.215287,0.17066130349970743
ARHGAP30,2855.4285714285716,49.519999999999996,ARHGAP30,161039660,161016736,161039760,1,-1,ENSG00000186517,False,,92.2,12999.408695652173,0.8270700287706682,False,44,1.9315825,1.0755423,37.142857142857146,135.21077,4.9142036,0.26488519237895863
PFDN2,542.5,44.14,PFDN2,161087845,161070346,161087901,1,-1,ENSG00000143256,False,,228.87142857142857,23773.012215320916,0.5598450456522005,False,62,4.8753014,1.7707573,11.428571428571432,341.2711,5.835603,0.47970874027598986
NIT1,963.1875,49.13,NIT1,161087876,161087876,161095235,1,1,ENSG00000158793,True,5070.0,36.25714285714286,5952.425672877848,1.109028313415422,False,18,1.0776104,0.7312184,74.28571428571429,75.432724,4.336411,0.0769248900173285
DEDD,1413.0,46.36000000000001,DEDD,161100887,161090764,161102478,1,-1,ENSG00000158796,False,,75.18571428571428,9735.921532091099,0.7751589923806089,False,52,2.266071,1.1835878,25.71428571428571,158.62497,5.0728273,0.024403695601371976
UFC1,708.8333333333334,46.11000000000001,UFC1,161122566,161122566,161128646,1,1,ENSG00000143222,False,,491.8857142857143,89314.30559006205,0.8430899783805405,False,68,5.7445774,1.9087389,2.857142857142858,402.12042,5.999235,0.0042409179875357835
USP21,1398.1,53.42999999999999,USP21,161129240,161129240,161135513,1,1,ENSG00000143258,False,,10.714285714285714,1151.2505175983435,1.016917741807501,False,10,0.44533026,0.36833784,85.71428571428572,31.173119,3.4711313,0.7722094490019609
PPOX,1014.95,53.010000000000005,PPOX,161136200,161136200,161147803,1,1,ENSG00000143224,False,,40.15714285714286,5977.322774327122,0.9858283055763004,False,23,1.2550087,0.8131538,67.14285714285715,87.85061,4.4869566,0.6009659773404219
B4GALT3,1115.1666666666667,51.54,B4GALT3,161147275,161141100,161147287,1,-1,ENSG00000158850,True,3635.0,53.84285714285714,10380.308281573502,1.2092158700211815,False,32,1.6501231,0.9746061,54.28571428571429,115.50862,4.757965,0.029929928214718213
NDUFS2,1022.5,49.73000000000001,NDUFS2,161166894,161166894,161184185,1,1,ENSG00000158864,True,822.0,485.22857142857146,171499.94699792957,1.6473266773554893,False,57,4.565134,1.716521,18.571428571428573,319.5594,5.7700677,0.3896326514179774
FCER1G,568.0,49.29,FCER1G,161185024,161185024,161190489,1,1,ENSG00000158869,True,22.0,149.4857142857143,127142.71718426501,3.8205408370744194,False,30,2.2908053,1.1911323,57.14285714285714,160.35637,5.0836153,0.0025055870581608855
SDHC,696.4444444444445,42.37,SDHC,161284047,161284047,161332984,1,1,ENSG00000143252,False,,6.428571428571429,421.6397515527951,0.7814381035310843,False,12,0.51946706,0.41835967,82.85714285714285,36.362694,3.6206727,0.8516347700421092
FCGR3A,1609.5,44.300000000000004,FCGR3A,161519818,161511549,161600917,1,1,ENSG00000203747,True,132.0,99.2,36651.78550724638,2.1555178942371565,False,27,1.4528449,0.8972485,61.42857142857143,101.69914,4.631804,4.696080935154684e-05
DUSP12,863.4,39.87,DUSP12,161719548,161719548,161727028,1,1,ENSG00000081721,True,5388.0,154.77142857142857,30093.396273291924,1.091239485103995,False,49,3.2805603,1.4540839,30.000000000000004,229.63922,5.4408545,0.5283421706005449
ATF6,4137.0,37.21,ATF6,161736084,161736084,161933860,1,1,ENSG00000118217,False,,64.45714285714286,10710.396687370601,1.0137488043129985,False,39,1.283541,0.8257273,44.285714285714285,89.84787,4.5091863,0.03412808979976545
UHMK1,5702.75,38.32,UHMK1,162467633,162467041,162499419,1,1,ENSG00000152332,False,,72.6,12361.431884057973,1.0234521140408657,False,52,1.4326578,0.88898444,25.71428571428571,100.28605,4.6179485,0.0452572010456381
UAP1,1529.7142857142858,39.65,UAP1,162531323,162531323,162569627,1,1,ENSG00000117143,False,,24.642857142857142,3286.78364389234,0.96654395374591,False,16,0.7675672,0.56960416,77.14285714285715,53.729706,4.0024066,0.022656783041166095
HSD17B7,941.8181818181819,39.34000000000001,HSD17B7,162760492,162760492,162782607,1,1,ENSG00000132196,False,,87.35714285714286,14760.580745341616,0.9954723216677621,False,45,2.5364647,1.2631276,35.71428571428571,177.55254,5.1848826,0.4434509946673477
RP11-267N12.3,740.0,37.85,RP11-267N12.3,163278367,163214295,163291684,1,-1,ENSG00000232995,False,,2.4714285714285715,69.44120082815736,0.5128700713535879,False,7,0.28763056,0.25280374,90.0,20.13414,3.0508897,0.06853831203570902
NUF2,1010.1666666666666,36.44,NUF2,163236366,163236366,163325554,1,1,ENSG00000143228,False,,9.814285714285715,983.2258799171842,0.9857741488315178,False,8,0.4243251,0.3536981,88.57142857142857,29.702757,3.4243524,0.050436856263461005
MGST3,1006.8571428571429,43.51,MGST3,165600098,165600098,165631033,1,1,ENSG00000143198,False,,228.5,29318.89130434783,0.6917254251756355,False,60,4.109585,1.6311182,14.28571428571429,287.67093,5.6652875,0.1585720880385594
ALDH9A1,1202.5,40.34,ALDH9A1,165668100,165631453,165668100,1,-1,ENSG00000143149,True,1255.0,131.37142857142857,35224.87453416149,1.5274647140365525,False,41,2.4927251,1.2506822,41.42857142857142,174.49075,5.1675863,0.5940511714591973
TMCO1,1299.7142857142858,40.02,TMCO1,165738139,165696032,165796992,1,1,ENSG00000143183,False,,771.1,126335.36666666657,0.6544124388155695,False,66,5.4898467,1.8702389,5.714285714285716,384.28928,5.9539943,0.2584003861456642
UCK2,1304.2222222222222,44.22,UCK2,165796768,165796768,165880855,1,1,ENSG00000143179,True,4132.0,33.18571428571428,5642.356314699794,1.166820036076137,False,22,1.011212,0.6987375,68.57142857142857,70.78484,4.2736735,0.33648589954651126
POGK,3497.4,47.02,POGK,166808684,166808681,166825581,1,1,ENSG00000143157,True,3405.0,22.82857142857143,3822.810766045548,1.233887969226289,False,14,0.51033574,0.41233197,80.0,35.723503,3.603417,0.33885770411117516
TADA1,2349.0,40.95,TADA1,166832453,166825747,166845564,1,1,ENSG00000152382,True,2618.0,49.41428571428571,10203.695445134577,1.3146138629329776,False,20,1.011369,0.6988156,71.42857142857143,70.79583,4.2738266,3.07402989950261e-05
CD247,1440.857142857143,47.24,CD247,167403303,167399877,167487847,1,1,ENSG00000198821,True,2637.0,149.31428571428572,34797.870807453415,1.3129508744552283,False,50,2.712984,1.3118359,28.57142857142857,189.90889,5.2517962,0.2755942267719404
CREG1,1384.0,44.46,CREG1,167515417,167498914,167523004,1,-1,ENSG00000143162,True,1963.0,22.985714285714284,4385.637474120083,1.4035682338029785,False,15,0.72500294,0.5452288,78.57142857142857,50.750206,3.9464283,0.3700704857563119
RP3-455J7.4,2523.0,54.26,RP3-455J7.4,167599911,167596622,167599911,1,-1,ENSG00000241666,False,,49.214285714285715,1946.8954451345755,0.2520275328850611,False,54,1.9986804,1.0981723,22.857142857142854,139.90762,4.9481044,0.0019695072026726813
RCSD1,1470.3333333333333,46.77,RCSD1,167599330,167599330,167675486,1,1,ENSG00000198771,True,3746.0,71.97142857142858,14344.346997929606,1.1992407570419894,False,57,2.1386664,1.143798,18.571428571428573,149.70665,5.015335,0.44437758003914685
MPZL1,1518.1818181818182,41.24,MPZL1,167690429,167690429,167761156,1,1,ENSG00000197965,True,3080.0,18.771428571428572,3072.497722567288,1.2641623535245439,False,15,0.6377118,0.49330005,78.57142857142857,44.639828,3.8207808,0.040550117350375864
MPC2,1206.6666666666667,37.86,MPC2,167905278,167885967,167906278,1,-1,ENSG00000143158,False,,121.82857142857142,12362.086128364392,0.5813794967030591,False,61,3.4859774,1.5009564,12.857142857142856,244.01842,5.501333,0.030130394398228105
DCAF6,1783.1666666666667,35.90999999999999,DCAF6,167905021,167905021,168045081,1,1,ENSG00000143164,True,5670.0,36.02857142857143,5743.274534161491,1.0780847922518837,False,27,1.1074425,0.7454751,61.42857142857143,77.52097,4.3633657,0.42440674476987633
TIPRL,1178.5,39.04,TIPRL,168148171,168148171,168169950,1,1,ENSG00000143155,False,,126.72857142857143,20104.40351966874,0.9061974596593935,False,49,2.8506072,1.3482308,30.000000000000004,199.5425,5.3010263,0.17268571206479796
SFT2D2,3242.5,43.37,SFT2D2,168195176,168195176,168222263,1,1,ENSG00000213064,False,,84.11428571428571,13773.436024844721,0.9680460796550721,False,43,1.67131,0.982569,38.57142857142857,116.9917,4.770614,0.22458668960712672
TBX19,2383.5,42.83,TBX19,168250278,168250278,168283664,1,1,ENSG00000143178,True,1747.0,9.542857142857143,1374.280745341615,1.4362600689464329,False,5,0.24378793,0.21816151,92.85714285714286,17.065155,2.893985,0.7320313734540094
XCL1,1367.0,39.98,XCL1,168545711,168545711,168551315,1,1,ENSG00000143184,True,91.0,22.714285714285715,11271.36645962733,2.3268814919999983,False,7,0.37192485,0.31621474,90.0,26.034739,3.2971227,6.853091422715293e-09
ATP1B1,1665.8,43.48,ATP1B1,169074935,169074935,169101960,1,1,ENSG00000143153,False,,25.1,3308.5840579710148,0.9520328206316123,False,30,1.0253735,0.7057541,57.14285714285714,71.77614,4.2873883,0.09073398031006105
NME7,1134.2857142857142,36.61000000000001,NME7,169159948,169101769,169337205,1,1,ENSG00000143156,False,,112.47142857142858,14601.325258799172,0.7488852571987168,False,50,2.9023912,1.3615896,28.57142857142857,203.16739,5.31894,0.3085176547420134
BLZF1,1613.0,35.78,BLZF1,169337208,169337208,169365778,1,1,ENSG00000117475,True,4019.0,128.35714285714286,26424.290890269156,1.1748182211734497,False,44,2.47505,1.2456088,37.142857142857146,173.2535,5.160511,0.9484818857634815
C1orf112,2197.2,39.220000000000006,C1orf112,169631245,169631245,169823221,1,1,ENSG00000000460,True,2919.0,8.8,1086.713043478261,1.2811261046638034,False,9,0.30777508,0.2683273,87.14285714285714,21.544256,3.1154804,0.696596575938401
SELL,973.3333333333334,38.85,SELL,169680839,169659808,169680839,1,-1,ENSG00000188404,True,4244.0,61.0,11505.217391304348,1.1594373061911467,False,24,1.4746984,0.9061185,65.71428571428571,103.22889,4.6465893,8.008727458244399e-07
METTL18,1265.6666666666667,40.77,METTL18,169763830,169761670,169764107,1,-1,ENSG00000171806,True,3763.0,103.81428571428572,21384.791097308487,1.1973651652277157,False,41,2.3778896,1.2172512,41.42857142857142,166.45227,5.1206985,0.015598310358095573
SCYL3,3274.4,40.14,SCYL3,169863093,169818772,169863408,1,-1,ENSG00000000457,True,3926.0,13.185714285714285,1793.6896480331263,1.1820151298299164,False,14,0.4224918,0.3524101,80.0,29.574425,3.4201639,0.5821174885940251
KIFAP3,2273.5714285714284,34.27,KIFAP3,170043836,169890467,170054349,1,-1,ENSG00000075945,True,5073.0,38.42857142857143,6377.378881987577,1.1088545030660117,False,28,1.1324279,0.7572612,60.0,79.26996,4.3853955,0.836661074584491
AL356475.1,790.0,45.45,AL356475.1,169991390,169990599,169991390,1,-1,ENSG00000203260,False,,1.8285714285714285,47.883229813664606,0.5674756385618948,False,5,0.20679012,0.18796404,92.85714285714286,14.475308,2.7392457,0.731768782579482
GORAB,1600.8333333333333,36.49,GORAB,170501270,170501270,170522587,1,1,ENSG00000120370,True,1433.0,45.614285714285714,10535.254865424431,1.491126565987129,False,25,1.2401811,0.8065567,64.28571428571428,86.812675,4.475206,0.2571171290193258
PRRC2C,4349.333333333333,38.300000000000004,PRRC2C,171454690,171454651,171562650,1,1,ENSG00000117523,True,5187.0,160.31428571428572,31594.740372670807,1.102132523368409,False,54,2.263808,1.1828946,22.857142857142854,158.46655,5.071834,0.003100752955996231
PFN1P1,423.0,56.03,PFN1P1,171640079,171639657,171640079,1,-1,ENSG00000233328,False,,59.857142857142854,377.7763975155283,0.038905997494406964,False,69,4.392399,1.6849903,1.4285714285714235,307.46793,5.731618,0.021525849678212267
VAMP4,2266.6,36.68,VAMP4,171711387,171669300,171711387,1,-1,ENSG00000117533,False,,205.92857142857142,28966.06728778468,0.7679455715476337,False,62,3.3482008,1.4697622,11.428571428571432,234.37405,5.461176,0.31001944972973633
METTL13,1763.75,43.62,METTL13,171750804,171750788,171783163,1,1,ENSG00000010165,False,,18.34285714285714,2189.619875776398,0.9279159807754767,False,15,0.6206581,0.4828323,78.57142857142857,43.446068,3.7942765,0.01445555205988151
PIGC,1175.5,38.22,PIGC,172384466,172339329,172413230,1,-1,ENSG00000135845,False,,81.3,11688.444927536235,0.8529743401316504,False,37,2.1510937,1.1477497,47.14285714285714,150.57655,5.021091,0.35820009811616005
SUCO,2637.3333333333335,36.42000000000001,SUCO,172501489,172501489,172580971,1,1,ENSG00000094975,False,,46.01428571428571,4849.6664596273295,0.6793361314373725,False,38,1.374204,0.86466223,45.714285714285715,96.19428,4.5767117,0.324490534748351
FASLG,1867.0,41.71,FASLG,172628158,172628154,172636014,1,1,ENSG00000117560,True,584.0,299.9428571428571,100542.05465838511,1.7342399340347205,False,52,3.2527401,1.4475635,25.71428571428571,227.6918,5.4323754,0.013767837450266348
TNFSF4,2473.0,39.89,TNFSF4,173174697,173152873,173176452,1,-1,ENSG00000117586,True,1522.0,25.67142857142857,5258.281780538303,1.4736033108158,False,13,0.58830446,0.46266708,81.42857142857143,41.181313,3.7419772,0.6510471694301361
RP11-296O14.3,1415.5,40.31,RP11-296O14.3,173430501,173386932,173430501,1,-1,ENSG00000203739,False,,12.514285714285714,992.0505175983437,0.7033686299849008,False,18,0.6619198,0.50797343,74.28571428571429,46.334385,3.857237,0.5590349763166822
PRDX6,1139.6666666666667,40.72,PRDX6,173446405,173446405,173457946,1,1,ENSG00000117592,False,,352.1,54004.00434782608,0.7709474571613862,False,64,4.6290164,1.7279347,8.571428571428575,324.03116,5.7839212,0.11860707205937718
KLHL20,1386.6666666666667,38.32,KLHL20,173684080,173684080,173755840,1,1,ENSG00000076321,False,,35.68571428571428,4717.667908902692,0.8956159501269862,False,34,1.4055221,0.87776697,51.42857142857142,98.38655,4.5990167,0.7533697064608744
CENPL,1418.2222222222222,40.71,CENPL,173793460,173768688,173793858,1,-1,ENSG00000120334,False,,28.714285714285715,4009.018633540373,0.9851652990042272,False,23,1.0224735,0.70432127,67.14285714285715,71.57314,4.284595,0.2835598427651423
DARS2,1982.25,40.56,DARS2,173793641,173793641,173827684,1,1,ENSG00000117593,True,2300.0,18.057142857142857,3124.8952380952383,1.3513997427915305,False,14,0.4979982,0.40412968,80.0,34.859875,3.579619,0.4684724572482755
GAS5,590.1388888888889,46.16000000000002,GAS5,173837127,173833038,173838020,1,-1,ENSG00000234741,False,,234.52857142857144,30231.528157349894,0.692374541530727,False,66,4.816447,1.7606896,5.714285714285716,337.15128,5.8234935,0.02399464269402377
SNORD78,65.0,36.92,SNORD78,173834824,173834760,173834824,1,-1,ENSG00000208317,False,,1.0571428571428572,20.02567287784679,0.5865290847308775,False,6,0.38837558,0.32813442,91.42857142857143,27.18629,3.3388357,0.7887138555124382
RC3H1,4529.333333333333,38.57999999999999,RC3H1,173991435,173900352,173991435,1,-1,ENSG00000135870,True,5770.0,39.72857142857143,6424.14265010352,1.0732872714851023,False,35,0.98276615,0.68449295,50.0,68.79363,4.245543,0.08725476919757963
RP11-160H22.5,508.0,40.84,RP11-160H22.5,174128291,174084438,174129142,1,-1,ENSG00000227373,True,5195.0,3.742857142857143,275.2372670807453,1.1017725761876056,False,9,0.37401754,0.31773895,87.14285714285714,26.181227,3.3025265,0.05342018303940948
RABGAP1L,1797.4347826086957,37.909999999999975,RABGAP1L,174128548,174128548,174964445,1,1,ENSG00000152061,False,,218.95714285714286,40726.50538302278,1.0083342280099643,False,62,3.524878,1.5095906,11.428571428571432,246.74146,5.512386,0.5999959408782376
CACYBP,1152.3333333333333,40.300000000000004,CACYBP,174968300,174968300,174980851,1,1,ENSG00000116161,False,,562.3142857142857,118623.8997929607,0.9414575371005628,False,69,5.466871,1.8666923,1.4285714285714235,382.68097,5.9498115,0.004771681918650456
MRPS14,1188.0,40.16,MRPS14,174983960,174979925,174992561,1,1,ENSG00000120333,False,,266.01428571428573,41011.666459627326,0.8129481940388161,False,61,4.173968,1.6436399,12.857142857142856,292.17773,5.680779,0.401972007639016
KIAA0040,2538.8,44.88,KIAA0040,175161929,175126123,175162135,1,-1,ENSG00000235750,True,1967.0,34.94285714285714,7208.17060041408,1.402771316187938,False,23,0.86391586,0.6226796,67.14285714285715,60.47411,4.118616,0.4643932110903973
RP11-318C24.2,657.0,38.64,RP11-318C24.2,175889649,175873898,175889649,1,-1,ENSG00000227740,True,3106.0,5.085714285714285,487.70269151138723,1.2610856819859038,False,6,0.31629783,0.27482313,91.42857142857143,22.140848,3.1415994,0.6023106324558882
RFWD2,1490.0,36.32,RFWD2,176050392,175913967,176176629,1,-1,ENSG00000143207,True,322.0,13.742857142857142,3061.005383022775,1.9053915443798721,False,19,0.51610345,0.4161435,72.85714285714286,36.127243,3.614351,0.39196661927563387
FAM20B,3293.5,43.17,FAM20B,178994939,178994939,179045697,1,1,ENSG00000116199,True,828.0,14.257142857142858,2807.4111801242234,1.6451638277680818,False,11,0.34960222,0.2998099,84.28571428571429,24.472155,3.2375858,0.37601528738202783
TOR3A,1082.4285714285713,52.61000000000001,TOR3A,179050512,179050512,179067158,1,1,ENSG00000186283,True,3847.0,37.92857142857143,6733.458592132505,1.1892218305904978,False,18,1.0305601,0.7083117,74.28571428571429,72.139206,4.2923646,0.5979293325910546
SOAT1,2719.6,39.59,SOAT1,179262937,179262925,179327815,1,1,ENSG00000057252,True,938.0,80.75714285714285,21943.43291925466,1.6133238133885983,False,41,1.6320934,0.9677795,41.42857142857142,114.246544,4.7470737,0.8590164978235034
TOR1AIP2,4111.833333333333,38.85,TOR1AIP2,179846934,179809102,179846938,1,-1,ENSG00000169905,False,,175.45714285714286,25019.15031055901,0.7906730310958809,False,57,2.6069474,1.2828618,18.571428571428573,182.48631,5.21214,0.47436344220710414
TOR1AIP1,1984.3333333333333,38.76,TOR1AIP1,179851177,179851177,179894135,1,1,ENSG00000143337,True,1707.0,255.15714285714284,69409.26480331266,1.4433726173962818,False,58,3.2834456,1.4547577,17.14285714285714,229.84119,5.44173,0.0012247718110207399
CEP350,2766.7272727272725,36.470000000000006,CEP350,179923873,179923873,180084015,1,1,ENSG00000135837,True,1373.0,70.45714285714286,17553.005383022777,1.5028855487995225,False,36,1.5035868,0.91772443,48.57142857142858,105.251076,4.665805,0.00795858081803705
QSOX1,3449.5,51.87,QSOX1,180123969,180123969,180173165,1,1,ENSG00000116260,False,,10.314285714285715,676.8853002070393,0.6311585644897797,False,15,0.39453015,0.33255756,78.57142857142857,27.617111,3.3540049,0.0006749195135463909
LHX4,2802.3333333333335,51.15,LHX4,180199421,180199421,180249380,1,1,ENSG00000121454,True,2893.0,9.157142857142857,1156.1343685300208,1.2847823159380554,False,7,0.27263257,0.24108765,90.0,19.08428,2.9999375,0.004326314395800188
ACBD6,1102.0,37.34,ACBD6,180399397,180244515,180472089,1,-1,ENSG00000135847,False,,45.77142857142857,6077.975983436854,0.8567532848605024,False,28,1.5352778,0.9303032,60.0,107.46945,4.6864686,0.9006028095879501
XPR1,2877.6,36.95,XPR1,180601140,180601140,180859387,1,1,ENSG00000143324,True,898.0,18.2,4692.394202898552,1.6245927876631123,False,12,0.3986824,0.33553064,82.85714285714285,27.907766,3.3641102,0.7378996975555877
STX6,2776.5,40.62,STX6,180992047,180941861,180992047,1,-1,ENSG00000135823,True,4703.0,19.914285714285715,2964.0215320910975,1.1322771714556108,False,19,0.59590936,0.4674437,72.85714285714286,41.713654,3.7545185,0.8024058675433057
MR1,2165.1428571428573,46.14999999999999,MR1,181003108,181003067,181031074,1,1,ENSG00000153029,False,,101.77142857142857,17933.338302277432,1.025959232577198,False,42,2.0439034,1.1131407,40.0,143.07324,4.9703217,0.803996558885115
IER5,2340.0,62.14,IER5,181057638,181057638,181059977,1,1,ENSG00000162783,False,,53.22857142857143,7281.396273291925,0.8597109447721061,False,40,1.5055301,0.91850036,42.85714285714286,105.38711,4.667084,0.11024577516121528
GLUL,2455.9166666666665,47.76999999999999,GLUL,182361341,182350839,182361341,1,-1,ENSG00000135821,True,540.0,34.94285714285714,9023.561904761904,1.7560619069031256,False,15,0.66495126,0.50979584,78.57142857142857,46.54659,3.86171,0.14190024803518742
RNASEL,4144.0,41.52,RNASEL,182558391,182542769,182558391,1,-1,ENSG00000135828,True,4787.0,39.0,6593.565217391305,1.1263540905042329,False,21,0.7517525,0.56061673,70.0,52.622673,3.981972,0.00808345211975293
